# Fitting to data3.dat with error function
#     r_S CDF(fit)
3.724220761966358095e-01 1.600853094215409778e-02
3.761365998530916688e-01 1.959450100305692999e-02
3.806215687732902309e-01 2.481216888056814174e-02
3.841032118835828735e-01 2.962536847122038131e-02
3.843651350672874223e-01 3.001684525310366336e-02
3.879532019516886421e-01 3.582489073277650427e-02
3.881895445454870974e-01 3.623775233104509219e-02
3.887611278970855011e-01 3.725235593937675782e-02
3.907010412136052713e-01 4.087015015395939477e-02
3.907043960633747037e-01 4.087664515805727872e-02
3.920429346644404012e-01 4.353564137370108389e-02
3.922988137461483893e-01 4.405950098412642069e-02
3.925877628839684608e-01 4.465716265765079518e-02
3.933238702055957270e-01 4.620926072783471117e-02
3.933355723073495569e-01 4.623428028885190333e-02
3.935793136394192260e-01 4.675788632601396433e-02
3.936397269950324129e-01 4.688839948491851928e-02
3.937337166612838724e-01 4.709202948185625681e-02
3.938621344511274436e-01 4.737139397138040442e-02
3.943080123245228386e-01 4.835169601842698173e-02
3.944501794709049936e-01 4.866765266184958083e-02
3.951417270079328192e-01 5.022817886631608664e-02
3.957928359806257568e-01 5.173366109776633692e-02
3.958789981063817742e-01 5.193554325123689308e-02
3.960141918413744300e-01 5.225357004753350409e-02
3.961983475030410040e-01 5.268925965884252438e-02
3.977546794666524943e-01 5.648743221776364454e-02
4.000539124572957683e-01 6.248958114013258847e-02
4.001844630265433134e-01 6.284475845231790592e-02
4.008463865011810956e-01 6.466985266663627385e-02
4.019636341173740690e-01 6.784343659215597011e-02
4.023372331265993029e-01 6.893107944047077718e-02
4.032753618283145269e-01 7.172144530841007004e-02
4.036569717981060013e-01 7.288098688483574117e-02
4.038070370664298414e-01 7.334087936344468872e-02
4.043477424333692949e-01 7.501635515268950671e-02
4.044413363910174253e-01 7.530931411780622531e-02
4.049242460899001861e-01 7.683474758557651274e-02
4.061135980074601082e-01 8.069178189931491829e-02
4.062301991522345168e-01 8.107764906743780697e-02
4.062571201113160391e-01 8.116693591688439735e-02
4.067781121205150674e-01 8.290951721686656839e-02
4.073719289830673995e-01 8.492982948122385078e-02
4.078839085311342649e-01 8.670114691527214257e-02
4.080798572279519254e-01 8.738633566134718089e-02
4.082320096391783282e-01 8.792116031472063664e-02
4.085577470049206461e-01 8.907434698472455059e-02
4.087175618743476013e-01 8.964422879692557355e-02
4.089131568170757958e-01 9.034538211616877090e-02
4.089506334866428450e-01 9.048018919282430073e-02
4.090178357640520956e-01 9.072229596518632810e-02
4.090490953570540822e-01 9.083507725864398141e-02
4.092626903191333709e-01 9.160849046445623811e-02
4.095892236584657287e-01 9.280026171467614660e-02
4.100379894392034430e-01 9.445680504056813698e-02
4.106764542136801532e-01 9.685101970737047816e-02
4.113566748190361499e-01 9.945052411303634265e-02
4.122170552240257968e-01 1.028110938405235042e-01
4.122580438132395497e-01 1.029732262141990762e-01
4.125040118096674480e-01 1.039500673560526112e-01
4.126080158772065798e-01 1.043651260242014489e-01
4.126447790899995249e-01 1.045121272924871558e-01
4.129682160130880852e-01 1.058118902582785847e-01
4.130477316434377211e-01 1.061332133904908659e-01
4.131944744884622489e-01 1.067280517794260697e-01
4.132506339203320112e-01 1.069563356594877002e-01
4.143398732056523537e-01 1.114538664268704404e-01
4.143954105715994540e-01 1.116867563156103693e-01
4.145161517450366984e-01 1.121942719168869118e-01
4.147066175697944335e-01 1.129982108528354567e-01
4.148999995441195465e-01 1.138186564138695678e-01
4.150817280688824940e-01 1.145935220413114020e-01
4.152840518071264642e-01 1.154606110936537422e-01
4.154698222429558108e-01 1.162608549371857425e-01
4.160850989402902766e-01 1.189393621947698043e-01
4.161039648086986564e-01 1.190221746735172226e-01
4.162478329918232745e-01 1.196550289206829709e-01
4.162714324655073517e-01 1.197590655732688192e-01
4.167786383078261880e-01 1.220104786257247831e-01
4.173249911822785596e-01 1.244687331865078073e-01
4.173613098257026865e-01 1.246333637665496541e-01
4.175582511566413024e-01 1.255287391648282069e-01
4.177420048089466320e-01 1.263681972382619811e-01
4.178329012606471493e-01 1.267848904052367165e-01
4.178688705180683693e-01 1.269500468129761694e-01
4.179086251578097988e-01 1.271327583300598807e-01
4.180531226250653321e-01 1.277984066187649037e-01
4.182386696559761696e-01 1.286567022971185636e-01
4.184101836440012323e-01 1.294536346506894309e-01
4.186730204187319448e-01 1.306815198692552471e-01
4.192926576485277446e-01 1.336080489949515449e-01
4.193174771875536333e-01 1.337262023219187856e-01
4.193622221047672571e-01 1.339393917770450582e-01
4.194350433159736991e-01 1.342868513216569082e-01
4.195752387880766210e-01 1.349575226149866136e-01
4.199034027485617493e-01 1.365363746899637687e-01
4.206385522214494688e-01 1.401190051790399682e-01
4.207774861827832669e-01 1.408031879060893665e-01
4.209265031105408617e-01 1.415395398868852239e-01
4.211697797235132712e-01 1.427472644387483558e-01
4.213252549623149878e-01 1.435227455527653406e-01
4.214432418608555775e-01 1.441131364359974909e-01
4.215969490334189884e-01 1.448847199414561304e-01
4.216493655531630136e-01 1.451484766609628663e-01
4.216560917097139094e-01 1.451823456469912288e-01
4.222328427020043962e-01 1.481063122828658596e-01
4.222587293957357213e-01 1.482384682535640708e-01
4.222786715082774700e-01 1.483403299095062411e-01
4.224706596726557906e-01 1.493233746541628437e-01
4.224909088195173967e-01 1.494273101562626493e-01
4.225268981427247050e-01 1.496121565232463868e-01
4.226392329122626856e-01 1.501901051720158087e-01
4.227496840789130572e-01 1.507598119351891142e-01
4.228123163919570437e-01 1.510835076636152796e-01
4.228919046365882117e-01 1.514955015951122697e-01
4.229380047987566504e-01 1.517344835253272017e-01
4.232104877915168206e-01 1.531521420892595353e-01
4.232615627087799592e-01 1.534188454551945191e-01
4.237372527139471323e-01 1.559175758040529658e-01
4.239879188779362984e-01 1.572450218709920966e-01
4.242758570041564870e-01 1.587789916195090356e-01
4.243681707531260505e-01 1.592728561618671490e-01
4.244509448849516642e-01 1.597165396962745842e-01
4.245306648597970689e-01 1.601446161882114083e-01
4.248123441024644342e-01 1.616631656004809958e-01
4.248983411645126940e-01 1.621286448865593144e-01
4.250074224008514312e-01 1.627203270672110680e-01
4.252521929880939688e-01 1.640531251871744089e-01
4.252961811140468784e-01 1.642933931296077232e-01
4.253592177771353122e-01 1.646381038213699521e-01
