# Fitting to data5.dat with error function
#     r_S CDF(fit)
3.498774705759292170e-01 1.219993701772953409e-02
3.626578990213543685e-01 3.035818065676815225e-02
3.630460730382966128e-01 3.114968778556304052e-02
3.644792258504069293e-01 3.422117022867882108e-02
3.686618757270496705e-01 4.463268608766102208e-02
3.688958796072832058e-01 4.528338127661907242e-02
3.704731240873829212e-01 4.987060389732050902e-02
3.717360456498296495e-01 5.380471026109356902e-02
3.726790925060024517e-01 5.689959850784698236e-02
3.731605263143740747e-01 5.853273953992443879e-02
3.733301988575286612e-01 5.911700317009127570e-02
3.750348979859386978e-01 6.524388241315021153e-02
3.757647008798585819e-01 6.801290526562864258e-02
3.760361279958254199e-01 6.906559931794270524e-02
3.761958781303567090e-01 6.969101309254155385e-02
3.765486547656161087e-01 7.108755123491178329e-02
3.768501653853688071e-01 7.229809015852450838e-02
3.775878876164122655e-01 7.532654475699968044e-02
3.782042014709878774e-01 7.792994631533750605e-02
3.783518795408746804e-01 7.856378420532483808e-02
3.793009651400328086e-01 8.273086575293137068e-02
3.801891588727748794e-01 8.677925366455585543e-02
3.804324774371214968e-01 8.791371670478581590e-02
3.807313965324485849e-01 8.932251018109110818e-02
3.810392514438699640e-01 9.079090270082085246e-02
3.811320550512394822e-01 9.123704782242630928e-02
3.812917401869277967e-01 9.200852158013378412e-02
3.821027548622463188e-01 9.600138280489106668e-02
3.825291969074178233e-01 9.815131535012838748e-02
3.827740335764927559e-01 9.940150378988948932e-02
3.828014259325759339e-01 9.954209580100259469e-02
3.832005398330886603e-01 1.016070668941515542e-01
3.832271498472295534e-01 1.017458452031978489e-01
3.832724228453239790e-01 1.019822729565467712e-01
3.839481121586140744e-01 1.055585237516987740e-01
3.848907284255767558e-01 1.106977789771707021e-01
3.850642533593952588e-01 1.116630768616799219e-01
3.855084447337089881e-01 1.141614567026970062e-01
3.856324483876898968e-01 1.148659775049935550e-01
3.858025063450886694e-01 1.158371745627174154e-01
3.859490445153506699e-01 1.166787160499492271e-01
3.860698849341326899e-01 1.173759342474891554e-01
3.865452608876993601e-01 1.201473486757250186e-01
3.866523504907837805e-01 1.207779874371773254e-01
3.869746614700280696e-01 1.226900872489478656e-01
3.870126864831526237e-01 1.229170620207453157e-01
3.872508446319140596e-01 1.243453465432573513e-01
3.872930764711856599e-01 1.245998264808779732e-01
3.877442583061228576e-01 1.273412830331069334e-01
3.879004779103731870e-01 1.283002055911978134e-01
3.879240189637480074e-01 1.284451411685083588e-01
3.881560449944599367e-01 1.298797410868313684e-01
3.882265381173843344e-01 1.303177837282316065e-01
3.882332396202607394e-01 1.303594798487207607e-01
3.882836771603626613e-01 1.306735935829763107e-01
3.884091507682786992e-01 1.314572839257234782e-01
3.884809261092178057e-01 1.319070385446849403e-01
3.885877787006329354e-01 1.325785565509275399e-01
3.886015205782117343e-01 1.326650883706234074e-01
3.887928401955262347e-01 1.338738589391098577e-01
3.890222448620541673e-01 1.353332057096390262e-01
3.890312432646776397e-01 1.353906700104984817e-01
3.891243523722898168e-01 1.359862517445218910e-01
3.891653006290096140e-01 1.362487484016010608e-01
3.892233576172010601e-01 1.366215136320355072e-01
3.892498233491773485e-01 1.367916727777399033e-01
3.894031918127071057e-01 1.377805939426253179e-01
3.895025404526594182e-01 1.384237921168215424e-01
3.897420482529066477e-01 1.399828045784556330e-01
3.898986736901622896e-01 1.410087449551702954e-01
3.902674847171305750e-01 1.434446615553056081e-01
3.902718970990464720e-01 1.434739753219366754e-01
3.902973427095554615e-01 1.436431027599222587e-01
3.903677333304503283e-01 1.441116635373185240e-01
3.904902685168715193e-01 1.449297848895905738e-01
3.906066667500080469e-01 1.457098226236992478e-01
3.908071706104044307e-01 1.470600975724585258e-01
3.913217702589129043e-01 1.505639161441323925e-01
3.915856835814290338e-01 1.523822527822322748e-01
3.917108486840771842e-01 1.532497025101816623e-01
3.918046698822105767e-01 1.539020664818018247e-01
3.918346173225660256e-01 1.541106854388379355e-01
3.919752448689288182e-01 1.550928214925029192e-01
3.920859568415352436e-01 1.558689297305203003e-01
3.922725129780979536e-01 1.571824999176298920e-01
3.923015887180271721e-01 1.573878804074344551e-01
3.923204156563045997e-01 1.575209611218543193e-01
3.923244429762860475e-01 1.575494383662371933e-01
3.924362366733009644e-01 1.583412836308031868e-01
3.925917079673661436e-01 1.594468345434150169e-01
3.927493690437246499e-01 1.605731051321067637e-01
3.927539926307125895e-01 1.606062125173560173e-01
3.928836870797362546e-01 1.615367114364102963e-01
3.928907177711328802e-01 1.615872536943214199e-01
3.930127373752535513e-01 1.624660704434262581e-01
3.934333285730942653e-01 1.655190675170248316e-01
3.935683116235941803e-01 1.665067009421107858e-01
3.935787255190761891e-01 1.665830542660454716e-01
3.936476668484504282e-01 1.670890929961865723e-01
3.939570106394869042e-01 1.693719049620202588e-01
3.941211720676038310e-01 1.705914307167599175e-01
3.941463522958502108e-01 1.707789861843854728e-01
3.942312003549829913e-01 1.714119498868924563e-01
3.943047294511574652e-01 1.719616856539736838e-01
3.943145476794181481e-01 1.720351761272755353e-01
3.944060167046860022e-01 1.727207946233351166e-01
3.944758634774138684e-01 1.732455117829022062e-01
3.945341485162065509e-01 1.736841486130873413e-01
3.947950017675615486e-01 1.756559038497064185e-01
3.949277993636408080e-01 1.766651299667873487e-01
3.949811790748479767e-01 1.770718324688463907e-01
3.951923853786620811e-01 1.786868171059913801e-01
3.953235930553574140e-01 1.796947491575922040e-01
3.955566953456192136e-01 1.814942224041127816e-01
3.955645678799297738e-01 1.815551920410808928e-01
3.956569769611836818e-01 1.822718215817478726e-01
3.957579016547772555e-01 1.830565059576780840e-01
3.957786697498860140e-01 1.832182379281197537e-01
3.958181170287142780e-01 1.835256797322041833e-01
3.958618007490719015e-01 1.838665142053974577e-01
3.959475293016962438e-01 1.845365411100061137e-01
3.963145890276781880e-01 1.874224984460456378e-01
3.963412790955292975e-01 1.876334278896364394e-01
3.964634406114921905e-01 1.886007310861816388e-01
3.964775450573108095e-01 1.887126109970794219e-01
3.964973959573989681e-01 1.888701424750109936e-01
3.965245566885949313e-01 1.890858140683414623e-01
3.965386442922083088e-01 1.891977373366662829e-01
3.965970789049520495e-01 1.896624243404931298e-01
3.966022710717470035e-01 1.897037477141618744e-01
3.966471555299364571e-01 1.900612045750534329e-01
3.968181269738910721e-01 1.914265974697878514e-01
3.969645612283961289e-01 1.926007998534216004e-01
3.969835414301666754e-01 1.927533167245901735e-01
3.973768452013030639e-01 1.959303241839662202e-01
3.975122068771617667e-01 1.970310486450336795e-01
3.975950396607851323e-01 1.977064645362519579e-01
3.977058101733911277e-01 1.986118673299828719e-01
3.977250902966456003e-01 1.987697120229983128e-01
3.980103135806751236e-01 2.011136351022141944e-01
3.983802451974877146e-01 2.041782477468121471e-01
3.984933615544873353e-01 2.051208577863173343e-01
3.985010665666575691e-01 2.051851583711976623e-01
3.986047586622582517e-01 2.060516639024833618e-01
3.987042606618567686e-01 2.068851915780861583e-01
3.988666450535574559e-01 2.082497626026826865e-01
3.988800217317347019e-01 2.083624076050095142e-01
3.990400560360738980e-01 2.097128411782267499e-01
3.990466649721341463e-01 2.097687204593361443e-01
3.991210766685975297e-01 2.103984834394804770e-01
3.991992145632479172e-01 2.110609752649111881e-01
3.992197967475277776e-01 2.112356844720901239e-01
3.992871937850533959e-01 2.118083681827847009e-01
3.992981622920641072e-01 2.119016552691418420e-01
3.993051449817180409e-01 2.119610555216648318e-01
3.993219739474566654e-01 2.121042559617553613e-01
3.993796973637656067e-01 2.125958635899967697e-01
3.994162361325099830e-01 2.129073935482685420e-01
3.994387288885136722e-01 2.130992994490709114e-01
3.994656086383199245e-01 2.133287670236500566e-01
3.995500315740240782e-01 2.140504064880286439e-01
3.995545341574521792e-01 2.140889340225598514e-01
3.995976992303802433e-01 2.144584920226252356e-01
3.996757013479501075e-01 2.151272475031805187e-01
4.001109227285924996e-01 2.188807976565493307e-01
4.002108124135201894e-01 2.197475785381419189e-01
4.003753644666419031e-01 2.211797477329514594e-01
4.004184945778004323e-01 2.215560094786137579e-01
4.004976687746077402e-01 2.222476667068377099e-01
4.008533867082899604e-01 2.253703398430485505e-01
4.009800302745991085e-01 2.264880495188697496e-01
4.009864939624238622e-01 2.265451794813928554e-01
4.010216821406172860e-01 2.268563364348447631e-01
4.010878343840429960e-01 2.274419500883779754e-01
4.010884631919405252e-01 2.274475207014617362e-01
4.012194760760396384e-01 2.286098394397763633e-01
4.012482435164100303e-01 2.288655040487772019e-01
4.012888247248878049e-01 2.292264337568725163e-01
4.015398211504174197e-01 2.314658768884864104e-01
4.016734619326679523e-01 2.326632069223832922e-01
4.016921391413296183e-01 2.328308156990601674e-01
4.017043904567669244e-01 2.329407951047511305e-01
4.017350793871541925e-01 2.332164146265514604e-01
4.020607602663111013e-01 2.361525049780801577e-01
4.020772056843738840e-01 2.363013024159421049e-01
4.022423010807738009e-01 2.377979353670992002e-01
4.025779331745810152e-01 2.408564918749335759e-01
4.026862926304624057e-01 2.418485035081996415e-01
4.029015574848155978e-01 2.438257743348976603e-01
4.031636161708253563e-01 2.462445877194062160e-01
4.034139508678521446e-01 2.485671492191204868e-01
4.035234407422838565e-01 2.495866334877238635e-01
4.036984445832285662e-01 2.512207341362213686e-01
4.037527912920797490e-01 2.517293461319830561e-01
4.037856266830206486e-01 2.520369044724611873e-01
4.038759993906921864e-01 2.528844186840768504e-01
4.042235227974492751e-01 2.561574125043362127e-01
4.042829978878514918e-01 2.567197575730403303e-01
4.044888284434909886e-01 2.586708630950127485e-01
4.045015313549072400e-01 2.587915273277501260e-01
4.045894876794297601e-01 2.596278178561233219e-01
4.047092739831199548e-01 2.607689881667787368e-01
4.047649888099637550e-01 2.613006455784825377e-01
4.049212801235383963e-01 2.627950180297067284e-01
4.050700778127214186e-01 2.642217911444223466e-01
4.051561429442928630e-01 2.650488390463618948e-01
4.053857301310005434e-01 2.672614852930615958e-01
4.054665209055023367e-01 2.680423175112300882e-01
4.055186615311178189e-01 2.685468588653386890e-01
4.056177971881575473e-01 2.695074648065743927e-01
4.056734260721696628e-01 2.700472515454390710e-01
4.056807824692063025e-01 2.701186737431087170e-01
4.056894760134691080e-01 2.702030902902077814e-01
4.057001413098950127e-01 2.703066710752351498e-01
4.057014972170996936e-01 2.703198409952000114e-01
4.057143259633846921e-01 2.704444624174596190e-01
4.058757435826983451e-01 2.720149597829096821e-01
4.059281270848821843e-01 2.725255930571035545e-01
4.059525546517145367e-01 2.727638750732342965e-01
4.059664291996327168e-01 2.728992622470927110e-01
4.060720518636131704e-01 2.739310143570759526e-01
4.061535963713019948e-01 2.747288809997482373e-01
4.061893534314995891e-01 2.750791045355720499e-01
4.067104776328532845e-01 2.802080810264913069e-01
4.067623975542110637e-01 2.807216110303540901e-01
4.067865214020403575e-01 2.809603701765548411e-01
4.068364590983225004e-01 2.814549264071014023e-01
4.069567753187717796e-01 2.826481960724634424e-01
4.070762675387132323e-01 2.838356947147357978e-01
4.072888366566560503e-01 2.859540641148483608e-01
4.074594510100492672e-01 2.876597490830415382e-01
4.074787828338234386e-01 2.878533182351412645e-01
4.075719362939169144e-01 2.887869232564809763e-01
4.077462304379877445e-01 2.905375570936490348e-01
4.078722725077256195e-01 2.918066266971780509e-01
4.079173743510077776e-01 2.922613665744021039e-01
4.081279574779692609e-01 2.943889233779576342e-01
4.082766360522368521e-01 2.958953412237117497e-01
4.083129397699972185e-01 2.962637091070734474e-01
4.083406884396578729e-01 2.965454120554241735e-01
4.084049928587893952e-01 2.971986981944835238e-01
4.084075041616855306e-01 2.972242245477496603e-01
4.084466608541450494e-01 2.976223656523036554e-01
4.085148589862847568e-01 2.983163775377610238e-01
4.085671672844856106e-01 2.988491867511325895e-01
4.087065949196740378e-01 3.002714961434439500e-01
4.087201294672297980e-01 3.004097256290204632e-01
4.087765435863474073e-01 3.009861972202095837e-01
4.088635989728999776e-01 3.018767558963799669e-01
4.088681371135822196e-01 3.019232125955223500e-01
4.091996639685260284e-01 3.053256832417641231e-01
4.092623691030265465e-01 3.059711361839839716e-01
4.092971686472919313e-01 3.063296043064906993e-01
4.093856271447882667e-01 3.072416445233094873e-01
4.095143502680765324e-01 3.085709594326781491e-01
4.096677287681621538e-01 3.101581696113113740e-01
4.097413105647435549e-01 3.109208774414509158e-01
4.098553472171392320e-01 3.121045233471223534e-01
4.101201136362507271e-01 3.148601473151014796e-01
4.101380745682083329e-01 3.150474564720037174e-01
4.101810182033455154e-01 3.154954955020494722e-01
4.101951798506311975e-01 3.156433061710256505e-01
4.102610759450566746e-01 3.163314771947268733e-01
4.103498547347577685e-01 3.172596247985149942e-01
4.104665148506823069e-01 3.184810095639005745e-01
4.104749827234334125e-01 3.185697418553864457e-01
4.104900338200082044e-01 3.187274834523598499e-01
4.106752785207807843e-01 3.206716059992662515e-01
4.108606409022905193e-01 3.226218997583030212e-01
4.109055096942048624e-01 3.230947247748799378e-01
4.109259750156682989e-01 3.233104822953358770e-01
4.109427884476313797e-01 3.234877839170688940e-01
4.109874805949987331e-01 3.239592679953868237e-01
4.110087391866998341e-01 3.241836367574131295e-01
