# Heisenberg model
# L=16, J=1, W=3.0
# CDF of level statistics r_S
# r_S CDF
3.498774705759292170e-01 1.237623762376237639e-03
3.626578990213543685e-01 2.475247524752475278e-03
3.630460730382966128e-01 3.712871287128712700e-03
3.644792258504069293e-01 4.950495049504950555e-03
3.686618757270496705e-01 6.188118811881188411e-03
3.688958796072832058e-01 7.425742574257426266e-03
3.704731240873829212e-01 8.663366336633662387e-03
3.717360456498296495e-01 9.900990099009901110e-03
3.726790925060024517e-01 1.113861386138613810e-02
3.731605263143740747e-01 1.237623762376237509e-02
3.733301988575286612e-01 1.361386138613861381e-02
3.750348979859386978e-01 1.485148514851485080e-02
3.757647008798585819e-01 1.608910891089108952e-02
3.760361279958254199e-01 1.732673267326732824e-02
3.761958781303567090e-01 1.856435643564356697e-02
3.765486547656161087e-01 1.980198019801980222e-02
3.768501653853688071e-01 2.103960396039604094e-02
3.775878876164122655e-01 2.227722772277227967e-02
3.782042014709878774e-01 2.351485148514851492e-02
3.783518795408746804e-01 2.475247524752475364e-02
3.793009651400328086e-01 2.599009900990099237e-02
3.801891588727748794e-01 2.722772277227722762e-02
3.804324774371214968e-01 2.846534653465346634e-02
3.807313965324485849e-01 2.970297029702970507e-02
3.810392514438699640e-01 3.094059405940594032e-02
3.811320550512394822e-01 3.217821782178217904e-02
3.812917401869277967e-01 3.341584158415841777e-02
3.821027548622463188e-01 3.465346534653465649e-02
3.825291969074178233e-01 3.589108910891089521e-02
3.827740335764927559e-01 3.712871287128712700e-02
3.828014259325759339e-01 3.836633663366336572e-02
3.832005398330886603e-01 3.960396039603960444e-02
3.832271498472295534e-01 4.084158415841584316e-02
3.832724228453239790e-01 4.207920792079208189e-02
3.839481121586140744e-01 4.331683168316832061e-02
3.848907284255767558e-01 4.455445544554455933e-02
3.850642533593952588e-01 4.579207920792079112e-02
3.855084447337089881e-01 4.702970297029702984e-02
3.856324483876898968e-01 4.826732673267326856e-02
3.858025063450886694e-01 4.950495049504950729e-02
3.859490445153506699e-01 5.074257425742574601e-02
3.860698849341326899e-01 5.198019801980198473e-02
3.865452608876993601e-01 5.321782178217821652e-02
3.866523504907837805e-01 5.445544554455445524e-02
3.869746614700280696e-01 5.569306930693069396e-02
3.870126864831526237e-01 5.693069306930693269e-02
3.872508446319140596e-01 5.816831683168317141e-02
3.872930764711856599e-01 5.940594059405941013e-02
3.877442583061228576e-01 6.064356435643564192e-02
3.879004779103731870e-01 6.188118811881188064e-02
3.879240189637480074e-01 6.311881188118811936e-02
3.881560449944599367e-01 6.435643564356435808e-02
3.882265381173843344e-01 6.559405940594059681e-02
3.882332396202607394e-01 6.683168316831683553e-02
3.882836771603626613e-01 6.806930693069307425e-02
3.884091507682786992e-01 6.930693069306931298e-02
3.884809261092178057e-01 7.054455445544555170e-02
3.885877787006329354e-01 7.178217821782179042e-02
3.886015205782117343e-01 7.301980198019801527e-02
3.887928401955262347e-01 7.425742574257425399e-02
3.890222448620541673e-01 7.549504950495049271e-02
3.890312432646776397e-01 7.673267326732673144e-02
3.891243523722898168e-01 7.797029702970297016e-02
3.891653006290096140e-01 7.920792079207920888e-02
3.892233576172010601e-01 8.044554455445544761e-02
3.892498233491773485e-01 8.168316831683168633e-02
3.894031918127071057e-01 8.292079207920792505e-02
3.895025404526594182e-01 8.415841584158416377e-02
3.897420482529066477e-01 8.539603960396040250e-02
3.898986736901622896e-01 8.663366336633664122e-02
3.902674847171305750e-01 8.787128712871287994e-02
3.902718970990464720e-01 8.910891089108910479e-02
3.902973427095554615e-01 9.034653465346534351e-02
3.903677333304503283e-01 9.158415841584158223e-02
3.904902685168715193e-01 9.282178217821782096e-02
3.906066667500080469e-01 9.405940594059405968e-02
3.908071706104044307e-01 9.529702970297029840e-02
3.913217702589129043e-01 9.653465346534653713e-02
3.915856835814290338e-01 9.777227722772277585e-02
3.917108486840771842e-01 9.900990099009901457e-02
3.918046698822105767e-01 1.002475247524752533e-01
3.918346173225660256e-01 1.014851485148514920e-01
3.919752448689288182e-01 1.027227722772277307e-01
3.920859568415352436e-01 1.039603960396039695e-01
3.922725129780979536e-01 1.051980198019801943e-01
3.923015887180271721e-01 1.064356435643564330e-01
3.923204156563045997e-01 1.076732673267326718e-01
3.923244429762860475e-01 1.089108910891089105e-01
3.924362366733009644e-01 1.101485148514851492e-01
3.925917079673661436e-01 1.113861386138613879e-01
3.927493690437246499e-01 1.126237623762376266e-01
3.927539926307125895e-01 1.138613861386138654e-01
3.928836870797362546e-01 1.150990099009901041e-01
3.928907177711328802e-01 1.163366336633663428e-01
3.930127373752535513e-01 1.175742574257425815e-01
3.934333285730942653e-01 1.188118811881188203e-01
3.935683116235941803e-01 1.200495049504950451e-01
3.935787255190761891e-01 1.212871287128712838e-01
3.936476668484504282e-01 1.225247524752475226e-01
3.939570106394869042e-01 1.237623762376237613e-01
3.941211720676038310e-01 1.250000000000000000e-01
3.941463522958502108e-01 1.262376237623762387e-01
3.942312003549829913e-01 1.274752475247524774e-01
3.943047294511574652e-01 1.287128712871287162e-01
3.943145476794181481e-01 1.299504950495049549e-01
3.944060167046860022e-01 1.311881188118811936e-01
3.944758634774138684e-01 1.324257425742574323e-01
3.945341485162065509e-01 1.336633663366336711e-01
3.947950017675615486e-01 1.349009900990099098e-01
3.949277993636408080e-01 1.361386138613861485e-01
3.949811790748479767e-01 1.373762376237623872e-01
3.951923853786620811e-01 1.386138613861386260e-01
3.953235930553574140e-01 1.398514851485148647e-01
3.955566953456192136e-01 1.410891089108911034e-01
3.955645678799297738e-01 1.423267326732673421e-01
3.956569769611836818e-01 1.435643564356435808e-01
3.957579016547772555e-01 1.448019801980197918e-01
3.957786697498860140e-01 1.460396039603960305e-01
3.958181170287142780e-01 1.472772277227722693e-01
3.958618007490719015e-01 1.485148514851485080e-01
3.959475293016962438e-01 1.497524752475247467e-01
3.963145890276781880e-01 1.509900990099009854e-01
3.963412790955292975e-01 1.522277227722772242e-01
3.964634406114921905e-01 1.534653465346534629e-01
3.964775450573108095e-01 1.547029702970297016e-01
3.964973959573989681e-01 1.559405940594059403e-01
3.965245566885949313e-01 1.571782178217821790e-01
3.965386442922083088e-01 1.584158415841584178e-01
3.965970789049520495e-01 1.596534653465346565e-01
3.966022710717470035e-01 1.608910891089108952e-01
3.966471555299364571e-01 1.621287128712871339e-01
3.968181269738910721e-01 1.633663366336633727e-01
3.969645612283961289e-01 1.646039603960396114e-01
3.969835414301666754e-01 1.658415841584158501e-01
3.973768452013030639e-01 1.670792079207920888e-01
3.975122068771617667e-01 1.683168316831683275e-01
3.975950396607851323e-01 1.695544554455445663e-01
3.977058101733911277e-01 1.707920792079208050e-01
3.977250902966456003e-01 1.720297029702970437e-01
3.980103135806751236e-01 1.732673267326732824e-01
3.983802451974877146e-01 1.745049504950495212e-01
3.984933615544873353e-01 1.757425742574257321e-01
3.985010665666575691e-01 1.769801980198019709e-01
3.986047586622582517e-01 1.782178217821782096e-01
3.987042606618567686e-01 1.794554455445544483e-01
3.988666450535574559e-01 1.806930693069306870e-01
3.988800217317347019e-01 1.819306930693069257e-01
3.990400560360738980e-01 1.831683168316831645e-01
3.990466649721341463e-01 1.844059405940594032e-01
3.991210766685975297e-01 1.856435643564356419e-01
3.991992145632479172e-01 1.868811881188118806e-01
3.992197967475277776e-01 1.881188118811881194e-01
3.992871937850533959e-01 1.893564356435643581e-01
3.992981622920641072e-01 1.905940594059405968e-01
3.993051449817180409e-01 1.918316831683168355e-01
3.993219739474566654e-01 1.930693069306930743e-01
3.993796973637656067e-01 1.943069306930693130e-01
3.994162361325099830e-01 1.955445544554455517e-01
3.994387288885136722e-01 1.967821782178217904e-01
3.994656086383199245e-01 1.980198019801980291e-01
3.995500315740240782e-01 1.992574257425742679e-01
3.995545341574521792e-01 2.004950495049505066e-01
3.995976992303802433e-01 2.017326732673267453e-01
3.996757013479501075e-01 2.029702970297029840e-01
4.001109227285924996e-01 2.042079207920792228e-01
4.002108124135201894e-01 2.054455445544554615e-01
4.003753644666419031e-01 2.066831683168317002e-01
4.004184945778004323e-01 2.079207920792079112e-01
4.004976687746077402e-01 2.091584158415841499e-01
4.008533867082899604e-01 2.103960396039603886e-01
4.009800302745991085e-01 2.116336633663366273e-01
4.009864939624238622e-01 2.128712871287128661e-01
4.010216821406172860e-01 2.141089108910891048e-01
4.010878343840429960e-01 2.153465346534653435e-01
4.010884631919405252e-01 2.165841584158415822e-01
4.012194760760396384e-01 2.178217821782178210e-01
4.012482435164100303e-01 2.190594059405940597e-01
4.012888247248878049e-01 2.202970297029702984e-01
4.015398211504174197e-01 2.215346534653465371e-01
4.016734619326679523e-01 2.227722772277227758e-01
4.016921391413296183e-01 2.240099009900990146e-01
4.017043904567669244e-01 2.252475247524752533e-01
4.017350793871541925e-01 2.264851485148514920e-01
4.020607602663111013e-01 2.277227722772277307e-01
4.020772056843738840e-01 2.289603960396039695e-01
4.022423010807738009e-01 2.301980198019802082e-01
4.025779331745810152e-01 2.314356435643564469e-01
4.026862926304624057e-01 2.326732673267326856e-01
4.029015574848155978e-01 2.339108910891089244e-01
4.031636161708253563e-01 2.351485148514851631e-01
4.034139508678521446e-01 2.363861386138614018e-01
4.035234407422838565e-01 2.376237623762376405e-01
4.036984445832285662e-01 2.388613861386138515e-01
4.037527912920797490e-01 2.400990099009900902e-01
4.037856266830206486e-01 2.413366336633663289e-01
4.038759993906921864e-01 2.425742574257425677e-01
4.042235227974492751e-01 2.438118811881188064e-01
4.042829978878514918e-01 2.450495049504950451e-01
4.044888284434909886e-01 2.462871287128712838e-01
4.045015313549072400e-01 2.475247524752475226e-01
4.045894876794297601e-01 2.487623762376237613e-01
4.047092739831199548e-01 2.500000000000000000e-01
4.047649888099637550e-01 2.512376237623762387e-01
4.049212801235383963e-01 2.524752475247524774e-01
4.050700778127214186e-01 2.537128712871287162e-01
4.051561429442928630e-01 2.549504950495049549e-01
4.053857301310005434e-01 2.561881188118811936e-01
4.054665209055023367e-01 2.574257425742574323e-01
4.055186615311178189e-01 2.586633663366336711e-01
4.056177971881575473e-01 2.599009900990099098e-01
4.056734260721696628e-01 2.611386138613861485e-01
4.056807824692063025e-01 2.623762376237623872e-01
4.056894760134691080e-01 2.636138613861386260e-01
4.057001413098950127e-01 2.648514851485148647e-01
4.057014972170996936e-01 2.660891089108911034e-01
