# Heisenberg model
# L=16, J=1, W=2.5
# CDF of level statistics r_S
# r_S CDF
3.724220761966358095e-01 1.209189842805320379e-03
3.761365998530916688e-01 2.418379685610641192e-03
3.806215687732902309e-01 3.627569528415961787e-03
3.841032118835828735e-01 4.836759371221282383e-03
3.843651350672874223e-01 6.045949214026602979e-03
3.879532019516886421e-01 7.255139056831923575e-03
3.881895445454870974e-01 8.464328899637243303e-03
3.887611278970855011e-01 9.673518742442563031e-03
3.907010412136052713e-01 1.088270858524788449e-02
3.907043960633747037e-01 1.209189842805320596e-02
3.920429346644404012e-01 1.330108827085852569e-02
3.922988137461483893e-01 1.451027811366384541e-02
3.925877628839684608e-01 1.571946795646916861e-02
3.933238702055957270e-01 1.692865779927449008e-02
3.933355723073495569e-01 1.813784764207980807e-02
3.935793136394192260e-01 1.934703748488512953e-02
3.936397269950324129e-01 2.055622732769045100e-02
3.937337166612838724e-01 2.176541717049577246e-02
3.938621344511274436e-01 2.297460701330109392e-02
3.943080123245228386e-01 2.418379685610641192e-02
3.944501794709049936e-01 2.539298669891173338e-02
3.951417270079328192e-01 2.660217654171705484e-02
3.957928359806257568e-01 2.781136638452237284e-02
3.958789981063817742e-01 2.902055622732769430e-02
3.960141918413744300e-01 3.022974607013301576e-02
3.961983475030410040e-01 3.143893591293833722e-02
3.977546794666524943e-01 3.264812575574365522e-02
4.000539124572957683e-01 3.385731559854897321e-02
4.001844630265433134e-01 3.506650544135429121e-02
4.008463865011810956e-01 3.627569528415961614e-02
4.019636341173740690e-01 3.748488512696493413e-02
4.023372331265993029e-01 3.869407496977025906e-02
4.032753618283145269e-01 3.990326481257557706e-02
4.036569717981060013e-01 4.111245465538089505e-02
4.038070370664298414e-01 4.232164449818621998e-02
4.043477424333692949e-01 4.353083434099153798e-02
4.044413363910174253e-01 4.474002418379686291e-02
4.049242460899001861e-01 4.594921402660218090e-02
4.061135980074601082e-01 4.715840386940749890e-02
4.062301991522345168e-01 4.836759371221282383e-02
4.062571201113160391e-01 4.957678355501814182e-02
4.067781121205150674e-01 5.078597339782345982e-02
4.073719289830673995e-01 5.199516324062878475e-02
4.078839085311342649e-01 5.320435308343410274e-02
4.080798572279519254e-01 5.441354292623942074e-02
4.082320096391783282e-01 5.562273276904474567e-02
4.085577470049206461e-01 5.683192261185006366e-02
4.087175618743476013e-01 5.804111245465538860e-02
4.089131568170757958e-01 5.925030229746070659e-02
4.089506334866428450e-01 6.045949214026602458e-02
4.090178357640520956e-01 6.166868198307134952e-02
4.090490953570540822e-01 6.287787182587667445e-02
4.092626903191333709e-01 6.408706166868199938e-02
4.095892236584657287e-01 6.529625151148731044e-02
4.100379894392034430e-01 6.650544135429263537e-02
4.106764542136801532e-01 6.771463119709796030e-02
4.113566748190361499e-01 6.892382103990327136e-02
4.122170552240257968e-01 7.013301088270859629e-02
4.122580438132395497e-01 7.134220072551392122e-02
4.125040118096674480e-01 7.255139056831924615e-02
4.126080158772065798e-01 7.376058041112455721e-02
4.126447790899995249e-01 7.496977025392988214e-02
