# Fitting to data1.dat with error function
#     r_S CDF(fit)
5.281238422914611430e-01 6.896910239214160132e-01
5.282091063357147176e-01 6.909654839595489317e-01
5.282161970263828943e-01 6.910713668722737735e-01
5.283796956006652223e-01 6.935084184337354518e-01
5.283869995905088324e-01 6.936170907548155906e-01
5.284912783872646180e-01 6.951667408830020101e-01
5.285407525121798011e-01 6.959007378430526192e-01
5.286088333830525343e-01 6.969094941942974852e-01
5.288664346138909345e-01 7.007127559644316106e-01
5.288891855877987380e-01 7.010476117179349487e-01
5.289533967178023932e-01 7.019917714816714671e-01
5.291020636209461392e-01 7.041725348379963556e-01
5.291474037666875629e-01 7.048361581771536155e-01
5.292556751162487139e-01 7.064180979158702911e-01
5.292790838379960450e-01 7.067596031443706961e-01
5.292894197389649280e-01 7.069103329373480626e-01
5.293395604646011776e-01 7.076410311721582636e-01
5.294185887012478053e-01 7.087909826970119065e-01
5.296594859713216197e-01 7.122832198930707515e-01
5.297324615302282380e-01 7.133372125241868034e-01
5.300409140853030721e-01 7.177718756437169167e-01
5.300903958293191609e-01 7.184801962768269101e-01
5.301244685254614675e-01 7.189674405817177982e-01
5.301255034919241105e-01 7.189822343678098360e-01
5.301277115159891418e-01 7.190137945536789754e-01
5.301410521816295462e-01 7.192044416669147733e-01
5.301747863819155082e-01 7.196862469077031088e-01
5.303148226503645590e-01 7.216820086695479031e-01
5.304078899291936322e-01 7.230045377197604761e-01
5.304388846689261916e-01 7.234443034049428123e-01
5.304703759011519804e-01 7.238907627054114169e-01
5.306896450375524488e-01 7.269895525890106569e-01
5.307795014929984623e-01 7.282544369829208053e-01
5.309090622277509164e-01 7.300730778020595446e-01
5.309822066475347047e-01 7.310971068976278575e-01
5.310744673873790678e-01 7.323859784045594346e-01
5.311496138834659320e-01 7.334334598695653185e-01
5.312009369472179277e-01 7.341476684325438651e-01
5.312228786053369012e-01 7.344527109867013959e-01
5.313233268974435486e-01 7.358469166183012611e-01
5.314018588468404358e-01 7.369343239877266249e-01
5.314152942708458838e-01 7.371201306807118048e-01
5.314777277334803429e-01 7.379826798906321539e-01
5.315128145515476410e-01 7.384667840918910375e-01
