time,C4-_Jperp0.2,C4+_Jperp0.2,C4-_Jperp0.6,C4+_Jperp0.6,C4-_Jperp2.0,C4+_Jperp2.0
2.400000000000000799e+00,9.244838335741485391e-01,8.889145704868809394e-01,5.051810784999288817e-01,3.276974562093012411e-01,7.859483546612257288e-02,4.939660123743402215e-02
2.500000000000000888e+00,9.201798351170142887e-01,8.826619203244229217e-01,4.866473195252852824e-01,3.061602379302886257e-01,8.819661064773361148e-02,5.401570548920212045e-02
2.600000000000000977e+00,9.158940234252430646e-01,8.764429690099109216e-01,4.691170875076265401e-01,2.862274569973073945e-01,9.639784250643142205e-02,5.720335398020153644e-02
2.700000000000001066e+00,9.116294934317946685e-01,8.702621410193345231e-01,4.525695569399210139e-01,2.678382432224197252e-01,1.027932051011566927e-01,5.911734922204852499e-02
2.800000000000001155e+00,9.073885594558299683e-01,8.641226980132001856e-01,4.369758926278706213e-01,2.509211111416188023e-01,1.071980205988296575e-01,6.005635803014913732e-02
2.900000000000000799e+00,9.031728935008231929e-01,8.580269532263241627e-01,4.223007396406307512e-01,2.353969736823706138e-01,1.096343600612464386e-01,6.035081998755262300e-02
3.000000000000000888e+00,8.989836490963084570e-01,8.519764653680323985e-01,4.085036489486421618e-01,2.211819449730917375e-01,1.102890980039119284e-01,6.027831217036738048e-02
3.100000000000000977e+00,8.948215708059106266e-01,8.459722106742041392e-01,3.955404198744036925e-01,2.081898298040618933e-01,1.094546516891258953e-01,6.002168290198123951e-02
3.200000000000001954e+00,8.906870898329262154e-01,8.400147321778697052e-01,3.833643363092218981e-01,1.963342173177477223e-01,1.074645336958667541e-01,5.966506395179431432e-02
3.300000000000002043e+00,8.865804062297888422e-01,8.341042656038346603e-01,3.719272748385152871e-01,1.855301296128326616e-01,1.046367134439088881e-01,5.921286929745920441e-02
