time,C3-_Jperp0.2,C3+_Jperp0.2,C3-_Jperp0.6,C3+_Jperp0.6,C3-_Jperp2.0,C3+_Jperp2.0
8.099999999999987210e+00,6.956687286476884724e-01,6.920110176163530857e-01,4.655279303109191580e-02,3.376765687095027030e-02,1.096628063890569063e-02,5.063655043091378621e-02
8.199999999999986855e+00,6.922720998718822072e-01,6.885630042974349996e-01,4.507696951737701768e-02,3.275789338426594866e-02,1.053644974935336737e-02,5.077427400910436428e-02
8.299999999999986500e+00,6.888950475575374988e-01,6.851338840637858363e-01,4.365587576548331239e-02,3.180820545685607292e-02,1.013360356695856661e-02,5.091522600837990187e-02
8.399999999999986144e+00,6.855375981482373371e-01,6.817236773177506315e-01,4.228786902702470069e-02,3.091672011242355134e-02,9.752409595428753256e-03,5.098280542001644433e-02
8.499999999999985789e+00,6.821997667315197189e-01,6.783324071264779098e-01,4.097125143977335682e-02,3.008166194571332275e-02,9.386491345279048687e-03,5.091539021333239823e-02
8.599999999999985434e+00,6.788815582031488827e-01,6.749600978486435254e-01,3.970424174428905523e-02,2.930128706019617321e-02,9.028958193081216069e-03,5.067291570118942490e-02
8.699999999999985079e+00,6.755829682861219654e-01,6.716067740805093944e-01,3.848495633853765696e-02,2.857382405783784329e-02,8.672904248445056571e-03,5.024017073654974547e-02
8.799999999999984723e+00,6.723039839413960106e-01,6.682724600227655243e-01,3.731140130582164677e-02,2.789742645122553211e-02,8.312202195925360443e-03,4.962670783946402514e-02
8.899999999999984368e+00,6.690445828178125387e-01,6.649571792565194261e-01,3.618147650509549729e-02,2.727013938846840208e-02,7.942742119837859285e-03,4.886373725590915928e-02
8.999999999999984013e+00,6.658047315677784184e-01,6.616609547987425399e-01,3.509299210736512020e-02,2.668988191088109488e-02,7.563981257391825738e-03,4.799872851907523164e-02
9.099999999999983658e+00,6.625843830753042063e-01,6.583838092148477372e-01,3.404369709740198008e-02,2.615444435925202982e-02,7.180377259229479836e-03,4.708863550613788529e-02
1.009999999999998366e+01,6.314270863138635725e-01,6.266645862729390837e-01,2.525521422632128268e-02,2.272934086104029874e-02,5.711351251200133539e-03,4.323550775449085809e-02
1.109999999999998366e+01,6.020264364280383251e-01,5.968255562746732634e-01,1.877666534046933469e-02,2.124294265014474437e-02,3.922918567689222084e-03,3.985434556161205483e-02
1.209999999999998366e+01,5.742421790998956110e-01,5.687408226457594251e-01,1.400318637747481956e-02,2.021434239310905545e-02,2.994580978312603829e-03,3.822891762061342291e-02
1.309999999999998366e+01,5.479525845854893440e-01,5.422899111035852648e-01,1.042192820328042939e-02,1.907550358070880109e-02,2.275887282296193241e-03,3.511175562054122401e-02
1.409999999999998366e+01,5.230152550988194093e-01,5.173658765215201072e-01,7.811978919341573159e-03,1.780250183074096396e-02,1.073570542439028410e-03,3.351434396796378751e-02
1.509999999999998366e+01,4.993095843418676183e-01,4.938445141317550635e-01,5.848313832829522309e-03,1.643226903310465725e-02,1.032877005618694066e-03,3.093984982318256916e-02
1.609999999999998366e+01,4.767490118897759199e-01,4.716004417914075875e-01,4.407158162867606983e-03,1.491108657534572467e-02,1.281247793235031377e-03,2.893983872015078521e-02
1.709999999999998366e+01,4.552882984001270228e-01,4.505502697724443895e-01,3.472719382787582861e-03,1.326219158950014791e-02,4.367975661972185578e-04,2.629972969526453777e-02
1.809999999999998366e+01,4.348999456523184315e-01,4.305840006671765030e-01,2.789911493233856923e-03,1.179222461430618277e-02,-2.853686888253093284e-04,2.406911924360018856e-02
1.909999999999998366e+01,4.155039056220566906e-01,4.116354736855540875e-01,2.358022148939724252e-03,1.044910289119731737e-02,8.032956718049656197e-05,2.174970586475707263e-02
2.009999999999998366e+01,3.970323104486137566e-01,3.936958888041848792e-01,1.985668955208250066e-03,9.166528083644737146e-03,4.211024595939192585e-04,1.997432236380146039e-02
2.109999999999998366e+01,3.794375435566232913e-01,3.767313271803481300e-01,1.583767345746602386e-03,8.004303927372266592e-03,1.187116075526097660e-04,1.849081745438423824e-02
2.209999999999998366e+01,3.626609719942818777e-01,3.606488810985141735e-01,1.325748746725909045e-03,7.030811078433723584e-03,2.550628194768739102e-04,1.702287828929568286e-02
2.309999999999998366e+01,3.466823500797356350e-01,3.453674932599717917e-01,1.136370794779591143e-03,6.185474590471419856e-03,4.185539516539405760e-05,1.588515505316044976e-02
2.409999999999998366e+01,3.314778624743796032e-01,3.308945509260740048e-01,9.689367441235827334e-04,5.364407456621349962e-03,-1.217593413482954387e-04,1.501600907654502756e-02
2.509999999999998366e+01,3.169829987534119597e-01,3.171597093651996047e-01,8.765493606285455937e-04,4.727292336197091993e-03,-1.552594701220408910e-04,1.410065191736365603e-02
2.609999999999998366e+01,3.031719155640998919e-01,3.040739128765021504e-01,8.455007046260033842e-04,4.225469378424223307e-03,4.722021247809041184e-05,1.336157445724748920e-02
2.709999999999998366e+01,2.900071361524182434e-01,2.915878816212067459e-01,7.701318514340233998e-04,3.767865721355043423e-03,4.209616408812709686e-05,1.271838372940155108e-02
2.809999999999998366e+01,2.774294984381188711e-01,2.796746077197174163e-01,6.828779248031647403e-04,3.340175869958877854e-03,-7.497981450808696875e-05,1.187223845474207409e-02
2.909999999999998366e+01,2.654260888234500348e-01,2.683325573552534649e-01,5.732443322880756247e-04,3.039934829255910680e-03,1.531536729867780697e-04,1.124575455761892342e-02
3.009999999999998366e+01,2.539704867715074643e-01,2.575148816965325271e-01,5.330109544355532631e-04,2.745206704351100049e-03,-4.698112402699544028e-06,1.056570772512798427e-02
3.109999999999998366e+01,2.430502846236243242e-01,2.471969729076599065e-01,5.195297849630873882e-04,2.501231103879579011e-03,-1.297648804494648945e-04,1.013478580249751841e-02
3.209999999999998010e+01,2.326287811475710177e-01,2.373286938319104367e-01,4.823600457062142952e-04,2.315676951077304604e-03,3.137096409670043546e-05,9.315211567971080214e-03
3.309999999999998010e+01,2.226836290839580013e-01,2.279112637780986717e-01,3.825219464262615042e-04,2.209250028938574903e-03,1.175477051645749981e-04,8.667435836406847671e-03
3.409999999999998010e+01,2.131830671660186471e-01,2.188993171184128173e-01,3.020043889211028194e-04,2.102721213919774793e-03,-1.541948389810143219e-04,8.242601544362539862e-03
3.509999999999998010e+01,2.041071098139718709e-01,2.102853807022310728e-01,1.989536262051543037e-04,1.967817948387857140e-03,-2.037190894301289031e-04,7.800731676479863430e-03
3.609999999999998010e+01,1.954154401209465819e-01,2.020704656884113604e-01,1.130307740767446859e-04,1.827521341717847298e-03,-1.687319785927707358e-04,7.178594448451658568e-03
3.709999999999998010e+01,1.870874130236488131e-01,1.942327573600176327e-01,1.119117977709376281e-04,1.696045389367370352e-03,6.485650706189850876e-05,6.808430624748221770e-03
3.809999999999998010e+01,1.791293392269546758e-01,1.867407963834484264e-01,1.601374797303204388e-04,1.599947393626911666e-03,3.716865953737174546e-05,6.656023643560470167e-03
3.909999999999998010e+01,1.715458109687154897e-01,1.795619384533395924e-01,2.152485468429054811e-04,1.462830255338936226e-03,-1.839294371957375936e-05,6.145643121008565260e-03
4.009999999999998010e+01,1.642949845330292924e-01,1.726781644397916149e-01,2.270337387602370594e-04,1.304000329214808664e-03,-4.629942098364434608e-06,5.608145006360902400e-03
4.109999999999998010e+01,1.573421082548305816e-01,1.660804790629262506e-01,1.997128394194637088e-04,1.163479459323139235e-03,3.082569252675340161e-05,5.543977106553029700e-03
4.209999999999998010e+01,1.507061749913206350e-01,1.597489094182616143e-01,2.371880966672152953e-04,1.051753042095399538e-03,-1.710054041364344481e-04,5.331035788028916020e-03
4.309999999999998010e+01,1.443695382942363492e-01,1.536652048668964154e-01,2.903967185575493477e-04,9.652463196963925220e-04,-9.356422937760996495e-05,5.177852528794996655e-03
4.409999999999998010e+01,1.382920762314390206e-01,1.478244119901103437e-01,2.741505647085309364e-04,9.916661006057758687e-04,-1.610755776055926671e-04,4.528684174841640132e-03
4.509999999999998010e+01,1.324948696340417231e-01,1.422441854137696804e-01,2.126158694325709783e-04,1.008878468425008362e-03,-1.364047741954739380e-05,4.667543656880398725e-03
4.609999999999998010e+01,1.269613311170912362e-01,1.369220337875896587e-01,1.017125075587585497e-04,8.525443124423799125e-04,-5.226749189029960971e-05,4.359969150070276515e-03
4.709999999999998010e+01,1.216847672253605628e-01,1.318445680917345875e-01,4.903149761657112337e-05,7.215535604577737183e-04,5.888115152722736448e-05,3.864162702392758084e-03
4.809999999999998010e+01,1.166423705809455785e-01,1.269465280688567288e-01,2.319235837312317019e-05,6.037492078636686561e-04,-1.083106983570309069e-04,3.889438029157899889e-03
4.909999999999998010e+01,1.117945344695365079e-01,1.222222880784143290e-01,-1.114582020942281853e-05,5.739214144343087257e-04,2.374277081953625915e-05,3.574275603169724258e-03
5.009999999999998010e+01,1.071647880336555475e-01,1.176953709415249211e-01,4.904685683435993770e-05,5.475518068952658435e-04,-1.526253580758187077e-04,3.733532335492558557e-03
5.109999999999998010e+01,1.027539869621474089e-01,1.133636448316768935e-01,7.203066969077883796e-05,5.164877141072765025e-04,-4.660055583063993839e-05,3.457551078569443166e-03
5.209999999999998010e+01,9.851591012330880581e-02,1.091942586709270108e-01,3.455432404872610678e-05,5.661180259054716729e-04,-1.777986476816797805e-04,2.936039255455774252e-03
5.309999999999998010e+01,9.443533179195341687e-02,1.051799231879871482e-01,9.860959263836751578e-05,6.268995585994035927e-04,-3.719706499022967919e-05,3.153059474448389153e-03
5.409999999999998010e+01,9.052100431021652127e-02,1.013124833123537349e-01,8.552271140155613856e-05,6.337695838811050961e-04,8.301092598365077959e-05,2.974637606331916127e-03
5.509999999999998010e+01,8.677052801994034059e-02,9.761495138452747078e-02,3.717334988360688737e-05,6.186833341194927869e-04,-1.042562988425477531e-04,2.759880824048920392e-03
5.609999999999998010e+01,8.320399434636141511e-02,9.405861000878873446e-02,-1.484082999339666905e-05,5.612179336016790690e-04,6.228195245050278039e-05,2.390029686381623525e-03
5.709999999999998010e+01,7.979188510027136749e-02,9.064921248985657876e-02,2.716178160570388078e-06,5.461426204180455006e-04,6.392725737858033497e-05,2.454401900148041760e-03
5.809999999999998010e+01,7.650424485139584174e-02,8.735994410367173280e-02,3.469142637095671964e-05,5.663887981611595871e-04,-6.809877783115988494e-05,2.228427381311239366e-03
5.909999999999998010e+01,7.334950947380466935e-02,8.418153599699217116e-02,1.075628759277774621e-05,5.903471519504114185e-04,1.238168386982305570e-04,2.382742312448520808e-03
6.009999999999998010e+01,7.032572575783654911e-02,8.111805521457450541e-02,-4.025299885336906222e-05,5.238871215341449512e-04,1.007147783983829798e-04,2.128721641844863802e-03
6.109999999999998010e+01,6.746321211821811048e-02,7.816725821365852478e-02,-7.422822997847487074e-05,3.971567974952769191e-04,-8.223968858331070131e-05,2.225129502552862341e-03
6.209999999999998010e+01,6.474253824464877571e-02,7.533813426541409453e-02,-7.379162569101160114e-05,3.535550823021650548e-04,9.186489790574359985e-05,2.098304163389391915e-03
6.309999999999998010e+01,6.212499699468215092e-02,7.261661607316505229e-02,-1.051939407124377775e-04,3.385181228867223369e-04,1.784442637935204962e-05,1.858849881471809047e-03
6.409999999999998010e+01,5.959543935507904955e-02,7.000864615762121546e-02,-9.697313862777900983e-05,2.609789528874236777e-04,1.045741979758792870e-05,1.890719164372254863e-03
6.509999999999998010e+01,5.717284878495554334e-02,6.751921198316608586e-02,-8.870918910324667307e-05,2.503667667007888160e-04,9.835100484890406847e-05,1.849736477325056262e-03
6.609999999999998010e+01,5.486778825391487591e-02,6.511254506143808463e-02,-1.125965717200328380e-04,3.035242646771510759e-04,-1.530861658386787924e-05,1.562871741532468424e-03
6.709999999999998010e+01,5.265408943213776422e-02,6.281006328516119952e-02,-1.218987922930703477e-04,2.917033982602874691e-04,1.898783145807736555e-05,1.710674526125665089e-03
6.809999999999998010e+01,5.052761085903269972e-02,6.058966031084310477e-02,-1.420715638959978914e-04,2.771102645728219923e-04,3.214225533676672269e-05,1.539594758263291381e-03
6.909999999999998010e+01,4.848944848823782267e-02,5.844164079638583531e-02,-1.552927080598966202e-04,2.932043661801236379e-04,1.550275616253424829e-05,1.380505804246897564e-03
7.009999999999998010e+01,4.652592761363705254e-02,5.636721390217605543e-02,-1.554833579373833346e-04,2.666105435036315559e-04,1.525440499393475064e-04,1.293307258243403491e-03
7.109999999999998010e+01,4.464942858544913851e-02,5.437274214515949722e-02,-1.804431619121424325e-04,1.847209237881807507e-04,-1.298264013139119116e-04,1.334215690091498192e-03
7.209999999999998010e+01,4.287643850249467370e-02,5.246584538485025290e-02,-1.729202247149050678e-04,1.319430609581961802e-04,-2.010804049256897051e-04,1.318526534516365400e-03
7.309999999999998010e+01,4.119702734362597901e-02,5.063636708283200671e-02,-1.122423508682763145e-04,1.474877395844450569e-04,-4.816029849866800298e-05,1.179576220933052340e-03
7.409999999999998010e+01,3.956043039350412571e-02,4.887614203514215744e-02,-4.115826236596141632e-05,1.249418171326339858e-04,-6.449909895304066901e-06,1.124971145547033194e-03
7.509999999999998010e+01,3.797169942248524582e-02,4.715756502796700916e-02,-3.715318877051057030e-05,1.266434931959798651e-04,-6.138210931979967548e-05,1.102097099301727881e-03
7.609999999999998010e+01,3.644921819298777704e-02,4.550915174083924181e-02,-6.316356423011487838e-05,8.173681626180091309e-05,1.158189923857716741e-05,1.121253380858449602e-03
7.709999999999998010e+01,3.497728555340998136e-02,4.392425537340890335e-02,-1.399026415459184570e-04,-4.559398626600411655e-05,4.220822106939436442e-06,9.966832121108908614e-04
7.809999999999998010e+01,3.359128219320486192e-02,4.242619041692682891e-02,-1.488311291756207601e-04,-5.140829572585515350e-05,-4.184330981624760691e-05,1.129135547696509317e-03
7.909999999999998010e+01,3.225500907752442553e-02,4.097974823833352986e-02,-1.067084376344996254e-04,-8.093367773492283535e-05,2.716551939291848177e-04,9.648170319094405596e-04
8.009999999999998010e+01,3.096399814407872070e-02,3.956911133935735181e-02,-1.797242280188815565e-05,-8.576352475487476518e-05,1.144607927628676930e-04,1.076284428610625775e-03
