# Fitting to data3.dat with error function
# r_S CDF(fit)
4.195844322899999757e-01 5.164341632777186275e-02
4.195844713199999854e-01 5.164353481280942182e-02
4.198573844999999860e-01 5.247732712032432412e-02
4.198982391400000180e-01 5.260305889707428406e-02
4.202143309799999948e-01 5.358394187826642785e-02
4.204259034300000253e-01 5.424854061247486037e-02
4.204673003900000205e-01 5.437933793432042640e-02
4.204685747799999929e-01 5.438336843585650504e-02
4.206823893600000197e-01 5.506295036050296021e-02
4.207816667700000068e-01 5.538076327666974219e-02
4.209589574000000001e-01 5.595191812242106266e-02
4.209600831900000006e-01 5.595555972800392297e-02
4.210143817600000005e-01 5.613142199622506157e-02
4.211262127600000071e-01 5.649499339568203604e-02
4.211522050400000050e-01 5.657976156501287601e-02
4.212347531699999759e-01 5.684963901201423031e-02
4.212387168200000254e-01 5.686262297337379978e-02
4.214432178599999967e-01 5.753569319862561482e-02
4.215014578999999872e-01 5.772851956498731285e-02
4.216433988200000149e-01 5.820059875252647785e-02
4.216838049400000177e-01 5.833553796817103620e-02
4.219023197199999742e-01 5.906954663697927543e-02
4.219123801299999865e-01 5.910351401806712701e-02
4.219171304900000141e-01 5.911955818040459665e-02
4.221641324200000045e-01 5.995851439143046191e-02
4.222350001299999822e-01 6.020093407170146182e-02
4.223607150199999993e-01 6.063285848736238437e-02
4.224664517899999749e-01 6.099801675343397012e-02
4.224856659699999795e-01 6.106455645763020357e-02
4.224897996900000008e-01 6.107887915799248280e-02
4.224925181699999976e-01 6.108829970175932988e-02
4.226271802900000152e-01 6.155637701457522537e-02
4.226313403599999963e-01 6.157088163975132922e-02
4.228389509200000118e-01 6.229813882027568361e-02
4.228758942899999984e-01 6.242825030096588179e-02
4.229045971500000056e-01 6.252948557546950115e-02
4.229398275299999788e-01 6.265391837574796341e-02
4.230384342899999872e-01 6.300322109247863400e-02
4.231003246100000226e-01 6.322323382580319340e-02
4.231328715500000115e-01 6.333917410463657527e-02
4.231977391200000271e-01 6.357074209385205066e-02
4.232264913400000106e-01 6.367359391142524139e-02
4.232550855500000209e-01 6.377600885314299584e-02
4.233200104200000036e-01 6.400902387340257071e-02
4.233496538500000073e-01 6.411563386787538787e-02
4.233497481999999867e-01 6.411597340961172620e-02
4.234251203000000130e-01 6.438766537333656670e-02
4.234865475699999826e-01 6.460975168798666068e-02
4.235728463399999755e-01 6.492276385342404810e-02
4.235819802299999881e-01 6.495596193695801768e-02
4.236207552899999840e-01 6.509704069805422044e-02
4.236575309699999736e-01 6.523106454314836489e-02
4.237801017799999737e-01 6.567930302972241341e-02
4.240198455799999988e-01 6.656293925409073609e-02
4.241826014399999734e-01 6.716804199659570651e-02
4.242138270899999952e-01 6.728461924046269527e-02
4.243303962200000168e-01 6.772119848368451933e-02
4.243305693900000231e-01 6.772184867062452929e-02
4.244794816699999918e-01 6.828274422202268434e-02
4.246101813200000019e-01 6.877798793407013944e-02
4.246224565500000270e-01 6.882464282171224523e-02
4.246258017899999793e-01 6.883736141995810964e-02
4.246569462500000003e-01 6.895585959988626001e-02
4.247824268400000047e-01 6.943488053847918229e-02
4.249744413300000079e-01 7.017285005143925058e-02
4.249771484800000110e-01 7.018329740349527057e-02
4.250164723900000108e-01 7.033518999472510025e-02
4.250365405100000049e-01 7.041280249608489195e-02
4.250825838100000253e-01 7.059112160230007760e-02
4.250993200400000060e-01 7.065602456633696127e-02
4.251578384099999885e-01 7.088331887159471378e-02
4.251618648600000161e-01 7.089897884985763010e-02
4.252032047000000037e-01 7.105991468346029016e-02
4.252128421099999889e-01 7.109747337708827164e-02
4.252700812799999897e-01 7.132085877808286289e-02
4.253004206700000123e-01 7.143948156979973430e-02
4.253066446300000081e-01 7.146383509379994337e-02
4.253647893699999960e-01 7.169165557170215086e-02
4.253685738299999852e-01 7.170650298611641604e-02
4.254652807500000078e-01 7.208671000290939324e-02
4.255298026900000141e-01 7.234123876344689119e-02
4.256871799099999909e-01 7.296495469004110612e-02
4.257585121799999928e-01 7.324901012263579370e-02
4.257650657600000055e-01 7.327514980234212105e-02
4.257846697400000102e-01 7.335338504901672829e-02
4.258125984900000272e-01 7.346495298363286963e-02
4.258233994899999764e-01 7.350813488957114172e-02
4.258521305499999854e-01 7.362309484060797216e-02
4.258634102800000210e-01 7.366826533709858182e-02
4.258894274200000218e-01 7.377253364864211349e-02
4.259779892400000212e-01 7.412830647725626720e-02
4.260033351499999954e-01 7.423036755232181871e-02
4.260272232099999723e-01 7.432665646658054293e-02
4.260824251700000009e-01 7.454953148366194604e-02
4.261387156099999962e-01 7.477732612385151745e-02
4.261941398499999867e-01 7.500213396298310853e-02
4.263231357500000263e-01 7.552735353690920306e-02
4.263367985600000076e-01 7.558314675618416079e-02
4.263608764499999815e-01 7.568154724659259536e-02
4.263629239200000254e-01 7.568991925944645871e-02
4.263921250600000157e-01 7.580939820548160402e-02
4.264120221800000166e-01 7.589089121049613640e-02
4.264217141100000164e-01 7.593061078264939923e-02
4.265228800900000006e-01 7.634615576093151113e-02
4.265288109600000044e-01 7.637057073600778123e-02
4.266731787899999961e-01 7.696670822121054467e-02
4.267053433399999873e-01 7.710000569015196259e-02
4.267087695699999794e-01 7.711421512665550537e-02
4.267733030699999985e-01 7.738222363447100349e-02
4.268342758199999976e-01 7.763609374599306223e-02
4.268955809400000190e-01 7.789198474296971098e-02
4.269806565100000006e-01 7.824815468171597566e-02
4.269966330700000201e-01 7.831517828938477921e-02
4.270842450899999809e-01 7.868349550281023008e-02
4.271802009599999783e-01 7.908839446800025597e-02
4.272141700300000067e-01 7.923210915451445180e-02
4.272823505600000238e-01 7.952116057802066651e-02
4.273278749800000220e-01 7.971460522317286301e-02
4.273743165600000227e-01 7.991231370276308255e-02
4.273946412299999831e-01 7.999895530469447458e-02
4.274105853199999805e-01 8.006697272424362355e-02
4.274536113199999821e-01 8.025073962949536011e-02
4.275231489399999862e-01 8.054841306361870679e-02
4.275541113799999904e-01 8.068122370097030593e-02
4.275733278200000154e-01 8.076373404374848075e-02
4.275735385400000199e-01 8.076463917308279727e-02
4.275961559900000042e-01 8.086183499075871861e-02
4.276025214699999966e-01 8.088920580630792889e-02
4.276621885299999870e-01 8.114610728452908983e-02
4.276628298999999855e-01 8.114887209697274617e-02
4.277324640399999822e-01 8.144947336912794489e-02
4.277573579499999723e-01 8.155714058533980459e-02
4.278575190300000219e-01 8.199142626290967240e-02
4.279516911599999807e-01 8.240133176429997874e-02
4.279750752100000000e-01 8.250335486988807920e-02
4.279753293999999930e-01 8.250446440672704052e-02
4.279821889500000087e-01 8.253441051662313566e-02
4.280484751399999954e-01 8.282421175245691103e-02
4.282232038900000148e-01 8.359178890156315767e-02
4.283239351700000030e-01 8.403672004671147722e-02
4.283337321399999786e-01 8.408008806542388580e-02
4.283372901099999908e-01 8.409584220667054577e-02
4.284040617400000084e-01 8.439190784054295680e-02
4.285106060500000202e-01 8.486594428943233792e-02
4.285668657600000264e-01 8.511705872771302417e-02
4.286171248999999794e-01 8.534186025253825969e-02
4.286382651100000274e-01 8.543654998341632112e-02
4.286598160799999779e-01 8.553316053701687238e-02
4.286794364000000024e-01 8.562118732953627465e-02
4.287305455800000109e-01 8.585080771910252873e-02
4.287589442399999951e-01 8.597859462290635690e-02
4.287815653300000029e-01 8.608048569790827109e-02
4.287903408600000077e-01 8.612003720173466714e-02
4.288349087100000179e-01 8.632111533658815006e-02
4.288365510200000119e-01 8.632853169863169418e-02
4.288549595999999742e-01 8.641169397932713103e-02
4.289569592899999950e-01 8.687357176516707913e-02
4.290378165000000021e-01 8.724102027356889222e-02
4.290672461899999734e-01 8.737504857085998111e-02
4.290684889999999974e-01 8.738071194000973652e-02
4.290742983899999974e-01 8.740718842195849270e-02
4.291316140700000004e-01 8.766872753115134698e-02
4.291383954899999909e-01 8.769971064392101390e-02
4.291653321100000196e-01 8.782285998448641218e-02
4.291763864300000009e-01 8.787343564166327781e-02
4.292957790699999943e-01 8.842106509089325828e-02
4.293093384800000245e-01 8.848341975907919599e-02
4.293548703799999755e-01 8.869304369251113096e-02
4.293792397499999747e-01 8.880538947220462109e-02
4.294024591300000249e-01 8.891253220557876480e-02
4.294357500000000050e-01 8.906631634807415931e-02
4.294443909899999801e-01 8.910626495671492009e-02
4.294777894699999821e-01 8.926079658209856715e-02
4.295314879400000119e-01 8.950967223490441382e-02
4.295395092200000042e-01 8.954689262316500864e-02
4.295746420300000090e-01 8.971005169804119328e-02
4.296156387200000260e-01 8.990072232185097878e-02
4.296332638900000056e-01 8.998278735898568303e-02
4.297033689199999951e-01 9.030975640577942887e-02
4.297829853199999772e-01 9.068215549262798048e-02
4.298009844699999804e-01 9.076650275224301678e-02
4.298421021700000177e-01 9.095940609116726083e-02
4.298556665200000126e-01 9.102310979061278839e-02
4.298748986600000044e-01 9.111348845058375723e-02
4.299473098900000179e-01 9.145437160011715694e-02
4.299772879400000081e-01 9.159577263317425500e-02
4.300883376899999888e-01 9.212098586384137588e-02
4.301225488300000066e-01 9.228323689059042545e-02
4.301528660999999754e-01 9.242719738593829781e-02
4.302051234400000035e-01 9.267572949684615979e-02
4.303328634599999925e-01 9.328533201003408326e-02
4.303977158000000247e-01 9.359595268295084480e-02
4.304887012999999985e-01 9.403302880904790273e-02
4.305327710799999874e-01 9.424527181389857899e-02
4.305382457799999951e-01 9.427166299003209016e-02
4.305909430500000079e-01 9.452597268174989242e-02
4.306138983500000239e-01 9.463690977366467916e-02
4.306445532700000078e-01 9.478520677073770662e-02
4.306795693300000116e-01 9.495481076677902976e-02
4.309205673600000064e-01 9.612817846722221393e-02
4.309341422799999877e-01 9.619458757184029540e-02
4.309364271800000257e-01 9.620576871815117448e-02
4.309422392700000271e-01 9.623421445619384507e-02
4.310321597799999793e-01 9.667509462575735180e-02
4.310558024899999729e-01 9.679126073789440232e-02
4.311159138299999749e-01 9.708707340050953816e-02
4.311758282900000072e-01 9.738257695207819253e-02
4.311792549699999810e-01 9.739949757391397345e-02
4.312013565700000273e-01 9.750868500237536152e-02
4.312026865399999909e-01 9.751525824902529394e-02
4.312059661300000069e-01 9.753146869060430602e-02
4.312229567799999996e-01 9.761548215321502742e-02
4.312275301299999808e-01 9.763810500368169665e-02
4.312476657000000047e-01 9.773775473681511894e-02
4.312926353700000104e-01 9.796057611679281907e-02
4.313051837899999907e-01 9.802281898951881178e-02
4.313155937800000062e-01 9.807447677627084692e-02
4.313581271999999966e-01 9.828574881197094104e-02
4.313689986600000026e-01 9.833980298676214815e-02
4.314740397799999849e-01 9.886320155402272825e-02
4.314772049500000262e-01 9.887900452707365506e-02
4.314793453399999867e-01 9.888969205439968047e-02
4.315355712599999727e-01 9.917074557497718157e-02
4.315369004399999819e-01 9.917739673698011682e-02
4.315881763500000190e-01 9.943422836054893743e-02
4.317206150199999759e-01 1.000998381320851172e-01
4.317321349800000152e-01 1.001578885250214990e-01
4.318419361099999909e-01 1.007124228107376118e-01
4.318986613299999888e-01 1.009997807920028912e-01
4.319742936000000033e-01 1.013838469533190900e-01
4.319813521900000008e-01 1.014197451920925142e-01
4.320016088499999962e-01 1.015228169535618008e-01
4.320263249699999863e-01 1.016486830447540513e-01
4.320291967000000066e-01 1.016633146071682647e-01
4.320975619199999840e-01 1.020120906529316529e-01
4.321169471399999851e-01 1.021111456994456268e-01
4.321551276400000252e-01 1.023064459086229783e-01
4.321720047900000083e-01 1.023928621357561020e-01
4.322076137900000004e-01 1.025753653461416448e-01
4.322123459800000234e-01 1.025996365510509767e-01
4.323065314899999789e-01 1.030835788171569622e-01
4.323418696799999905e-01 1.032655799096102722e-01
4.323888830500000058e-01 1.035080728036057440e-01
4.324035462799999951e-01 1.035837895823162325e-01
4.324070175399999938e-01 1.036017200708673758e-01
4.324997632800000047e-01 1.040816243188868451e-01
4.325242402200000225e-01 1.042085463697473013e-01
4.325668872899999795e-01 1.044299552744101800e-01
4.325764478799999924e-01 1.044796373043225257e-01
4.326176958699999853e-01 1.046941806368325012e-01
4.326181925300000009e-01 1.046967658590717276e-01
4.326533823600000050e-01 1.048800542068596409e-01
4.326688307100000075e-01 1.049605912065350033e-01
4.327498715800000006e-01 1.053838156955694272e-01
4.328609841900000199e-01 1.059660901850836834e-01
4.329022154500000164e-01 1.061827488073476267e-01
4.329381430500000016e-01 1.063717989382933493e-01
4.329414548100000149e-01 1.063892375636839582e-01
4.329457252400000233e-01 1.064117272732267860e-01
4.329548986699999769e-01 1.064600496535296759e-01
4.330882332900000131e-01 1.071641986220630005e-01
4.331351039499999889e-01 1.074125217386672770e-01
4.331794053499999908e-01 1.076476138169152885e-01
4.333323847200000190e-01 1.084622719194455187e-01
4.333348870100000028e-01 1.084756340861416923e-01
4.335015663899999816e-01 1.093683664161461677e-01
4.335323289399999891e-01 1.095337054312106040e-01
4.336187306200000036e-01 1.099990470852767466e-01
4.337015772200000230e-01 1.104465723412183520e-01
4.338133551500000240e-01 1.110524470260857988e-01
4.338186114199999999e-01 1.110809962937898687e-01
4.339442670299999971e-01 1.117650561760160088e-01
4.340769450599999968e-01 1.124906104153462483e-01
4.340829654500000245e-01 1.125236127365382699e-01
4.340937977800000125e-01 1.125830103643410407e-01
4.340948642399999891e-01 1.125888593653096570e-01
4.340949057399999811e-01 1.125890869764895053e-01
4.341570958000000036e-01 1.129305443470179360e-01
4.342013573099999801e-01 1.131740140284314688e-01
4.342064083600000179e-01 1.132018221739536368e-01
4.342827562700000144e-01 1.136227432309060426e-01
4.342871581400000180e-01 1.136470455823523351e-01
4.342964538899999893e-01 1.136983788055470068e-01
4.344678696800000073e-01 1.146479392277210407e-01
4.345378313300000128e-01 1.150371100814703285e-01
4.345483024399999783e-01 1.150954377319496902e-01
4.347396052799999966e-01 1.161647630939485198e-01
4.350178664300000109e-01 1.177327158578985178e-01
4.350474333800000148e-01 1.179001965657365814e-01
4.350620980300000107e-01 1.179833263466611992e-01
4.350756207600000036e-01 1.180600196422099679e-01
4.350953618899999764e-01 1.181720434956353150e-01
4.352006041500000033e-01 1.187705242301267949e-01
4.352363142999999823e-01 1.189740826775017024e-01
4.352499288100000197e-01 1.190517542517374738e-01
4.352569232999999871e-01 1.190916721439854720e-01
4.353367190099999839e-01 1.195477390262877915e-01
4.353430415199999737e-01 1.195839275019636716e-01
4.353837838499999835e-01 1.198173118083040722e-01
4.354136282700000193e-01 1.199884732737851456e-01
4.355560941300000155e-01 1.208079075458510787e-01
4.355581509900000037e-01 1.208197669535745478e-01
4.355998845299999811e-01 1.210605704660741577e-01
4.357425818599999778e-01 1.218864876692181132e-01
4.357764275000000076e-01 1.220829620728485221e-01
4.358059630400000217e-01 1.222545979146306139e-01
4.358139334500000239e-01 1.223009442775730427e-01
4.358600981099999827e-01 1.225696252585706802e-01
4.358799135599999985e-01 1.226850792547071745e-01
4.359495433999999725e-01 1.230913798825923888e-01
4.359852040100000159e-01 1.232998297368874119e-01
4.359983551800000190e-01 1.233767657285107511e-01
4.359996025000000275e-01 1.233840644525270314e-01
4.360269722199999753e-01 1.235442951956939872e-01
4.360557717399999866e-01 1.237130537178312562e-01
4.360614766400000009e-01 1.237465022548867033e-01
4.360654680300000141e-01 1.237699080342408720e-01
4.361417890900000094e-01 1.242180561730700239e-01
4.361629144199999919e-01 1.243423019106327798e-01
4.361670514300000079e-01 1.243666433418321726e-01
4.361793448599999845e-01 1.244389953612188848e-01
4.362187450100000197e-01 1.246710801633659216e-01
4.362591399099999823e-01 1.249093384097639814e-01
4.362591741899999875e-01 1.249095407359500642e-01
4.363373319800000205e-01 1.253714363322747105e-01
4.363753786499999787e-01 1.255967148431223479e-01
4.364090095500000044e-01 1.257960821504316984e-01
4.364146050200000126e-01 1.258292740577857671e-01
4.364185425500000104e-01 1.258526348510465853e-01
4.364779334700000235e-01 1.262053594784606769e-01
4.365178095700000260e-01 1.264425712248249400e-01
4.365776961000000234e-01 1.267994026648343597e-01
4.365849831699999961e-01 1.268428701736459274e-01
4.366179109600000219e-01 1.270394143982321866e-01
4.366943941299999965e-01 1.274967559705413866e-01
4.367077505499999956e-01 1.275767397857938690e-01
4.367459485999999891e-01 1.278056781742792913e-01
4.367787675300000005e-01 1.280026049467946070e-01
4.367916259299999826e-01 1.280798179610661003e-01
4.368016679699999738e-01 1.281401415963718815e-01
4.368401687399999789e-01 1.283716027894439837e-01
4.369029104700000166e-01 1.287494188359203373e-01
4.369685508100000226e-01 1.291455146418870048e-01
4.370198744400000113e-01 1.294558065675418534e-01
4.370226594200000148e-01 1.294726587368681403e-01
4.370276558499999742e-01 1.295028964023978157e-01
4.371747972899999723e-01 1.303955691351348367e-01
4.371757892600000028e-01 1.304016015934575945e-01
4.371778314499999984e-01 1.304140213530779469e-01
4.372024800700000102e-01 1.305639886553842666e-01
4.372264484500000270e-01 1.307099315528650330e-01
4.372275314999999885e-01 1.307165288806425574e-01
4.372576239300000056e-01 1.308999269930117837e-01
4.373114288400000160e-01 1.312282836856284440e-01
4.373132699100000242e-01 1.312395292903172361e-01
4.373167032499999940e-01 1.312605025599508646e-01
4.374283426400000230e-01 1.319437364738728080e-01
4.374343600699999723e-01 1.319806327340138363e-01
4.374829454599999945e-01 1.322787978611826842e-01
4.376502144700000208e-01 1.333088654410702345e-01
4.376768362499999787e-01 1.334733140247024163e-01
4.376775005599999879e-01 1.334774193970441614e-01
4.376948139099999802e-01 1.335844448743517265e-01
4.377092778500000225e-01 1.336739014605271558e-01
4.377354051099999754e-01 1.338355977347484016e-01
4.377610597000000103e-01 1.339944995137638539e-01
4.377816236100000036e-01 1.341219637343456506e-01
4.378348269699999795e-01 1.344521281674456170e-01
4.380038034300000049e-01 1.355044449301108789e-01
4.380205042900000012e-01 1.356087567241293090e-01
4.380727119999999752e-01 1.359351952430883359e-01
4.380737595599999978e-01 1.359417508102733207e-01
4.380841835100000026e-01 1.360069950528262628e-01
4.381000531800000042e-01 1.361063655980857545e-01
4.382499483300000276e-01 1.370474101274711809e-01
4.382535194200000150e-01 1.370698835822844464e-01
4.383082504799999946e-01 1.374146301387205171e-01
4.383453104800000277e-01 1.376484039981982765e-01
4.384104223999999994e-01 1.380597859526090376e-01
4.384148518300000075e-01 1.380878018490532821e-01
4.384356994699999954e-01 1.382197140668361413e-01
4.384372548000000092e-01 1.382295587687505378e-01
4.384471835700000097e-01 1.382924157212504501e-01
4.384962272399999805e-01 1.386031866727437389e-01
4.385259389100000238e-01 1.387916894059292305e-01
4.385341254199999761e-01 1.388436585709105220e-01
4.385672384700000093e-01 1.390540002552376753e-01
4.386277834299999734e-01 1.394391563748907381e-01
4.386492860199999733e-01 1.395761193367106023e-01
4.386622692000000101e-01 1.396588613216500074e-01
4.386680561399999845e-01 1.396957523136904689e-01
4.386717202400000071e-01 1.397191139013388983e-01
4.387388311000000041e-01 1.401474695358927436e-01
4.388691321500000075e-01 1.409817013074270431e-01
4.389082228399999730e-01 1.412326286974379119e-01
4.389824237300000154e-01 1.417097646824321822e-01
4.389990140800000273e-01 1.418165952351992942e-01
4.390488337899999816e-01 1.421377279643168401e-01
4.390507796099999971e-01 1.421502804985771973e-01
4.390662251399999882e-01 1.422499466184049544e-01
4.390839549200000191e-01 1.423644107064859221e-01
4.390886171999999754e-01 1.423945208956141628e-01
4.391080691300000005e-01 1.425201928828856990e-01
4.391333352899999820e-01 1.426835405019481473e-01
4.391515021799999863e-01 1.428010690052882170e-01
4.392908131900000179e-01 1.437044994530332076e-01
4.393282152199999846e-01 1.439477065514748189e-01
4.394186672200000032e-01 1.445370186403632795e-01
4.394613601399999792e-01 1.448157350734322613e-01
4.394729382399999995e-01 1.448913838776565988e-01
4.394886087500000094e-01 1.449938139733965570e-01
4.395233352999999843e-01 1.452209773053564357e-01
4.395240215399999761e-01 1.452254687481187023e-01
4.395684421700000177e-01 1.455164007524673564e-01
4.396137470100000000e-01 1.458135273393063591e-01
4.396580572900000150e-01 1.461045253977646396e-01
4.396907400599999738e-01 1.463194121536619541e-01
4.397230340400000159e-01 1.465319509917150653e-01
4.397786305299999920e-01 1.468983376494200077e-01
4.398039109699999893e-01 1.470651414364876897e-01
4.398064488199999733e-01 1.470818935284094464e-01
4.398240439400000201e-01 1.471980723261108182e-01
4.399148831599999920e-01 1.477988529619767011e-01
4.399398490499999981e-01 1.479642563504709463e-01
4.399749520499999789e-01 1.481970293744157008e-01
4.399817714700000049e-01 1.482422783328211646e-01
4.400036736999999865e-01 1.483876689055280140e-01
4.400048371999999985e-01 1.483953950750270256e-01
4.400325046099999859e-01 1.485791985388991709e-01
4.400449109099999756e-01 1.486616669706311566e-01
4.400767356399999941e-01 1.488733554838465034e-01
4.401372437100000146e-01 1.492763922300989754e-01
4.401387860300000066e-01 1.492866749450346697e-01
4.401447071999999849e-01 1.493261560375427899e-01
4.401570042099999802e-01 1.494081721347592095e-01
4.401926952099999846e-01 1.496463869755159659e-01
4.402493767999999807e-01 1.500252212599895163e-01
4.403773097099999978e-01 1.508826158057977040e-01
4.404626100599999816e-01 1.514560997699337941e-01
4.404785369399999984e-01 1.515633383576079907e-01
4.405354183099999821e-01 1.519467429585257268e-01
4.405413917800000134e-01 1.519870440343676354e-01
4.405783717000000266e-01 1.522366936500731405e-01
4.407175109600000029e-01 1.531784539954942903e-01
4.407193957300000187e-01 1.531912374576757663e-01
4.407277781500000269e-01 1.532480998282561568e-01
4.407281605300000238e-01 1.532506940467261436e-01
