# Fitting to data5.dat with error function
# r_S CDF(fit)
3.771536159800000232e-01 3.250983944045032770e-02
3.772168513699999948e-01 3.281456128473181355e-02
3.779101356699999803e-01 3.631234313160169869e-02
3.787671698200000270e-01 4.105203237477272893e-02
3.794680424999999913e-01 4.529068228909471916e-02
3.796777178599999858e-01 4.662500809044839434e-02
3.802683632900000221e-01 5.055387516767489986e-02
3.804655882399999856e-01 5.192301868234050488e-02
3.805164025700000230e-01 5.228050565408021155e-02
3.805668481700000272e-01 5.263732906032247971e-02
3.807665424000000187e-01 5.406885601210870140e-02
3.808037134300000237e-01 5.433869080675601815e-02
3.809133013400000101e-01 5.514042341490588139e-02
3.810734828699999799e-01 5.632907115733132297e-02
3.812066259299999871e-01 5.733237003662389197e-02
3.813611881599999753e-01 5.851465057188498520e-02
3.813870466800000081e-01 5.871430422634249524e-02
3.814392388599999739e-01 5.911890852622381232e-02
3.814981510700000134e-01 5.957823167245779317e-02
3.815222974899999953e-01 5.976730118038731110e-02
3.816433168899999728e-01 6.072198901095848811e-02
3.816594611699999917e-01 6.085024333250937945e-02
3.817802836799999988e-01 6.181682381401720772e-02
3.818183400899999858e-01 6.212374459487490785e-02
3.818281357800000220e-01 6.220293783459901471e-02
3.818370070600000110e-01 6.227472561437441545e-02
3.819007023300000081e-01 6.279205676579496798e-02
3.819435915000000126e-01 6.314228380116315709e-02
3.819752431699999784e-01 6.340172111814856848e-02
3.819912429199999737e-01 6.353318063708790486e-02
3.821062315000000043e-01 6.448421616366734055e-02
3.821660917199999896e-01 6.498366015273410179e-02
3.821962243800000048e-01 6.523620569066923558e-02
3.822107163099999760e-01 6.535793520807364754e-02
3.822830444900000013e-01 6.596811438237915048e-02
3.823723044999999821e-01 6.672720906294338228e-02
3.824134831000000068e-01 6.707967512283224965e-02
3.828224756899999970e-01 7.065902163687587390e-02
3.828494485600000274e-01 7.090014058844418265e-02
3.829160546800000064e-01 7.149826082605070798e-02
3.829264713200000170e-01 7.159215093529619489e-02
3.829411266400000180e-01 7.172440640793265043e-02
3.830278806399999847e-01 7.251115069291913517e-02
3.830302323099999962e-01 7.253256889639747573e-02
3.830499732500000087e-01 7.271255372964091634e-02
3.832623133199999921e-01 7.467021153710745596e-02
3.833269270699999898e-01 7.527382673817634151e-02
3.833276787300000099e-01 7.528087049438314526e-02
3.833593176499999755e-01 7.557781263938678773e-02
3.834839839499999958e-01 7.675653982231084305e-02
3.836103668999999994e-01 7.796571387545458975e-02
3.836945609899999887e-01 7.877923026571975740e-02
3.836998970700000178e-01 7.883100549053967399e-02
3.837040331100000090e-01 7.887115463057597919e-02
3.838133560599999994e-01 7.993799290288172710e-02
3.838174398299999956e-01 7.997805514474742861e-02
3.838354855500000218e-01 8.015526746099577160e-02
3.838593762199999926e-01 8.039033464367278947e-02
3.839427001999999867e-01 8.121426037064777281e-02
3.841090258800000101e-01 8.287795332576408658e-02
3.842296967200000135e-01 8.410093570459004075e-02
3.842620517800000024e-01 8.443114178143457105e-02
3.842921243599999870e-01 8.473892490487522355e-02
3.843288067100000260e-01 8.511549504038828928e-02
3.843636145600000109e-01 8.547398038450376712e-02
3.843879310800000226e-01 8.572508583473004151e-02
3.844023887999999944e-01 8.587464557522428432e-02
3.844487155299999848e-01 8.635519379385553362e-02
3.844553959500000007e-01 8.642465551265038348e-02
3.845293649000000036e-01 8.719656460457081426e-02
3.845570825499999845e-01 8.748713657107554109e-02
3.847007001500000190e-01 8.900430193309571969e-02
3.847552384399999803e-01 8.958554220777198429e-02
3.848034772100000223e-01 9.010199376206751154e-02
3.848653527399999996e-01 9.076767660155765638e-02
3.848881468600000022e-01 9.101382295637050479e-02
3.849542071100000018e-01 9.172998272014282195e-02
3.849709156100000196e-01 9.191177946029799317e-02
3.849927678599999736e-01 9.214994526578651479e-02
3.850167028400000024e-01 9.241133449305755088e-02
3.850199914799999901e-01 9.244729191374945199e-02
3.850296898500000231e-01 9.255339249279181946e-02
3.850690604399999994e-01 9.298503359857346329e-02
3.850745340799999750e-01 9.304516171158327964e-02
3.850876231900000057e-01 9.318906253246067584e-02
3.851525271699999808e-01 9.390504281623984761e-02
3.852652991600000187e-01 9.515871494516459084e-02
3.852714579000000028e-01 9.522753414094592417e-02
3.854042221000000268e-01 9.671999431534455960e-02
3.854729721999999859e-01 9.749956236023238354e-02
3.854791496500000192e-01 9.756983442291555786e-02
3.854928008399999828e-01 9.772525631188394568e-02
3.855030222299999920e-01 9.784174792884570149e-02
3.855601097399999899e-01 9.849423769361326242e-02
3.855799476999999809e-01 9.872172272420143280e-02
3.855852536900000183e-01 9.878263247968882554e-02
3.857439279500000096e-01 1.006168508763235492e-01
3.857746948899999917e-01 1.009753631239894700e-01
3.857846885799999792e-01 1.010920148817591180e-01
3.858007579300000156e-01 1.012797909206342162e-01
3.858426536899999815e-01 1.017705524154882690e-01
3.858640556099999785e-01 1.020219187492542590e-01
3.858671727199999846e-01 1.020585669787082428e-01
3.859080252100000052e-01 1.025397601999045727e-01
3.859162763000000274e-01 1.026371480021701643e-01
3.859392680200000036e-01 1.029088744430361468e-01
3.859755923400000066e-01 1.033392360386209963e-01
3.860018206899999971e-01 1.036507943786653119e-01
3.860045160800000263e-01 1.036828506487178503e-01
3.860299919199999819e-01 1.039861901207661532e-01
3.860404345299999762e-01 1.041107155053525579e-01
3.860846343200000086e-01 1.046389836520113525e-01
3.860894734499999981e-01 1.046969377935526579e-01
3.860989741499999961e-01 1.048107872081728842e-01
3.861072375399999812e-01 1.049098824788151085e-01
3.861555891599999790e-01 1.054910790137804089e-01
3.861618612600000167e-01 1.055666412583113334e-01
3.862018352500000140e-01 1.060491420514958483e-01
3.862728188299999754e-01 1.069098631929087939e-01
3.862835568999999913e-01 1.070405067582227421e-01
3.863546759800000063e-01 1.079086768435717492e-01
3.863618009700000022e-01 1.079959322124101062e-01
3.863683098699999818e-01 1.080756870999292074e-01
3.863868536999999770e-01 1.083031409325893590e-01
3.863951351200000106e-01 1.084048298947202227e-01
3.864210606899999845e-01 1.087236185113859555e-01
3.864487093799999773e-01 1.090643373954567896e-01
3.865287476600000049e-01 1.100549853129368927e-01
