# Fitting to data1.dat with error function
# r_S CDF(fit)
4.572738028500000218e-01 9.671485834417126171e-12
4.645434727600000202e-01 1.214703670981975847e-09
4.671148649899999894e-01 5.896236221492046070e-09
4.681254680199999907e-01 1.076932915067274621e-08
4.685320226299999891e-01 1.368217650288272580e-08
4.686435630499999894e-01 1.460665760566470794e-08
4.690400992200000063e-01 1.840998531399407057e-08
4.701868291499999852e-01 3.562651496036295384e-08
4.708847271200000129e-01 5.289575683020686370e-08
4.711498211799999836e-01 6.138408681355400631e-08
4.712439834100000113e-01 6.470525165669371859e-08
4.712678610500000143e-01 6.557467563395036336e-08
4.717165472200000043e-01 8.417673036387185448e-08
4.717972026000000207e-01 8.802248235850740343e-08
4.726600738999999773e-01 1.413701472552375549e-07
4.730637527600000114e-01 1.759915304044845641e-07
4.740886392599999999e-01 3.046450114951859689e-07
4.760728724100000142e-01 8.550732293333140888e-07
4.774259374600000050e-01 1.689307349672652947e-06
4.778819921899999934e-01 2.116241781036087843e-06
4.779948064799999785e-01 2.236821227297181025e-06
4.782246993900000076e-01 2.503226490813137417e-06
4.786811139000000104e-01 3.124888264149916495e-06
4.787141903600000137e-01 3.175267953570148904e-06
4.791219979199999868e-01 3.863883329735529060e-06
4.797111277200000190e-01 5.115443050096590838e-06
4.798373439899999982e-01 5.429914946453173741e-06
4.801149694299999826e-01 6.187838451132687823e-06
4.801978403700000175e-01 6.432980755033401721e-06
4.806855954099999995e-01 8.074494258381026413e-06
4.807165742999999769e-01 8.191230883525246753e-06
4.807506671699999790e-01 8.321560607593703196e-06
4.808381194699999917e-01 8.664969416649626055e-06
4.809536639599999996e-01 9.139439553607076050e-06
4.813377518999999993e-01 1.090092214978133356e-05
4.815115035199999949e-01 1.179989449051621619e-05
4.817212681899999960e-01 1.297928006749327068e-05
4.817568262199999896e-01 1.318999984062374509e-05
4.818037464700000161e-01 1.347303574977809504e-05
4.819669464099999856e-01 1.450315265349999549e-05
4.820234184300000169e-01 1.487672283423391306e-05
4.820362843200000080e-01 1.496310249948784588e-05
4.822249445399999779e-01 1.628578271256619914e-05
4.822631298699999736e-01 1.656668234784053340e-05
4.823423519100000223e-01 1.716420460362577671e-05
4.824267373300000217e-01 1.782315913545495789e-05
4.826211459099999934e-01 1.943387489794501377e-05
4.829232596999999960e-01 2.221388348044861516e-05
4.831720084500000234e-01 2.478191373250782092e-05
4.834070098100000101e-01 2.746453261776027333e-05
4.835550619899999791e-01 2.929346229130214141e-05
4.839764116799999960e-01 3.515052081776159909e-05
