time,C4-_L14_U0.08,C4+_L12_U0.08,C4+_L13_U0.08,C4+_L14_U0.08,C4-_L14_U0.32,C4+_L12_U0.32,C4+_L13_U0.32,C4+_L14_U0.32,C4-_L14_U1.28,C4+_L12_U1.28,C4+_L13_U1.28,C4+_L14_U1.28
1.800000000000000044e+00,9.956267518941569472e-01,9.959030652030472774e-01,9.967586400582424400e-01,9.963057590583577205e-01,9.368978686513039777e-01,9.360946437805501841e-01,9.406768335664883462e-01,9.411847952877780976e-01,2.965502543155953408e-01,2.923410152831212860e-01,3.285840393871997112e-01,3.307378884208085901e-01
1.900000000000001021e+00,9.952460329382659676e-01,9.955931457820966779e-01,9.964523958719107011e-01,9.959989349024986893e-01,9.310771147696693673e-01,9.313936612752065081e-01,9.359840290020926545e-01,9.364912664181677115e-01,2.584804130599674399e-01,2.624727373229803762e-01,2.961343176004936906e-01,2.984341525138348716e-01
2.000000000000000000e+00,9.948512466595055281e-01,9.952832263611461894e-01,9.961446504620178333e-01,9.956907632360539884e-01,9.250706708320828309e-01,9.267006804422124322e-01,9.312843153099914506e-01,9.317929870017741534e-01,2.229791781710048215e-01,2.352931751680822914e-01,2.663876750805130311e-01,2.688156358259976009e-01
2.100000000000000977e+00,9.944423123197170256e-01,9.949733069401955898e-01,9.958360289757454131e-01,9.953819387552016451e-01,9.188794566743757608e-01,9.220247031629610346e-01,9.265884428401345296e-01,9.271008193104464112e-01,1.901629873751473354e-01,2.107422457836730378e-01,2.393179332407329440e-01,2.418587117074411652e-01
2.200000000000001066e+00,9.940192917851207177e-01,9.946643872593126101e-01,9.955271022372812473e-01,9.950730776541785172e-01,9.125063935909665247e-01,9.173737311098020264e-01,9.219060797328935131e-01,9.224244010651263537e-01,1.601348457404096481e-01,1.887258190819712800e-01,2.148615163910063131e-01,2.175026325309709074e-01
2.300000000000001155e+00,9.935824057821478483e-01,9.943574670585647590e-01,9.952183735952546684e-01,9.947646990909728704e-01,9.059566903978405472e-01,9.127517651189098746e-01,9.172455473730828368e-01,9.177719011453439046e-01,1.329804795005633811e-01,1.691217262256438369e-01,1.929211633600120823e-01,1.956528437285016964e-01
2.400000000000000799e+00,9.931320304526767284e-01,9.940525463379521476e-01,9.949102624580296039e-01,9.944572067689361194e-01,8.992378389873266764e-01,9.081648064445468904e-01,9.126135400578641033e-01,9.131497716485329486e-01,1.087628552725073972e-01,1.517857679312810126e-01,1.733717478959953262e-01,1.761864575246492037e-01
2.500000000000000888e+00,9.926686767788631682e-01,9.937496250974747758e-01,9.946030903713927174e-01,9.941508766254790741e-01,8.923593556840507812e-01,9.036128550867131848e-01,9.080149239998209776e-01,9.085625856586261317e-01,8.751646325205343635e-02,1.365637310763475054e-01,1.560683168336415572e-01,1.589600343646263847e-01
2.600000000000000977e+00,9.921929569866296816e-01,9.934487033371324216e-01,9.942970747217017013e-01,9.938458553988236410e-01,8.853323267634705118e-01,8.990979114634958247e-01,9.034526916009119057e-01,9.040130308433039774e-01,6.924250343631850602e-02,1.232963956187450999e-01,1.408557049655922155e-01,1.438190575933842308e-01
2.700000000000001066e+00,9.917055430066146204e-01,9.931497810569251961e-01,9.939923334905704788e-01,9.935421727992193031e-01,8.781688302392056666e-01,8.946179751568077432e-01,8.989281146515164522e-01,8.995020975681183861e-01,5.390575062216019370e-02,1.118365581233264350e-01,1.275785399739461923e-01,1.306079263812933433e-01
2.800000000000001155e+00,9.912071224110584611e-01,9.928518585167857013e-01,9.936889022492355616e-01,9.932397674981132685e-01,8.708813107631914185e-01,8.901720459576052402e-01,8.944411007962463911e-01,8.950294622241907749e-01,4.143348334952768469e-02,1.020470289940697967e-01,1.160902131593586906e-01,1.191790380279770800e-01
2.900000000000000799e+00,9.906983569676246493e-01,9.925559354567813353e-01,9.933867621489559374e-01,9.929385245864441600e-01,8.634819805466147358e-01,8.857591236568442827e-01,8.899907181911209664e-01,8.905940284355841063e-01,3.171650683344570676e-02,9.381324991137753033e-02,1.062594919378815062e-01,1.093996150430137093e-01
3.000000000000000888e+00,9.901798481374078920e-01,9.922610121368444780e-01,9.930858754462239535e-01,9.926383199586890083e-01,8.559823078489792181e-01,8.813782080454815038e-01,8.855758203779511284e-01,8.861945571309018943e-01,2.461202270574334994e-02,8.703628414468794761e-02,9.797384530551679627e-02,1.011553139887312325e-01
3.100000000000000977e+00,9.896521126290912518e-01,9.919670885569752405e-01,9.927862234651937401e-01,9.923390656063552084e-01,8.483926377551009868e-01,8.770302993325606034e-01,8.811956823043635145e-01,8.818302963964774754e-01,1.994791960627474714e-02,8.163351752121432436e-02,9.113914293735733696e-02,9.435023356117293314e-02
3.200000000000001954e+00,9.891155696740890901e-01,9.916741647171736229e-01,9.924878411154809399e-01,9.920407492916859526e-01,8.407219700591348488e-01,8.727173979361686484e-01,8.768505523147482883e-01,8.775015169052664543e-01,1.752797927567148473e-02,7.753114804660041215e-02,8.567603882930235892e-02,8.890358728312015846e-02
3.300000000000002043e+00,9.885705401913220669e-01,9.913812408773720053e-01,9.921908422865979293e-01,9.917434626085908089e-01,8.329778986276772379e-01,8.684435046924807722e-01,8.725420345581159642e-01,8.732098694212949708e-01,1.713749899093760035e-02,7.465777704788016667e-02,8.151392521473127539e-02,8.474388605109071937e-02
3.400000000000002132e+00,9.880172566383467192e-01,9.910903165177055163e-01,9.918954316106228797e-01,9.914474129499165622e-01,8.251666979803390367e-01,8.642156210648025416e-01,8.682732398873184154e-01,8.689585057298085946e-01,1.854890020208341261e-02,7.293739948608977952e-02,7.858373116396180635e-02,8.180187595712005988e-02
3.500000000000002220e+00,9.874558812432741028e-01,9.908003918981065361e-01,9.916019000494886715e-01,9.911529171638376878e-01,8.172935279369653028e-01,8.600387480983525679e-01,8.640486771615405459e-01,8.647519393674586441e-01,2.152699904281660248e-02,7.228449717509598249e-02,7.681097795319952182e-02,8.000363005584421039e-02
3.600000000000001865e+00,9.868865295813419314e-01,9.905124667586429066e-01,9.913106042219248515e-01,9.908603773551325489e-01,8.093627173446270584e-01,8.559208874654803401e-01,8.598738956544439427e-01,8.605956621184189803e-01,2.583373235864026146e-02,7.260073421468470067e-02,7.611037982161009130e-02,7.926508586822705871e-02
3.700000000000001954e+00,9.863092961515176338e-01,9.902275408393818035e-01,9.910219319533830618e-01,9.905702419604760500e-01,8.013780836977379973e-01,8.518700408385352363e-01,8.557549270874764691e-01,8.564955700714663722e-01,3.123224304646187929e-02,7.377545768251723979e-02,7.638293509292246042e-02,7.948899161246415768e-02
3.800000000000002043e+00,9.857242787195057421e-01,9.899456141403236709e-01,9.907362588002298631e-01,9.902829574879876695e-01,7.933432467550300959e-01,8.478902090536922787e-01,8.516976069030179897e-01,8.524572830720575922e-01,3.749031732161061531e-02,7.568830123230305129e-02,7.751596725318667114e-02,8.056474993944584551e-02
3.900000000000002132e+00,9.851315986721406182e-01,9.896666866614680647e-01,9.904539018956249885e-01,9.899989178066942452e-01,7.852619002526461944e-01,8.439863931561696342e-01,8.477068740058483209e-01,8.484854588924122254e-01,4.438322740586057857e-02,7.821469270531875018e-02,7.938604498510205831e-02,8.237112375197071235e-02
4.000000000000001776e+00,9.845314153841615568e-01,9.893927578829505576e-01,9.901750781163138893e-01,9.897184183629318399e-01,7.771380152547191500e-01,8.401615937730986250e-01,8.437861532465108505e-01,8.445832056353984596e-01,5.169606563748905398e-02,8.123166215710110605e-02,8.186422896481444778e-02,8.478128843250370972e-02
4.100000000000001421e+00,9.839239335163619815e-01,9.891228280647033078e-01,9.898998731506790660e-01,9.894416221025691405e-01,7.689759600490762015e-01,8.364158109044790290e-01,8.399369144485557825e-01,8.407516824573652015e-01,5.922566438089144070e-02,8.462485154483495586e-02,8.482273756262102837e-02,8.766935415672343079e-02
4.200000000000001066e+00,9.833094031197733287e-01,9.888568972067264262e-01,9.896282266028112451e-01,9.891685422707507946e-01,7.607805332198277481e-01,8.327470441322236683e-01,8.361584771622690981e-01,8.369899517392173083e-01,6.678218729423646138e-02,8.829372192369855377e-02,8.814194057662606829e-02,9.091728806240317873e-02
4.300000000000000711e+00,9.826881132959972565e-01,9.885959650490873107e-01,9.893599360051510416e-01,9.888990448797565502e-01,7.525569171971936422e-01,8.291522928292013317e-01,8.324480950892272357e-01,8.332951094981764228e-01,7.419045911755685341e-02,9.215585939768759782e-02,9.171659399728937512e-02,9.442115428197171700e-02
4.400000000000000355e+00,9.820603808613762586e-01,9.883390318517186746e-01,9.890946798767950021e-01,9.886328708324735315e-01,7.443105680874950725e-01,8.256265559501936302e-01,8.288013134589411468e-01,8.296626806164579815e-01,8.129107980022193258e-02,9.614877761065793171e-02,9.546040291729721017e-02,9.809574648480100245e-02
4.500000000000000000e+00,9.814265359150043944e-01,9.880850978745527868e-01,9.888320571753810295e-01,9.883696748787175190e-01,7.360470632050590822e-01,8.221658326590257637e-01,8.252125526357834140e-01,8.260872273539513477e-01,8.794134909983225556e-02,1.002285158088478262e-01,9.930830297917857263e-02,1.018769758782209073e-01
4.599999999999999645e+00,9.807869063863593473e-01,9.878351628576570453e-01,9.885716380736647713e-01,9.881090761776397668e-01,7.277719301660352524e-01,8.187671223285666322e-01,8.216758379245581168e-01,8.225630891679371892e-01,9.401601205736313804e-02,1.043682369034004964e-01,1.032162266772791437e-01,1.057217456144425860e-01
4.699999999999999289e+00,9.801418035428726139e-01,9.875882270609641633e-01,9.883130193101922201e-01,9.878507135916249071e-01,7.194904807619472153e-01,8.154264241226416576e-01,8.181855739543519856e-01,8.190851534021547087e-01,9.940782439510935375e-02,1.085520188901061278e-01,1.071585074134972226e-01,1.096054311122323932e-01
4.799999999999998934e+00,9.794915101095956755e-01,9.873442904844740298e-01,9.880558766597018483e-01,9.875942981795822195e-01,7.112076695417244299e-01,8.121427378322069179e-01,8.147372553761228486e-01,8.156495524108264839e-01,1.040279292322418836e-01,1.127698479298390455e-01,1.111234134282992614e-01,1.135174365279503494e-01
4.899999999999998579e+00,9.788362721557982704e-01,9.871033531281867557e-01,9.878000074323920465e-01,9.873396557764400061e-01,7.029279917738356920e-01,8.089180638753500352e-01,8.113280148277226544e-01,8.122541934864329072e-01,1.078060317118802319e-01,1.170157157191238223e-01,1.151075493096086616e-01,1.174555603375204843e-01
4.999999999999998224e+00,9.781762953160858531e-01,9.868644152520346102e-01,9.875453572711955230e-01,9.870867539678408464e-01,6.946554290602704462e-01,8.057524022520706763e-01,8.079569326963296216e-01,8.088990517634556676e-01,1.106903557442326658e-01,1.212766042670971184e-01,1.191099854856826623e-01,1.214200424706829151e-01
5.099999999999997868e+00,9.775117453192535555e-01,9.866294763361527220e-01,9.872920276606255152e-01,9.868357099764309970e-01,6.863934442014427706e-01,8.026497537985439745e-01,8.046250674950090609e-01,8.055861894518232535e-01,1.126473672383396379e-01,1.255374928150704283e-01,1.231269662088186889e-01,1.254081662989511847e-01
5.199999999999998401e+00,9.768427522726889078e-01,9.863975366404735823e-01,9.870402631744576993e-01,9.865867786397976014e-01,6.781450207843471301e-01,7.996131191419006967e-01,8.013352054913526201e-01,8.023195024290263877e-01,1.136612514067466134e-01,1.297723453813169892e-01,1.271479135107648484e-01,1.294101576375975282e-01
5.299999999999997158e+00,9.761694177537575401e-01,9.861685961649971910e-01,9.867904202032775629e-01,9.863403223907069028e-01,6.699127380676034305e-01,7.966444987002283540e-01,7.980913677070063939e-01,7.991042319672492233e-01,1.137331383479487090e-01,1.339481162967220695e-01,1.311532144563747615e-01,1.334068868266647390e-01
5.399999999999996803e+00,9.754918235296247131e-01,9.859436546497910570e-01,9.865429213449676826e-01,9.860967675555533107e-01,6.616988685437793505e-01,7.937468931006580464e-01,7.948981458734175609e-01,7.959463100181013440e-01,1.128800809611823358e-01,1.380287557404332732e-01,1.351139898063170031e-01,1.373695811376009768e-01
5.499999999999995559e+00,9.748100406756017300e-01,9.857227120948555132e-01,9.862982014853494128e-01,9.858565530295249069e-01,6.535054842996561586e-01,7.909193021341459628e-01,7.917599617315368432e-01,7.928516268334392381e-01,1.111338014186373652e-01,1.419712042042102218e-01,1.389937384535039344e-01,1.412614427344398571e-01
5.599999999999996092e+00,9.741241379763990738e-01,9.855047687601223849e-01,9.860566526011156352e-01,9.856200782320895248e-01,6.453345589329450016e-01,7.881567247554739364e-01,7.886803532063901834e-01,7.898253171443209153e-01,1.085392353873943505e-01,1.457384104832878946e-01,1.427514785431311661e-01,1.450407902849368269e-01
5.699999999999995737e+00,9.734341887409829752e-01,9.852898246455922271e-01,9.858185743562876135e-01,9.853876570943084223e-01,6.371880540380178148e-01,7.854561603375105339e-01,7.856613854924466844e-01,7.868711549446273379e-01,1.051529151435469656e-01,1.492943247568139231e-01,1.463458019787748643e-01,1.486651390932578476e-01
5.799999999999995381e+00,9.727402754916149030e-01,9.850788794913323265e-01,9.855841366407517290e-01,9.851594837276834715e-01,6.290679826684998366e-01,7.828066065807753882e-01,7.827032660527527552e-01,7.839911284047964557e-01,1.010412419276031787e-01,1.526129110430615166e-01,1.497391516871498240e-01,1.520955302037407531e-01
5.899999999999995026e+00,9.720424923462728239e-01,9.848689340771400458e-01,9.853533584518194832e-01,9.849356135570178639e-01,6.209764461305227190e-01,7.801980613948316101e-01,7.798042129209969975e-01,7.811852386016766570e-01,9.627870300402653625e-02,1.556791485833421695e-01,1.529016328983815176e-01,1.553004220225865095e-01
5.999999999999994671e+00,9.713409452474377481e-01,9.846589886629476540e-01,9.851261052015261033e-01,9.847159613591996985e-01,6.129156443442098645e-01,7.776195224801982775e-01,7.769605898531761756e-01,7.784515328945391666e-01,9.094608909261797658e-02,1.584870290741804966e-01,1.558137761365517293e-01,1.582585617602107475e-01
6.099999999999994316e+00,9.706357504548347448e-01,9.844500429888229931e-01,9.849021039826378887e-01,9.845003151904145877e-01,6.048878632901011354e-01,7.750589873283515452e-01,7.741672849207890117e-01,7.757863508216350512e-01,8.512876292327567485e-02,1.610425608190519109e-01,1.584678599930761933e-01,1.609604383375382586e-01
6.199999999999993960e+00,9.699270318848535188e-01,9.842400975746307124e-01,9.846809739207210699e-01,9.842883629703442772e-01,5.968954453370578506e-01,7.725034532217233130e-01,7.714182762363210877e-01,7.731847321316615007e-01,7.891502007921784301e-02,1.633607645766449179e-01,1.608676432254086131e-01,1.634081533694859423e-01
6.299999999999993605e+00,9.692149179322906427e-01,9.840271529402356832e-01,9.844622668324353176e-01,9.840797268438229439e-01,5.889407493298288720e-01,7.699449184879639807e-01,7.687073041609772117e-01,7.706409169712591378e-01,7.239457021714773566e-02,1.654616680252108396e-01,1.630266088929084312e-01,1.656137964947775321e-01
6.399999999999993250e+00,9.684995383555086157e-01,9.838122088257054143e-01,9.842455122762239217e-01,9.838739995892200607e-01,5.810261072078685141e-01,7.673763816637677593e-01,7.660285568003516454e-01,7.681488599043083676e-01,6.565715209455957879e-02,1.673693043786513013e-01,1.649650486707894270e-01,1.675966381560155538e-01
6.499999999999992895e+00,9.677810216643899510e-01,9.835942654909723970e-01,9.840302608691177122e-01,9.836707773968819124e-01,5.731537828275589108e-01,7.647928417039161486e-01,7.633772763749786527e-01,7.657026831863970040e-01,5.879128203747988057e-02,1.691037013152176249e-01,1.667064797521290997e-01,1.693796228469280352e-01
6.599999999999993427e+00,9.670594932530101051e-01,9.833723231959690114e-01,9.838161204489773715e-01,9.834696842726114996e-01,5.653259368965233289e-01,7.621962990264965487e-01,7.607502077798323770e-01,7.632970095836673075e-01,5.188312506248792672e-02,1.706838851292486192e-01,1.682739671447697483e-01,1.709857333257946976e-01
6.699999999999992184e+00,9.663350743031641210e-01,9.831473816807630994e-01,9.836027811322068937e-01,9.832703849711210697e-01,5.575445998937262893e-01,7.595897542586400597e-01,7.581458350973140359e-01,7.609271384025925178e-01,4.501547275235941864e-02,1.721228738116076518e-01,1.696869115241445569e-01,1.724347889773788223e-01
6.799999999999991829e+00,9.656078812881669915e-01,9.829194409453543280e-01,9.833900272806809228e-01,9.830725854667671237e-01,5.498116529267895736e-01,7.569792086546087706e-01,7.555643832660933201e-01,7.585890564692840954e-01,3.826681287382804886e-02,1.734276770496826769e-01,1.709587623849161686e-01,1.737411428916287026e-01
6.899999999999990585e+00,9.648780257605613642e-01,9.826905004698779367e-01,9.831777365091667331e-01,9.828760221908487971e-01,5.421288149814745827e-01,7.543746643048397926e-01,7.530075958370011646e-01,7.562793041295184926e-01,3.171048175680710873e-02,1.745992962273862636e-01,1.720959467970640533e-01,1.749125715443420326e-01
6.999999999999991118e+00,9.641456140348780846e-01,9.824595605142664168e-01,9.829658677914201448e-01,9.826804432567173286e-01,5.344976341477758464e-01,7.517881237178570819e-01,7.504783308104682193e-01,7.539947405538726111e-01,2.541389938020613068e-02,1.756327244251555675e-01,1.730980950947446362e-01,1.759504397698029299e-01
7.099999999999990763e+00,9.634107463868185617e-01,9.822286205586548968e-01,9.827544421690077581e-01,9.824855863424869495e-01,5.269194802316699011e-01,7.492305891931414497e-01,7.479800404754285426e-01,7.517322690531245133e-01,1.943789597543629788e-02,1.765229547234277718e-01,1.739594320243416925e-01,1.768510098049112800e-01
7.199999999999990408e+00,9.626735154792790405e-01,9.819996800831783945e-01,9.825435203398048545e-01,9.822911585771993970e-01,5.193955366260648576e-01,7.467150634482606630e-01,7.455162146414276991e-01,7.494885893094962448e-01,1.383614504141739664e-02,1.772649802026400601e-01,1.746710212909408089e-01,1.776075832300788027e-01
7.299999999999990052e+00,9.619340038773200874e-01,9.817727390878372429e-01,9.823331814324934852e-01,9.820968235703083637e-01,5.119267902639629275e-01,7.442525487826956443e-01,7.430898680069460971e-01,7.472600385722284466e-01,8.654719311127094528e-03,1.778517911754044223e-01,1.752234329026920168e-01,1.782130473310570562e-01
7.399999999999989697e+00,9.611922807023606241e-01,9.815497970527663485e-01,9.821235066100774125e-01,9.819021996638763738e-01,5.045140196936733767e-01,7.418520470778393605e-01,7.407031418473066786e-01,7.450425688086140807e-01,3.931783251326145118e-03,1.782853904095459963e-01,1.756093640292691882e-01,1.786623587043444927e-01
7.499999999999989342e+00,9.604483976694668801e-01,9.813298542378983136e-01,9.819145699419630224e-01,9.817068717317027904e-01,4.971577825592282673e-01,7.395215600060413008e-01,7.383570697476667943e-01,7.428318839441392374e-01,-3.025707082473623943e-04,1.785667792889773786e-01,1.758257874877188209e-01,1.789545381700528015e-01
7.599999999999988987e+00,9.597023849188824896e-01,9.811159098634355535e-01,9.817064374623701850e-01,9.815104166670188812e-01,4.898584048123469370e-01,7.372660886125199653e-01,7.360515302031597207e-01,7.406237342284236469e-01,-4.026342891996218670e-03,1.787049702689116337e-01,1.758753139507345797e-01,1.790938600399892278e-01
7.699999999999988631e+00,9.589542471666337997e-01,9.809069641893107816e-01,9.814991737462730459e-01,9.813124404229427444e-01,4.826159746424915631e-01,7.350906339424939651e-01,7.337853798673809047e-01,7.384143375967912037e-01,-7.225512118509654254e-03,1.787119799562996159e-01,1.757666088657709180e-01,1.790900730725563383e-01
7.799999999999988276e+00,9.582039607404356785e-01,9.807040169555916176e-01,9.812928539305011411e-01,9.811126224436843568e-01,4.754303442703207150e-01,7.329951959959631891e-01,7.315567345128785037e-01,7.362008748032929928e-01,-9.893800090106728840e-03,1.786038304937423438e-01,1.755138713382861926e-01,1.789576619193157803e-01
7.899999999999987921e+00,9.574514720283640035e-01,9.805060684222103307e-01,9.810875780970496063e-01,9.809107618569979925e-01,4.683011423641192383e-01,7.309787745638838263e-01,7.293633442889900786e-01,7.339819895765684610e-01,-1.203233120848918279e-02,1.783945412560158095e-01,1.751355297310115411e-01,1.787143176777715170e-01
7.999999999999987566e+00,9.566966977530450000e-01,9.803141183292345406e-01,9.808834844645609730e-01,9.807068191122725320e-01,4.612277989430528802e-01,7.290403694372123988e-01,7.272029984176444639e-01,7.317582194364267156e-01,-1.364920551973755961e-02,1.781011357696336561e-01,1.746524148869598725e-01,1.783789092636927087e-01
8.099999999999987210e+00,9.559395273080035782e-01,9.801271669365965167e-01,9.806807579679355236e-01,9.805009469516946519e-01,4.542095833308307795e-01,7.271759797797739955e-01,7.250738933595965996e-01,7.295322879693617590e-01,-1.475900177532278937e-02,1.777376334093717647e-01,1.740857251466940703e-01,1.779693160887228509e-01
8.199999999999986855e+00,9.551798271782462324e-01,9.799452142442964808e-01,9.804796315215158486e-01,9.802935056728893093e-01,4.472456541816445252e-01,7.253816047553939272e-01,7.229749074051811109e-01,7.273092045849293141e-01,-1.538222587771106813e-02,1.773140480143558517e-01,1.734550973747690794e-01,1.775004890734395435e-01
8.299999999999986500e+00,9.544174472414344024e-01,9.797672605122668132e-01,9.802803784477144289e-01,9.800850594365702051e-01,4.403351190173925844e-01,7.236512431098099940e-01,7.209057418091832092e-01,7.250961409177819617e-01,-1.554471774969945139e-02,1.768383906558864405e-01,1.727770534086673360e-01,1.769830537977802598e-01
8.399999999999986144e+00,9.536522285368091989e-01,9.795943054805751338e-01,9.800832960264322935e-01,9.798763526478591057e-01,4.334770993038766229e-01,7.219798937978038067e-01,7.188669110732037737e-01,7.229020808654910146e-01,-1.527702722700391945e-02,1.763146668696138064e-01,1.720640148471682951e-01,1.764226683385214933e-01
8.499999999999985789e+00,9.528840119209964765e-01,9.794243496690860917e-01,9.798886816494541963e-01,9.796682678862600469e-01,4.266707960518286713e-01,7.203595551470257652e-01,7.168595891979198109e-01,7.207372699153766771e-01,-1.461376712376923244e-02,1.757458808072756562e-01,1.713239850719059654e-01,1.758202175939014289e-01
8.599999999999985434e+00,9.521126469216950605e-01,9.792583928178674180e-01,9.796968044030603950e-01,9.794617691463932685e-01,4.199155504128097571e-01,7.187852261122574804e-01,7.148853409888152877e-01,7.186125150115042493e-01,-1.359294937865596596e-02,1.751330338527845309e-01,1.705608985952705436e-01,1.751727875549471958e-01
8.699999999999985079e+00,9.513380000623903321e-01,9.790944354467839839e-01,9.795078758318790380e-01,9.792578359727046600e-01,4.132108938436758749e-01,7.172479048121057632e-01,7.129457845355134937e-01,7.165384053223461391e-01,-1.225530845865843189e-02,1.744761260061404862e-01,1.697755448673187173e-01,1.744752387772763036e-01
8.799999999999984723e+00,9.505599619664572009e-01,9.789344770359706960e-01,9.793220240004300026e-01,9.790573951849774748e-01,4.065565831520294715e-01,7.157405897832647135e-01,7.110422404133273089e-01,7.145245344000300536e-01,-1.064361534480729246e-02,1.737791628029937419e-01,1.689668956039273584e-01,1.737221066907723988e-01
8.899999999999984368e+00,9.497784526513480818e-01,9.787755183652250279e-01,9.791392746986072870e-01,9.788612571541877028e-01,3.999526170426949689e-01,7.142542791443411421e-01,7.091754237971120700e-01,7.125788041329333966e-01,-8.801985768606145760e-03,1.730441470111694080e-01,1.681336098385093625e-01,1.729095102813095197e-01
8.999999999999984013e+00,9.489934245810791591e-01,9.786185591746147105e-01,9.789595427682253881e-01,9.786700629744222724e-01,3.933992325200653117e-01,7.127819714320292599e-01,7.073452277028616786e-01,7.107068807379901543e-01,-6.775188034369661327e-03,1.722780883180555500e-01,1.672754669050509346e-01,1.720367561096730891e-01
9.099999999999983658e+00,9.482048632409422195e-01,9.770549657089157014e-01,9.787826351908160971e-01,9.784842474817010416e-01,3.868968814638761855e-01,6.980788984897844385e-01,7.055506304497877190e-01,7.089118543234167458e-01,-4.607958546991911507e-03,1.653595268661289808e-01,1.663944901643058527e-01,1.711073801253083504e-01
1.009999999999998366e+01,9.401362352187506710e-01,9.756503309139624713e-01,9.770978788310581420e-01,9.768825067943822660e-01,3.248295677802113812e-01,6.865134813175953754e-01,6.890396273370562596e-01,6.943606669406580112e-01,1.614874417621080596e-02,1.619067551355973800e-01,1.581144214739173270e-01,1.614141450812838774e-01
1.109999999999998366e+01,9.317493812273432985e-01,9.745276228180673739e-01,9.755062278218766814e-01,9.754317219378140225e-01,2.682752480065599410e-01,6.791499423379485645e-01,6.748119433612838058e-01,6.821402398616843721e-01,1.968336579441745324e-02,1.622942907097608689e-01,1.528396980966365282e-01,1.550059680708582299e-01
1.209999999999998366e+01,9.230240628339458908e-01,9.733019414952112092e-01,9.740680633726170878e-01,9.739465046729535169e-01,2.173059959605285474e-01,6.705601470707378553e-01,6.627784226860728989e-01,6.706060883368792913e-01,7.386344248555048488e-03,1.650951615132112693e-01,1.517601281471450403e-01,1.523350936200378314e-01
1.309999999999998366e+01,9.139988721501465241e-01,9.715953851998481161e-01,9.727372434359489173e-01,9.724677338348745037e-01,1.720827778114698559e-01,6.584546170149562228e-01,6.525378383451284625e-01,6.601202711041848081e-01,-4.254229375429107070e-03,1.677438219619514226e-01,1.539822365656191572e-01,1.525965020402887118e-01
1.409999999999998366e+01,9.046347055980085150e-01,9.699588107092157463e-01,9.713524730327902645e-01,9.711036151987908482e-01,1.322004182674803852e-01,6.484925349398024119e-01,6.428052578392224881e-01,6.514791952990121038e-01,-5.296179351672555477e-03,1.706268062462322765e-01,1.578765673933938962e-01,1.551539845175933519e-01
1.509999999999998366e+01,8.950054560899070033e-01,9.688001119708876674e-01,9.699046536306953348e-01,9.699927741634399858e-01,9.790032408229445982e-02,6.433374575286234798e-01,6.331191669751643492e-01,6.452089470702977447e-01,1.227883923078607400e-03,1.729039532634100429e-01,1.614988003277402773e-01,1.582621137199289041e-01
1.609999999999998366e+01,8.851697035955625736e-01,9.678743526683063481e-01,9.685939602820882177e-01,9.688782323262420393e-01,6.904842348364144400e-02,6.404738590365386397e-01,6.253312177807692773e-01,6.391423637868600682e-01,6.315537218397260753e-03,1.738282306147095335e-01,1.639188603761669583e-01,1.607783315107419453e-01
1.709999999999998366e+01,8.750609388133304689e-01,9.670085777697798868e-01,9.675243156353604546e-01,9.676703639075242558e-01,4.515513290785077433e-02,6.383004047846000395e-01,6.194609575703238225e-01,6.331851175395163400e-01,5.518121416017393241e-03,1.724393111279788615e-01,1.656225958069016957e-01,1.624543548225795275e-01
1.809999999999998366e+01,8.647536786743826864e-01,9.660728210665227023e-01,9.664924933558181053e-01,9.664691543758563430e-01,2.597569753893013908e-02,6.346796480464417245e-01,6.138021786416801850e-01,6.275879821021440597e-01,1.318655221800112305e-03,1.698627503209435563e-01,1.661435770987815808e-01,1.635618590164265029e-01
1.909999999999998366e+01,8.542354283507541668e-01,9.650180952952233104e-01,9.654329763131744846e-01,9.651901343462331306e-01,1.101714527033488718e-02,6.300526810103310726e-01,6.080901835523416787e-01,6.213508084258989594e-01,-1.243917465045990198e-03,1.667885017093623523e-01,1.660215526950311327e-01,1.639158262345284112e-01
2.009999999999998366e+01,8.436023375140790925e-01,9.639963609461540406e-01,9.642899423918747104e-01,9.639538632327604439e-01,-2.068288969574235835e-04,6.268420099800858791e-01,6.022455499579522087e-01,6.156613449888519440e-01,-5.443950174968178318e-04,1.641818993849499808e-01,1.645520401394834908e-01,1.636202669603099291e-01
2.109999999999998366e+01,8.328404587048350294e-01,9.631895707116150396e-01,9.630173229456563400e-01,9.628972561156139420e-01,-8.264775243194213278e-03,6.258367998911772423e-01,5.962301542804536725e-01,6.112852879942205497e-01,1.525914770538940122e-03,1.631715030171697334e-01,1.621896632273333028e-01,1.626338721323334902e-01
2.209999999999998366e+01,8.220366769229165982e-01,9.624717573430908724e-01,9.617084329249646624e-01,9.619582541998425995e-01,-1.372164929270885438e-02,6.251816629675602810e-01,5.907375377971105790e-01,6.078968967502256238e-01,2.363227105248579245e-03,1.638564496133656789e-01,1.596250855904795818e-01,1.608474912775713639e-01
2.309999999999998366e+01,8.112040658584015462e-01,9.616609681482815031e-01,9.605213092822834087e-01,9.610117848509921457e-01,-1.707499179288330532e-02,6.242884762915449359e-01,5.862413881724503062e-01,6.046173544310767811e-01,1.507424502188962553e-03,1.662127059596362200e-01,1.582479783838380005e-01,1.584771216112001169e-01
