time,C3-_L14_U0.08,C3+_L12_U0.08,C3+_L13_U0.08,C3+_L14_U0.08,C3-_L14_U0.32,C3+_L12_U0.32,C3+_L13_U0.32,C3+_L14_U0.32,C3-_L14_U1.28,C3+_L12_U1.28,C3+_L13_U1.28,C3+_L14_U1.28
9.000000000000000222e-01,9.988368932932906175e-01,9.985485994134380983e-01,9.986392852033680878e-01,9.988297823375525963e-01,9.808096370925567520e-01,9.771817845834206429e-01,9.805347215638301472e-01,9.814735592426393485e-01,7.235192693274554721e-01,6.766355439278656236e-01,7.257898696414489814e-01,7.263371195906472844e-01
1.000000000000000000e+00,9.985910419837089602e-01,9.983005309465413646e-01,9.984050587080525174e-01,9.985956467826897498e-01,9.769167335290409593e-01,9.733051651633652934e-01,9.768009850213360545e-01,9.777634111508025638e-01,6.738326584952943898e-01,6.297094144284697270e-01,6.783377298787576226e-01,6.791187183123423843e-01
1.100000000000000089e+00,9.983298195966974209e-01,9.980464608231872647e-01,9.981619695019566807e-01,9.983525214635321499e-01,9.727958615787506425e-01,9.693516326550996043e-01,9.729363021408392598e-01,9.739216457350807765e-01,6.237365937818479811e-01,5.844254294377904113e-01,6.316496861255520567e-01,6.326684986747007633e-01
1.199999999999999956e+00,9.980544185048767503e-01,9.977903901476808946e-01,9.979132124696251660e-01,9.981036032611847464e-01,9.684682462519088597e-01,9.653681340085702445e-01,9.689929222323475644e-01,9.700000296720117099e-01,5.738348269916314637e-01,5.414916512653114022e-01,5.866049747314168172e-01,5.878585442014139240e-01
1.300000000000000044e+00,9.977656228238477309e-01,9.975333191960981116e-01,9.976617158376690497e-01,9.978518399113254222e-01,9.639482008401846214e-01,9.613956229460708380e-01,9.650186801697323569e-01,9.660460118349791792e-01,5.245884192325445117e-01,5.014351262911136420e-01,5.439087059528993073e-01,5.453872769142834587e-01
1.399999999999999911e+00,9.974638430456304050e-01,9.972792490727441228e-01,9.974100804883457849e-01,9.975998679906711297e-01,9.592437329104538390e-01,9.574710577047934601e-01,9.610560043128439922e-01,9.621017467688043334e-01,4.763371736092692488e-01,4.646148861099776428e-01,5.040871074144590569e-01,5.057750035537609268e-01
1.500000000000000000e+00,9.971491821211364570e-01,9.970281797776187060e-01,9.971605399759578825e-01,9.973499702097246011e-01,9.543576941002676062e-01,9.536234055517265329e-01,9.571412611022180883e-01,9.582034472136783387e-01,4.293290482739889891e-01,4.312319484114602308e-01,4.674945845030186176e-01,4.693712032912294996e-01
1.600000000000000089e+00,9.968215237928085282e-01,9.967831121389503224e-01,9.969149411840657615e-01,9.971040521399993084e-01,9.492893100296097009e-01,9.498766393974806821e-01,9.533044340711724907e-01,9.543810630622854285e-01,3.837522326141694085e-01,4.013573194441110714e-01,4.343301459972155332e-01,4.363711015271981575e-01
1.699999999999999956e+00,9.964806323588950576e-01,9.965440461567393049e-01,9.966747443311277932e-01,9.968636373651980076e-01,9.440358987959589498e-01,9.462477400537391281e-01,9.495691153703141874e-01,9.506582650885641028e-01,3.397649912459720367e-01,3.749529958636359517e-01,4.046602609349270185e-01,4.068385996638386737e-01
1.800000000000000044e+00,9.961262526607556067e-01,9.963119821070615112e-01,9.964410399928662621e-01,9.966298790797714080e-01,9.385945809685093399e-01,9.427476951045318243e-01,9.459527716118852902e-01,9.470526960686357354e-01,2.975194301915480843e-01,3.519029674611365843e-01,3.784450999245894121e-01,3.807325223588463592e-01
1.900000000000001021e+00,9.957581999013883634e-01,9.960879202659934650e-01,9.962145800209818436e-01,9.964035854196930941e-01,9.329638001550368820e-01,9.393844955200623126e-01,9.424672337980569692e-01,9.435764403599866679e-01,2.571767906804734438e-01,3.320362191872884838e-01,3.555653355769156088e-01,3.579333667917502515e-01
