# 1D Hubbard model 
# MCLM for L=20, U/t=1.40, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 228.00402724552086 228.604
5.00000000000000010E-003 77.321964923101760 77.922
1.00000000000000002E-002 1.7547102408364381 2.35471
1.49999999999999994E-002 0.27479894357298601 0.874799
2.00000000000000004E-002 9.72926941977992205E-002 0.697293
2.50000000000000014E-002 3.87712847685498310E-002 0.638771
2.99999999999999989E-002 1.85435099339706227E-002 0.618544
3.50000000000000033E-002 1.19539923774299242E-002 0.611954
4.00000000000000008E-002 9.01202729115038910E-003 0.609012
4.49999999999999983E-002 7.36481763154047710E-003 0.607365
5.00000000000000028E-002 6.97456202077094585E-003 0.606975
5.50000000000000003E-002 7.31307982911167265E-003 0.607313
5.99999999999999978E-002 7.62585455158273223E-003 0.607626
6.50000000000000022E-002 8.23168984159457044E-003 0.608232
7.00000000000000067E-002 9.19851456114635473E-003 0.609199
7.49999999999999972E-002 1.01324676689630768E-002 0.610132
8.00000000000000017E-002 1.14218565303471683E-002 0.611422
8.50000000000000061E-002 1.26422381540783318E-002 0.612642
8.99999999999999967E-002 1.34775002743268563E-002 0.613478
9.50000000000000011E-002 1.49200490141645544E-002 0.61492
0.10000000000000001 1.64226451004327763E-002 0.616423
0.10500000000000000 1.74721780548320847E-002 0.617472
0.11000000000000000 1.93338642921180269E-002 0.619334
0.11500000000000000 2.20229893403311311E-002 0.622023
0.12000000000000000 2.43916480586708478E-002 0.624392
0.12500000000000000 2.75955425962832596E-002 0.627596
0.13000000000000000 3.09736226409049464E-002 0.630974
0.13500000000000001 3.27636760596361626E-002 0.632764
0.14000000000000001 3.45478269806138716E-002 0.634548
0.14499999999999999 3.79906335521035463E-002 0.637991
0.14999999999999999 4.04962418365445026E-002 0.640496
0.15500000000000000 4.28554796461062329E-002 0.642855
0.16000000000000000 4.84423192680016740E-002 0.648442
0.16500000000000001 5.44093460520212388E-002 0.654409
0.17000000000000001 5.81303981326470251E-002 0.65813
0.17500000000000002 6.17296046761750747E-002 0.66173
0.17999999999999999 6.53766814669425878E-002 0.665377
0.18500000000000000 7.01069296219536536E-002 0.670107
0.19000000000000000 7.39921789156831461E-002 0.673992
0.19500000000000001 7.59579022727419062E-002 0.675958
0.20000000000000001 7.89219822744303412E-002 0.678922
0.20500000000000002 8.25001391062445411E-002 0.6825
0.20999999999999999 8.65909510076877942E-002 0.686591
0.21500000000000000 8.79788815726333523E-002 0.687979
0.22000000000000000 8.69931221539302357E-002 0.686993
0.22500000000000001 9.09540988681423052E-002 0.690954
0.23000000000000001 9.54797373329195759E-002 0.69548
0.23500000000000001 9.26485484798323933E-002 0.692649
0.23999999999999999 9.15059796925741797E-002 0.691506
0.24500000000000000 9.61527823398174303E-002 0.696153
0.25000000000000000 9.80447684895417448E-002 0.698045
0.25500000000000000 9.54217409727755456E-002 0.695422
0.26000000000000001 9.56341085808755792E-002 0.695634
0.26500000000000001 9.90220902174886453E-002 0.699022
0.27000000000000002 9.78416869834404235E-002 0.697842
0.27500000000000002 9.12716480490541049E-002 0.691272
0.28000000000000003 9.09867897910610346E-002 0.690987
0.28500000000000003 9.56863030228022743E-002 0.695686
0.28999999999999998 9.80999489569114730E-002 0.6981
0.29499999999999998 9.86078751489640887E-002 0.698608
0.29999999999999999 0.10085165896841980 0.700852
0.30499999999999999 0.10555566934743423 0.705556
0.31000000000000000 0.10832025117783761 0.70832
0.31500000000000000 0.10701262930217464 0.707013
0.32000000000000001 0.10930067208582253 0.709301
0.32500000000000001 0.11482850819570641 0.714829
0.33000000000000002 0.11432889700091052 0.714329
0.33500000000000002 0.11445038482040129 0.71445
0.34000000000000002 0.11555565146626885 0.715556
0.34500000000000003 0.11954332579361897 0.719543
0.35000000000000003 0.12567631380082261 0.725676
0.35499999999999998 0.12816629391716181 0.728166
0.35999999999999999 0.13319051061786769 0.733191
0.36499999999999999 0.13905016897094732 0.73905
0.37000000000000000 0.13805958623192210 0.73806
0.37500000000000000 0.14601643764225078 0.746016
0.38000000000000000 0.15238962103547971 0.75239
0.38500000000000001 0.15000712882824646 0.750007
0.39000000000000001 0.15883935566452320 0.758839
0.39500000000000002 0.16261702299778505 0.762617
0.40000000000000002 0.15825044161099572 0.75825
0.40500000000000003 0.15749880263231850 0.757499
0.41000000000000003 0.15618713692017283 0.756187
0.41500000000000004 0.16269465234278960 0.762695
0.41999999999999998 0.16758249220464944 0.767582
0.42499999999999999 0.16545628400240081 0.765456
0.42999999999999999 0.17008220145607861 0.770082
0.43500000000000000 0.17567471725889588 0.775675
0.44000000000000000 0.17946322593622682 0.779463
0.44500000000000001 0.18290398638044622 0.782904
0.45000000000000001 0.18527416254514184 0.785274
0.45500000000000002 0.18777286669484172 0.787773
0.46000000000000002 0.19489611757887784 0.794896
0.46500000000000002 0.20492619776173923 0.804926
0.47000000000000003 0.21288213855612489 0.812882
0.47500000000000003 0.21551386107221784 0.815514
0.47999999999999998 0.21900598818880671 0.819006
0.48499999999999999 0.21981899228379917 0.819819
0.48999999999999999 0.22843077415270674 0.828431
0.49500000000000000 0.24341156397005836 0.843412
0.50000000000000000 0.23993457163784876 0.839935
0.50500000000000000 0.23449051533264920 0.834491
0.51000000000000001 0.24202670425720968 0.842027
0.51500000000000001 0.24620292884142814 0.846203
0.52000000000000002 0.25240766288292571 0.852408
0.52500000000000002 0.24796561999069050 0.847966
0.53000000000000003 0.23887269522578919 0.838873
0.53500000000000003 0.24229919997454352 0.842299
0.54000000000000004 0.24370075003624966 0.843701
0.54500000000000004 0.23456621227799321 0.834566
0.55000000000000004 0.23057776980503683 0.830578
0.55500000000000005 0.23021044817683886 0.83021
0.56000000000000005 0.23612120179210791 0.836121
0.56500000000000006 0.22983565330628505 0.829836
0.57000000000000006 0.22134109942166288 0.821341
0.57500000000000007 0.22236307254076138 0.822363
0.57999999999999996 0.22853130517855316 0.828531
0.58499999999999996 0.23184808802929124 0.831848
0.58999999999999997 0.22560264810996356 0.825603
0.59499999999999997 0.22272604075268787 0.822726
0.59999999999999998 0.22981980697414181 0.82982
0.60499999999999998 0.23791749329422041 0.837917
0.60999999999999999 0.23206859968901558 0.832069
0.61499999999999999 0.23034670961394407 0.830347
0.62000000000000000 0.24578677058121209 0.845787
0.62500000000000000 0.24594593539178336 0.845946
0.63000000000000000 0.23993218299957156 0.839932
