# 1D Hubbard model 
# MCLM for L=20, U/t=1.35, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 231.67344508755019 232.323
5.00000000000000010E-003 78.413270067371982 79.0633
1.00000000000000002E-002 1.7683927095931564 2.41839
1.49999999999999994E-002 0.28121025217664652 0.93121
2.00000000000000004E-002 9.84015767251368717E-002 0.748402
2.50000000000000014E-002 3.84976901924371506E-002 0.688498
2.99999999999999989E-002 1.88991794569912767E-002 0.668899
3.50000000000000033E-002 1.24958204255360382E-002 0.662496
4.00000000000000008E-002 9.22634650421617908E-003 0.659226
4.49999999999999983E-002 7.39485731429580673E-003 0.657395
5.00000000000000028E-002 7.22454103488066011E-003 0.657225
5.50000000000000003E-002 7.80508419642425046E-003 0.657805
5.99999999999999978E-002 8.00806053362574169E-003 0.658008
6.50000000000000022E-002 8.61492903475210604E-003 0.658615
7.00000000000000067E-002 9.79949157339964072E-003 0.659799
7.49999999999999972E-002 1.07732580887087235E-002 0.660773
8.00000000000000017E-002 1.20315490223829348E-002 0.662032
8.50000000000000061E-002 1.32044895841372176E-002 0.663204
8.99999999999999967E-002 1.39241190279088753E-002 0.663924
9.50000000000000011E-002 1.50566430348754460E-002 0.665057
0.10000000000000001 1.62562081640273276E-002 0.666256
0.10500000000000000 1.80988778303441053E-002 0.668099
0.11000000000000000 2.09440674239835534E-002 0.670944
0.11500000000000000 2.32061064513800104E-002 0.673206
0.12000000000000000 2.61967238736008114E-002 0.676197
0.12500000000000000 2.98883698200153765E-002 0.679888
0.13000000000000000 3.09840636973240380E-002 0.680984
0.13500000000000001 3.32432607174199257E-002 0.683243
0.14000000000000001 3.61356974755189242E-002 0.686136
0.14499999999999999 3.74404122623506821E-002 0.68744
0.14999999999999999 4.13628729532102904E-002 0.691363
0.15500000000000000 4.76788441081057932E-002 0.697679
0.16000000000000000 5.25429865692451786E-002 0.702543
0.16500000000000001 5.72330001926626211E-002 0.707233
0.17000000000000001 6.21728807147302678E-002 0.712173
0.17500000000000002 6.69578017952508209E-002 0.716958
0.17999999999999999 7.08136666386066788E-002 0.720814
0.18500000000000000 7.19537889723586288E-002 0.721954
0.19000000000000000 7.39906112673399535E-002 0.723991
0.19500000000000001 7.64783586234690088E-002 0.726478
0.20000000000000001 8.14199695907511511E-002 0.73142
0.20500000000000002 8.63666012743477679E-002 0.736367
