# 1D Hubbard model 
# MCLM for L=20, U/t=0.85, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 254.55214462491998 255.702
5.00000000000000010E-003 82.569391408405281 83.7194
1.00000000000000002E-002 1.8632957172154612 3.0133
1.49999999999999994E-002 0.29373251234114561 1.44373
2.00000000000000004E-002 0.10527767985196154 1.25528
2.50000000000000014E-002 4.35992191780607621E-002 1.1936
2.99999999999999989E-002 2.21896842913663801E-002 1.17219
3.50000000000000033E-002 1.59293957266893223E-002 1.16593
4.00000000000000008E-002 1.37362481678381370E-002 1.16374
4.49999999999999983E-002 1.22958682042164889E-002 1.1623
5.00000000000000028E-002 1.27050886615188690E-002 1.16271
5.50000000000000003E-002 1.50318122438883265E-002 1.16503
5.99999999999999978E-002 1.67913785023144982E-002 1.16679
6.50000000000000022E-002 1.86177466395555241E-002 1.16862
7.00000000000000067E-002 2.16539288177023045E-002 1.17165
7.49999999999999972E-002 2.35886091139212301E-002 1.17359
8.00000000000000017E-002 2.57287211698903028E-002 1.17573
8.50000000000000061E-002 2.81412147803662659E-002 1.17814
8.99999999999999967E-002 2.98351772548219388E-002 1.17984
9.50000000000000011E-002 3.31816814698537230E-002 1.18318
0.10000000000000001 3.40896169771534932E-002 1.18409
0.10500000000000000 3.23821814185996648E-002 1.18238
0.11000000000000000 3.46289370872554791E-002 1.18463
0.11500000000000000 4.10175046747233707E-002 1.19102
0.12000000000000000 5.04163248958250376E-002 1.20042
0.12500000000000000 5.97509500947118397E-002 1.20975
0.13000000000000000 6.50888254734436067E-002 1.21509
0.13500000000000001 6.79225722159342710E-002 1.21792
0.14000000000000001 6.69297915803774707E-002 1.21693
0.14499999999999999 6.79520935154308142E-002 1.21795
0.14999999999999999 7.49979393144238476E-002 1.225
0.15500000000000000 7.79880633618847408E-002 1.22799
0.16000000000000000 7.82401721184754484E-002 1.22824
0.16500000000000001 7.91201912900916932E-002 1.22912
0.17000000000000001 7.83024173905195187E-002 1.2283
0.17500000000000002 8.29088180085851001E-002 1.23291
0.17999999999999999 8.99310548584194153E-002 1.23993
0.18500000000000000 9.35097587570070249E-002 1.24351
0.19000000000000000 9.48907600283266928E-002 1.24489
0.19500000000000001 9.40153676459155596E-002 1.24402
0.20000000000000001 9.42187631578982332E-002 1.24422
0.20500000000000002 9.74802829863313097E-002 1.24748
0.20999999999999999 0.10043364672122743 1.25043
0.21500000000000000 9.89378615061983768E-002 1.24894
0.22000000000000000 9.39242096171276214E-002 1.24392
0.22500000000000001 9.07205639450702206E-002 1.24072
0.23000000000000001 9.11743260975150932E-002 1.24117
0.23500000000000001 9.09604324583156432E-002 1.24096
0.23999999999999999 9.15019085859847814E-002 1.2415
0.24500000000000000 9.67818634865241362E-002 1.24678
0.25000000000000000 0.10448484282477503 1.25448
0.25500000000000000 0.10963219896757442 1.25963
0.26000000000000001 0.11587778994249330 1.26588
0.26500000000000001 0.12355809515712854 1.27356
0.27000000000000002 0.12511249589640197 1.27511
0.27500000000000002 0.12458800068756216 1.27459
0.28000000000000003 0.12690906316187797 1.27691
0.28500000000000003 0.13379353471574351 1.28379
0.28999999999999998 0.14319631977013800 1.2932
0.29499999999999998 0.15021056363957522 1.30021
0.29999999999999999 0.15878912706239331 1.30879
0.30499999999999999 0.16482115017904492 1.31482
0.31000000000000000 0.17253964333355659 1.32254
0.31500000000000000 0.17814231670637917 1.32814
0.32000000000000001 0.18076388465208634 1.33076
0.32500000000000001 0.18616846495820830 1.33617
0.33000000000000002 0.19337807055093198 1.34338
0.33500000000000002 0.20378097876322174 1.35378
0.34000000000000002 0.21854288547152942 1.36854
0.34500000000000003 0.22789256993616783 1.37789
0.35000000000000003 0.24203258585546911 1.39203
0.35499999999999998 0.24410715842795069 1.39411
0.35999999999999999 0.24455703124872774 1.39456
0.36499999999999999 0.27849997281837624 1.4285
0.37000000000000000 0.32541517043869356 1.47542
0.37500000000000000 0.34993504505729150 1.49994
0.38000000000000000 0.36287194453808364 1.51287
0.38500000000000001 0.37961919859114185 1.52962
0.39000000000000001 0.41552487520935033 1.56552
0.39500000000000002 0.43422744007491065 1.58423
0.40000000000000002 0.45429046815786689 1.60429
0.40500000000000003 0.52272164083755113 1.67272
0.41000000000000003 0.52936297569197743 1.67936
0.41500000000000004 0.49851310603844495 1.64851
0.41999999999999998 0.52822710690615449 1.67823
0.42499999999999999 0.52006605103185599 1.67007
0.42999999999999999 0.49317157615468549 1.64317
0.43500000000000000 0.48681655673015217 1.63682
0.44000000000000000 0.51231898234488937 1.66232
0.44500000000000001 0.58192998805811980 1.73193
0.45000000000000001 0.71330794787152108 1.86331
0.45500000000000002 0.85631255067025047 2.00631
0.46000000000000002 0.93918579921477596 2.08919
0.46500000000000002 0.98709110632321306 2.13709
0.47000000000000003 0.97976854802010138 2.12977
0.47500000000000003 0.96594481175753821 2.11594
0.47999999999999998 0.99167685499419422 2.14168
0.48499999999999999 0.96618876309237089 2.11619
0.48999999999999999 0.79783702874278106 1.94784
0.49500000000000000 0.61954072703366603 1.76954
0.50000000000000000 0.54211795838157706 1.69212
0.50500000000000000 0.51207894211888683 1.66208
0.51000000000000001 0.48822957640480963 1.63823
0.51500000000000001 0.47557400991061133 1.62557
0.52000000000000002 0.47784654568561324 1.62785
0.52500000000000002 0.50673511335488131 1.65674
0.53000000000000003 0.50734816776240066 1.65735
0.53500000000000003 0.50104872873955675 1.65105
0.54000000000000004 0.54356117885829880 1.69356
0.54500000000000004 0.50994683608003022 1.65995
0.55000000000000004 0.44724590651555185 1.59725
0.55500000000000005 0.41725973196905114 1.56726
0.56000000000000005 0.35946990512833665 1.50947
0.56500000000000006 0.34027087701756292 1.49027
0.57000000000000006 0.33236936782285692 1.48237
0.57500000000000007 0.29461765690620140 1.44462
0.57999999999999996 0.27552410596820570 1.42552
0.58499999999999996 0.26365827671185871 1.41366
0.58999999999999997 0.25855206828637883 1.40855
0.59499999999999997 0.27454269179919250 1.42454
0.59999999999999998 0.27202268677702551 1.42202
0.60499999999999998 0.26662967164451384 1.41663
0.60999999999999999 0.26839846292224279 1.4184
0.61499999999999999 0.26222919129388855 1.41223
0.62000000000000000 0.26790632955382027 1.41791
0.62500000000000000 0.26569985844366156 1.4157
0.63000000000000000 0.25568979075821796 1.40569
0.63500000000000001 0.25466695914105619 1.40467
0.64000000000000001 0.23788136441728136 1.38788
0.64500000000000002 0.23253796200352883 1.38254
0.65000000000000002 0.23510410178859001 1.3851
0.65500000000000003 0.22269461498486542 1.37269
0.66000000000000003 0.21833757845886195 1.36834
0.66500000000000004 0.21463067592872376 1.36463
0.67000000000000004 0.20265265781289227 1.35265
0.67500000000000004 0.19921131073398926 1.34921
0.68000000000000005 0.20117334401144890 1.35117
0.68500000000000005 0.19941766978423653 1.34942
0.69000000000000006 0.20383786890848737 1.35384
0.69500000000000006 0.19843005635089805 1.34843
0.70000000000000007 0.18175891512710785 1.33176
0.70499999999999996 0.17898045013997310 1.32898
0.70999999999999996 0.18151897235035019 1.33152
0.71499999999999997 0.17236878762556582 1.32237
0.71999999999999997 0.16936442380640204 1.31936
