# 1D Hubbard model 
# MCLM for L=20, U/t=0.75, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 264.66743141186407 265.917
5.00000000000000010E-003 84.641646423086627 85.8916
1.00000000000000002E-002 1.8835781670831888 3.13358
1.49999999999999994E-002 0.29899680455162775 1.549
2.00000000000000004E-002 0.10753957781130920 1.35754
2.50000000000000014E-002 4.49676320643113206E-002 1.29497
2.99999999999999989E-002 2.32083759946657281E-002 1.27321
3.50000000000000033E-002 1.69876306785353669E-002 1.26699
4.00000000000000008E-002 1.55974386698581168E-002 1.2656
4.49999999999999983E-002 1.56769252229977119E-002 1.26568
5.00000000000000028E-002 1.75309825870317189E-002 1.26753
5.50000000000000003E-002 2.00583921386706734E-002 1.27006
5.99999999999999978E-002 2.15677201554084833E-002 1.27157
6.50000000000000022E-002 2.48312804158347597E-002 1.27483
7.00000000000000067E-002 2.87622206894651428E-002 1.27876
7.49999999999999972E-002 3.05399936190797472E-002 1.28054
8.00000000000000017E-002 3.23162314112340129E-002 1.28232
8.50000000000000061E-002 3.24766749520788225E-002 1.28248
8.99999999999999967E-002 3.14972733497133062E-002 1.2815
9.50000000000000011E-002 3.16052986389780133E-002 1.28161
0.10000000000000001 3.36052752771495294E-002 1.28361
0.10500000000000000 4.14570566999380649E-002 1.29146
0.11000000000000000 5.28411840686668771E-002 1.30284
0.11500000000000000 5.71813771089058204E-002 1.30718
0.12000000000000000 5.94029799575957682E-002 1.3094
0.12500000000000000 5.92731744202203703E-002 1.30927
0.13000000000000000 5.81338690864946356E-002 1.30813
0.13500000000000001 6.16497998365341734E-002 1.31165
0.14000000000000001 6.50052571163157594E-002 1.31501
0.14499999999999999 6.60311439070331851E-002 1.31603
0.14999999999999999 6.90974479378021339E-002 1.3191
0.15500000000000000 7.21083866567171217E-002 1.32211
0.16000000000000000 7.86260364876319728E-002 1.32863
0.16500000000000001 8.87553792366603533E-002 1.33876
0.17000000000000001 9.57757053597958624E-002 1.34578
0.17500000000000002 9.54671289755334995E-002 1.34547
0.17999999999999999 9.37268280040940566E-002 1.34373
0.18500000000000000 9.56236790635492662E-002 1.34562
0.19000000000000000 9.55315181427798393E-002 1.34553
0.19500000000000001 9.24197076616424529E-002 1.34242
0.20000000000000001 9.13880345759890411E-002 1.34139
0.20500000000000002 9.11679640520342560E-002 1.34117
0.20999999999999999 8.91549675437285499E-002 1.33915
0.21500000000000000 8.82924750750023468E-002 1.33829
0.22000000000000000 8.98876813167714256E-002 1.33989
0.22500000000000001 9.52356256475844626E-002 1.34524
0.23000000000000001 0.10056793147436237 1.35057
0.23500000000000001 0.10384013568080101 1.35384
0.23999999999999999 0.10902751651719576 1.35903
0.24500000000000000 0.11742803228758507 1.36743
0.25000000000000000 0.11999206174619133 1.36999
0.25500000000000000 0.12158870505939229 1.37159
0.26000000000000001 0.12731842020327064 1.37732
0.26500000000000001 0.13111312685658544 1.38111
0.27000000000000002 0.13210807984069731 1.38211
0.27500000000000002 0.13892519906749898 1.38893
0.28000000000000003 0.14433100633291882 1.39433
0.28500000000000003 0.14662308702838084 1.39662
0.28999999999999998 0.16003787976262768 1.41004
0.29499999999999998 0.17423818221164003 1.42424
0.29999999999999999 0.17680199849791964 1.4268
0.30499999999999999 0.18276112693858426 1.43276
0.31000000000000000 0.18971303536399745 1.43971
0.31500000000000000 0.20327775266304435 1.45328
0.32000000000000001 0.22286534993683782 1.47287
0.32500000000000001 0.23760704528665944 1.48761
0.33000000000000002 0.26406699370379760 1.51407
0.33500000000000002 0.28743595205880884 1.53744
0.34000000000000002 0.31990366856563740 1.5699
0.34500000000000003 0.38009154053530264 1.63009
0.35000000000000003 0.42645917446551246 1.67646
0.35499999999999998 0.45476369346987472 1.70476
0.35999999999999999 0.50264336982063329 1.75264
0.36499999999999999 0.53554369071449748 1.78554
0.37000000000000000 0.57387588017975844 1.82388
0.37500000000000000 0.62294609064292794 1.87295
0.38000000000000000 0.65209780798590633 1.9021
0.38500000000000001 0.65259054489853363 1.90259
0.39000000000000001 0.62890107775569992 1.8789
0.39500000000000002 0.66132869586392784 1.91133
0.40000000000000002 0.73652458863868442 1.98652
0.40500000000000003 0.93255741742023635 2.18256
0.41000000000000003 1.1936285381651786 2.44363
0.41500000000000004 1.2453191409892022 2.49532
0.41999999999999998 1.1960681731230514 2.44607
0.42499999999999999 1.2136743143173434 2.46367
0.42999999999999999 1.2974947283226719 2.54749
0.43500000000000000 1.0880470857334905 2.33805
0.44000000000000000 0.81063348647163824 2.06063
0.44500000000000001 0.66864799619768023 1.91865
0.45000000000000001 0.60859015996310739 1.85859
0.45500000000000002 0.60451662007779683 1.85452
0.46000000000000002 0.59617916802427751 1.84618
0.46500000000000002 0.58712737139041093 1.83713
0.47000000000000003 0.58336166887530261 1.83336
0.47500000000000003 0.55382802562150324 1.80383
0.47999999999999998 0.53255636965115494 1.78256
0.48499999999999999 0.50370988134155559 1.75371
0.48999999999999999 0.46398398028432075 1.71398
0.49500000000000000 0.43740371032337588 1.6874
0.50000000000000000 0.39374966927528998 1.64375
0.50500000000000000 0.36642264761465115 1.61642
0.51000000000000001 0.30475752742278445 1.55476
0.51500000000000001 0.25761882384504581 1.50762
0.52000000000000002 0.26645084667259972 1.51645
0.52500000000000002 0.27573334338499011 1.52573
0.53000000000000003 0.26121104033217479 1.51121
0.53500000000000003 0.26330417843155707 1.5133
0.54000000000000004 0.24797672555014402 1.49798
0.54500000000000004 0.23530349502051687 1.4853
0.55000000000000004 0.23763245498954300 1.48763
0.55500000000000005 0.22327201403209912 1.47327
0.56000000000000005 0.21654792768577399 1.46655
0.56500000000000006 0.21121614031771560 1.46122
0.57000000000000006 0.19913391884052220 1.44913
0.57500000000000007 0.19418642953652743 1.44419
0.57999999999999996 0.18462154051894270 1.43462
0.58499999999999996 0.18470655601076094 1.43471
0.58999999999999997 0.18555424264369855 1.43555
0.59499999999999997 0.17913344521228319 1.42913
0.59999999999999998 0.18878219595143217 1.43878
0.60499999999999998 0.18801522263629350 1.43802
0.60999999999999999 0.17779922976702200 1.4278
0.61499999999999999 0.17671794287286188 1.42672
0.62000000000000000 0.17232286864266522 1.42232
0.62500000000000000 0.17246390483735161 1.42246
0.63000000000000000 0.17033199742065203 1.42033
0.63500000000000001 0.16313046368470308 1.41313
0.64000000000000001 0.15736143669195596 1.40736
0.64500000000000002 0.15277211751120795 1.40277
0.65000000000000002 0.14749700130559418 1.3975
0.65500000000000003 0.14247846955211008 1.39248
0.66000000000000003 0.13859163160523713 1.38859
0.66500000000000004 0.13693554898982863 1.38694
0.67000000000000004 0.13344991022104055 1.38345
0.67500000000000004 0.13171405846979714 1.38171
0.68000000000000005 0.12810058672997757 1.3781
0.68500000000000005 0.12134818202008635 1.37135
0.69000000000000006 0.12212595951862595 1.37213
0.69500000000000006 0.12124194720204966 1.37124
0.70000000000000007 0.11745525602158083 1.36746
0.70499999999999996 0.11466211420237561 1.36466
0.70999999999999996 0.11096531472567907 1.36097
0.71499999999999997 0.10970355235975002 1.3597
0.71999999999999997 0.10896198938111726 1.35896
0.72499999999999998 0.10711397914078534 1.35711
0.72999999999999998 0.10664020332688327 1.35664
0.73499999999999999 0.10554373330593411 1.35554
0.73999999999999999 0.10564987216552180 1.35565
0.74500000000000000 0.10549276924023843 1.35549
0.75000000000000000 0.10469553971145241 1.3547
0.75500000000000000 0.10691061525428751 1.35691
0.76000000000000001 0.10724574950156553 1.35725
0.76500000000000001 0.10512326482413080 1.35512
0.77000000000000002 0.10578133709643420 1.35578
0.77500000000000002 0.10750061229612422 1.3575
0.78000000000000003 0.10879382735209930 1.35879
0.78500000000000003 0.10894984074050146 1.35895
0.79000000000000004 0.10802003076818974 1.35802
0.79500000000000004 0.10794226888576063 1.35794
0.80000000000000004 0.11006991846175476 1.36007
0.80500000000000005 0.11108633978416438 1.36109
0.81000000000000005 0.11048706134816051 1.36049
0.81500000000000006 0.10969055386340991 1.35969
0.82000000000000006 0.10851313119170411 1.35851
0.82500000000000007 0.10869948263485428 1.3587
0.83000000000000007 0.11004127810715582 1.36004
0.83499999999999996 0.10714312046207615 1.35714
0.83999999999999997 0.10511663662976865 1.35512
0.84499999999999997 0.10486719474735275 1.35487
0.84999999999999998 0.10308414532230334 1.35308
0.85499999999999998 0.10329040976982463 1.35329
0.85999999999999999 0.10218487237399246 1.35218
0.86499999999999999 9.90699991047520462E-002 1.34907
0.87000000000000000 0.10045272206734904 1.35045
0.87500000000000000 0.10069183377080024 1.35069
0.88000000000000000 9.74025809021768357E-002 1.3474
0.88500000000000001 9.38514668356603271E-002 1.34385
0.89000000000000001 9.43865721896557930E-002 1.34439
0.89500000000000002 9.62323258159070438E-002 1.34623
0.90000000000000002 9.11695843111063747E-002 1.34117
0.90500000000000003 9.08345512420221102E-002 1.34083
0.91000000000000003 9.37365680008211549E-002 1.34374
0.91500000000000004 8.96806929952074505E-002 1.33968
0.92000000000000004 8.81344274870117933E-002 1.33813
0.92500000000000004 8.86895620310505228E-002 1.33869
0.93000000000000005 8.89970602348585382E-002 1.339
0.93500000000000005 9.11090696521585364E-002 1.34111
0.94000000000000006 9.09632782390248223E-002 1.34096
0.94500000000000006 9.09729708750790372E-002 1.34097
0.95000000000000007 8.98227059836408659E-002 1.33982
0.95500000000000007 8.87845421628696702E-002 1.33878
0.95999999999999996 9.16693959490439830E-002 1.34167
0.96499999999999997 9.09410256158110358E-002 1.34094
0.96999999999999997 8.82284234714694054E-002 1.33823
0.97499999999999998 9.07043390279319989E-002 1.3407
0.97999999999999998 9.22346232647066472E-002 1.34223
0.98499999999999999 9.11002340903428465E-002 1.3411
0.98999999999999999 8.92606623062991988E-002 1.33926
0.99500000000000000 8.99382730813551162E-002 1.33994
1.0000000000000000 9.21616589115735324E-002 1.34216
1.0050000000000001 9.11708432503126331E-002 1.34117
1.0100000000000000 9.12886462328965781E-002 1.34129
1.0150000000000001 9.03951068237446448E-002 1.3404
1.0200000000000000 8.77088954033623525E-002 1.33771
1.0249999999999999 8.78813046177999296E-002 1.33788
1.0300000000000000 8.63347146392187126E-002 1.33633
1.0349999999999999 8.47559097822864621E-002 1.33476
1.0400000000000000 8.43872357547243435E-002 1.33439
1.0449999999999999 8.31822638094678185E-002 1.33318
1.0500000000000000 8.20195102144148092E-002 1.33202
1.0549999999999999 8.10818902302619798E-002 1.33108
1.0600000000000001 8.14729341374060001E-002 1.33147
1.0649999999999999 8.01989704268290526E-002 1.3302
1.0700000000000001 7.98467090692164261E-002 1.32985
1.0750000000000000 8.15426827305859581E-002 1.33154
1.0800000000000001 7.87505559479827755E-002 1.32875
1.0850000000000000 7.76532128509435926E-002 1.32765
1.0900000000000001 7.86678735154550252E-002 1.32867
1.0950000000000000 7.73212806750880194E-002 1.32732
1.1000000000000001 7.67863380503295972E-002 1.32679
1.1050000000000000 7.46688767595776320E-002 1.32467
1.1100000000000001 7.38721967743631441E-002 1.32387
1.1150000000000000 7.59274667931895408E-002 1.32593
1.1200000000000001 7.36080504272835501E-002 1.32361
1.1250000000000000 7.28721632264584251E-002 1.32287
1.1300000000000001 7.25601503345581489E-002 1.32256
1.1350000000000000 7.20582166897262427E-002 1.32206
1.1400000000000001 7.40336430432183695E-002 1.32403
1.1450000000000000 7.15825537211622343E-002 1.32158
1.1500000000000001 7.06302416174257736E-002 1.32063
1.1550000000000000 7.25522760634231545E-002 1.32255
1.1599999999999999 6.98086737284044634E-002 1.31981
1.1650000000000000 6.93598815678617836E-002 1.31936
1.1699999999999999 6.99966151157386807E-002 1.32
1.1750000000000000 6.93678914845130279E-002 1.31937
1.1799999999999999 6.92260663028617662E-002 1.31923
1.1850000000000001 6.74185769669774088E-002 1.31742
1.1899999999999999 6.80247409563041333E-002 1.31802
1.1950000000000001 6.78049765370679625E-002 1.3178
1.2000000000000000 6.64930239872878331E-002 1.31649
1.2050000000000001 6.62755876945068656E-002 1.31628
1.2100000000000000 6.54825016628614032E-002 1.31548
1.2150000000000001 6.54307031327133193E-002 1.31543
1.2200000000000000 6.51950655285808839E-002 1.3152
1.2250000000000001 6.44611171268404670E-002 1.31446
1.2300000000000000 6.34627951435753068E-002 1.31346
1.2350000000000001 6.01955227196328130E-002 1.3102
1.2400000000000000 6.06905639726660617E-002 1.31069
1.2450000000000001 6.11144597131823217E-002 1.31111
1.2500000000000000 5.98274126255902219E-002 1.30983
1.2550000000000001 6.12692557056461612E-002 1.31127
1.2600000000000000 6.00882187012757585E-002 1.31009
1.2650000000000001 5.90375953259751965E-002 1.30904
1.2700000000000000 5.91553115772115515E-002 1.30916
1.2750000000000001 5.74533553160350152E-002 1.30745
1.2800000000000000 5.81895525996116575E-002 1.30819
1.2849999999999999 5.78626846144313645E-002 1.30786
1.2900000000000000 5.57851716820580087E-002 1.30579
1.2949999999999999 5.57896468667642420E-002 1.30579
1.3000000000000000 5.43255783694321787E-002 1.30433
1.3049999999999999 5.45342144245147473E-002 1.30453
1.3100000000000001 5.41631577500423858E-002 1.30416
1.3149999999999999 5.17687169360314808E-002 1.30177
1.3200000000000001 5.24825919279718611E-002 1.30248
1.3250000000000000 5.16267297528865202E-002 1.30163
1.3300000000000001 5.05546729376765841E-002 1.30055
1.3350000000000000 5.02985042272884736E-002 1.3003
1.3400000000000001 4.78962416595603846E-002 1.2979
1.3450000000000000 4.78892969563921300E-002 1.29789
1.3500000000000001 4.71213478410435760E-002 1.29712
1.3550000000000000 4.50533078221463726E-002 1.29505
1.3600000000000001 4.52759313907697553E-002 1.29528
1.3650000000000000 4.41147310672773407E-002 1.29411
1.3700000000000001 4.27786625189437025E-002 1.29278
1.3750000000000000 4.23118202252469669E-002 1.29231
1.3800000000000001 4.14387212066669869E-002 1.29144
1.3850000000000000 4.12678854303037829E-002 1.29127
1.3900000000000001 4.02280559518429781E-002 1.29023
1.3950000000000000 3.94352323464373031E-002 1.28944
1.4000000000000001 3.83278493672666240E-002 1.28833
1.4050000000000000 3.64901170645567721E-002 1.28649
1.4099999999999999 3.59887466991904159E-002 1.28599
1.4150000000000000 3.50017000159362143E-002 1.285
1.4199999999999999 3.42117198238561931E-002 1.28421
1.4250000000000000 3.38601923091900875E-002 1.28386
1.4299999999999999 3.25187203444473813E-002 1.28252
1.4350000000000001 3.14238171310269182E-002 1.28142
1.4399999999999999 3.07801475897694285E-002 1.28078
1.4450000000000001 3.00286147550177795E-002 1.28003
1.4500000000000000 2.98127005963133261E-002 1.27981
1.4550000000000001 2.87252679800056587E-002 1.27873
1.4600000000000000 2.78451859478019911E-002 1.27785
1.4650000000000001 2.80482851047331103E-002 1.27805
1.4700000000000000 2.76124802278350234E-002 1.27761
1.4750000000000001 2.68890910949597731E-002 1.27689
1.4800000000000000 2.65566337816602605E-002 1.27656
1.4850000000000001 2.57517117719705431E-002 1.27575
1.4900000000000000 2.57088601050341516E-002 1.27571
1.4950000000000001 2.59211427590453972E-002 1.27592
1.5000000000000000 2.54555428236196597E-002 1.27546
