# XXZ spin chain 
# ED for L=20, Delta=0.550
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

8.8499999999999995E-002 4.0715510480836249E-002 0.940716
8.8999999999999996E-002 4.1534945788734540E-002 0.941535
8.9499999999999996E-002 4.3677643511748188E-002 0.943678
8.9999999999999997E-002 4.3940742942155185E-002 0.943941
9.0499999999999997E-002 4.7693043208331343E-002 0.947693
9.0999999999999998E-002 4.4804860106867780E-002 0.944805
9.1499999999999998E-002 4.5670850747800425E-002 0.945671
9.1999999999999998E-002 4.8994332913744221E-002 0.948994
9.2499999999999999E-002 4.7723792292916574E-002 0.947724
9.2999999999999999E-002 4.6412914987935094E-002 0.946413
9.3500000000000000E-002 5.0027623807136386E-002 0.950028
9.4000000000000000E-002 4.7684290692401925E-002 0.947684
9.4500000000000001E-002 5.1873327377577071E-002 0.951873
9.5000000000000001E-002 4.1667184206354735E-002 0.941667
9.5500000000000002E-002 5.1436071332822443E-002 0.951436
9.6000000000000002E-002 4.8722007274286709E-002 0.948722
9.6500000000000002E-002 5.2448138414518508E-002 0.952448
9.7000000000000003E-002 5.0414391464477425E-002 0.950414
9.7500000000000003E-002 5.1294556040035293E-002 0.951295
9.8000000000000004E-002 4.8596907120316564E-002 0.948597
9.8500000000000004E-002 5.7384412405577241E-002 0.957384
9.9000000000000005E-002 5.5482816519863906E-002 0.955483
9.9500000000000005E-002 5.7537100408406726E-002 0.957537
0.10000000000000001 5.6773266383678675E-002 0.956773
0.10050000000000001 6.0861390199822382E-002 0.960861
0.10100000000000001 5.7797252824303674E-002 0.957797
0.10150000000000001 5.6203709510785696E-002 0.956204
0.10200000000000001 5.8650461031877647E-002 0.95865
0.10250000000000001 6.2651326422719880E-002 0.962651
0.10300000000000001 5.4842935351638318E-002 0.954843
0.10350000000000001 5.9053630410703939E-002 0.959054
0.10400000000000001 7.3137731062514241E-002 0.973138
0.10450000000000000 6.1718128244166080E-002 0.961718
0.10500000000000000 5.6319469385984519E-002 0.956319
0.10550000000000000 6.8988104336755410E-002 0.968988
0.10600000000000000 6.0651673984272486E-002 0.960652
0.10650000000000000 6.9146024309243451E-002 0.969146
0.10700000000000000 6.6411639628982375E-002 0.966412
0.10750000000000000 6.2529948949215181E-002 0.96253
0.10800000000000000 6.9391524599060991E-002 0.969392
0.10850000000000000 6.0478881245956455E-002 0.960479
0.10900000000000000 6.3031541710380362E-002 0.963032
0.10950000000000000 7.2746348461121144E-002 0.972746
0.11000000000000000 7.3082086595428308E-002 0.973082
0.11050000000000000 6.6919154905284411E-002 0.966919
0.11100000000000000 6.7280939443928614E-002 0.967281
0.11150000000000000 6.8575710779841731E-002 0.968576
0.11200000000000000 7.3430090873510781E-002 0.97343
0.11250000000000000 6.6749986056580737E-002 0.96675
0.11300000000000000 7.0003207510304769E-002 0.970003
0.11350000000000000 6.5527774074818940E-002 0.965528
0.11400000000000000 6.6746414109406807E-002 0.966746
0.11450000000000000 8.0858570812227193E-002 0.980859
0.11500000000000000 7.3706821035317102E-002 0.973707
0.11550000000000001 7.5762948505748828E-002 0.975763
0.11600000000000001 7.9269688987364528E-002 0.97927
0.11650000000000001 8.1901430987287638E-002 0.981901
0.11700000000000001 7.6505494287160081E-002 0.976505
0.11750000000000001 7.4716396527416865E-002 0.974716
0.11800000000000001 7.0948442993094718E-002 0.970948
0.11850000000000001 8.0280572053537072E-002 0.980281
0.11900000000000001 6.9631628484377400E-002 0.969632
0.11950000000000001 7.3223700646528056E-002 0.973224
0.12000000000000000 7.2114175128327559E-002 0.972114
0.12050000000000000 7.7478814751700875E-002 0.977479
0.12100000000000000 9.3047680428595236E-002 0.993048
0.12150000000000000 7.1109188186328512E-002 0.971109
0.12200000000000000 7.2879040403373938E-002 0.972879
0.12250000000000000 8.4581290537382642E-002 0.984581
0.12300000000000000 8.9259521982990100E-002 0.98926
0.12350000000000000 8.2015763697541322E-002 0.982016
0.12400000000000000 8.1715930326416372E-002 0.981716
0.12450000000000000 8.5826094639898917E-002 0.985826
0.12500000000000000 8.6859448493353433E-002 0.986859
0.12550000000000000 8.8881632091151741E-002 0.988882
0.12600000000000000 8.8120782625434227E-002 0.988121
0.12650000000000000 8.5636350525760394E-002 0.985636
0.12700000000000000 8.0399972217594609E-002 0.9804
0.12750000000000000 9.1903852415339590E-002 0.991904
0.12800000000000000 8.7248631879088975E-002 0.987249
0.12850000000000000 9.2381583951258978E-002 0.992382
0.12900000000000000 8.1256529179144707E-002 0.981257
0.12950000000000000 9.0310279374746741E-002 0.99031
0.13000000000000000 7.9630100883529828E-002 0.97963
0.13050000000000000 8.9735110912371560E-002 0.989735
0.13100000000000001 9.1179005347307635E-002 0.991179
0.13150000000000001 8.4667473181208985E-002 0.984667
0.13200000000000001 6.9350622774099729E-002 0.969351
0.13250000000000001 7.9147000335417161E-002 0.979147
0.13300000000000001 8.8629734972596033E-002 0.98863
0.13350000000000001 9.7005181866740967E-002 0.997005
0.13400000000000001 9.2085011789532711E-002 0.992085
0.13450000000000001 8.7226924724307195E-002 0.987227
0.13500000000000001 7.9604345636752324E-002 0.979604
0.13550000000000001 8.7096882878191659E-002 0.987097
0.13600000000000001 7.7855063856266865E-002 0.977855
0.13650000000000001 8.8812348641950381E-002 0.988812
0.13700000000000001 9.2934893298472696E-002 0.992935
0.13750000000000001 7.8102180187692813E-002 0.978102
0.13800000000000001 8.9895842664555151E-002 0.989896
0.13850000000000001 8.4665593269848627E-002 0.984666
0.13900000000000001 9.2406503108861435E-002 0.992407
0.13950000000000001 8.3761345373824236E-002 0.983761
0.14000000000000001 8.6584224645524829E-002 0.986584
0.14050000000000001 7.9669855666050268E-002 0.97967
0.14100000000000001 8.7357875760635681E-002 0.987358
0.14150000000000001 7.9044563686219704E-002 0.979045
0.14200000000000002 8.5364358887070932E-002 0.985364
0.14250000000000002 8.2770568992055857E-002 0.982771
0.14300000000000002 8.5862884533786432E-002 0.985863
0.14350000000000002 7.8027569625097215E-002 0.978028
0.14400000000000002 0.10455990406683356 1.00456
0.14449999999999999 0.10405805289285479 1.00406
0.14499999999999999 9.8253772824014846E-002 0.998254
0.14549999999999999 9.3103331391355279E-002 0.993103
0.14599999999999999 0.10123445047208290 1.00123
0.14649999999999999 8.7543416397060342E-002 0.987543
0.14699999999999999 9.1621037491783117E-002 0.991621
0.14749999999999999 7.6281112817158214E-002 0.976281
0.14799999999999999 9.3799865295825693E-002 0.9938
0.14849999999999999 9.2389919183129554E-002 0.99239
0.14899999999999999 0.10829735075259053 1.0083
0.14949999999999999 9.4662872777006399E-002 0.994663
0.14999999999999999 9.6995511250240959E-002 0.996996
0.15049999999999999 9.4172430626625850E-002 0.994172
0.15100000000000000 9.2301417857510892E-002 0.992301
0.15150000000000000 9.2904382644293376E-002 0.992904
0.15200000000000000 9.6834437406501397E-002 0.996834
0.15250000000000000 9.2459653702176015E-002 0.99246
0.15300000000000000 8.3834725723156062E-002 0.983835
0.15350000000000000 9.2695891846675788E-002 0.992696
0.15400000000000000 8.1676802452580410E-002 0.981677
0.15450000000000000 0.10975537904261584 1.00976
0.15500000000000000 8.4695075079503301E-002 0.984695
0.15550000000000000 0.10212619102805998 1.00213
0.15600000000000000 8.3842348838271061E-002 0.983842
0.15650000000000000 9.0196931383745654E-002 0.990197
0.15700000000000000 9.4029281140029980E-002 0.994029
0.15750000000000000 9.6336955402097205E-002 0.996337
0.15800000000000000 8.7083752546052856E-002 0.987084
0.15850000000000000 8.5280243560428126E-002 0.98528
0.15900000000000000 9.6400349323305379E-002 0.9964
0.15950000000000000 9.1201166631906236E-002 0.991201
0.16000000000000000 9.5181040656112367E-002 0.995181
0.16050000000000000 0.10415944404778572 1.00416
0.16100000000000000 0.12023490246431821 1.02023
0.16150000000000000 0.10718275689274859 1.00718
0.16200000000000001 0.12744442353445962 1.02744
0.16250000000000001 9.4335058335892022E-002 0.994335
0.16300000000000001 8.5134897732993889E-002 0.985135
0.16350000000000001 0.10224583957107616 1.00225
0.16400000000000001 0.10513705723308465 1.00514
0.16450000000000001 9.6800503100418586E-002 0.996801
0.16500000000000001 0.10900096015871356 1.009
0.16550000000000001 9.8422021009341193E-002 0.998422
0.16600000000000001 0.11246750990543680 1.01247
0.16650000000000001 0.11288635815780884 1.01289
0.16700000000000001 0.10682343343584400 1.00682
0.16750000000000001 0.10733511546672410 1.00734
0.16800000000000001 0.11025210951910464 1.01025
0.16850000000000001 0.10286777830206488 1.00287
0.16900000000000001 0.12020102094688996 1.0202
0.16950000000000001 9.9328176391601561E-002 0.999328
0.17000000000000001 9.4230372079792193E-002 0.99423
0.17050000000000001 9.4051076015652921E-002 0.994051
0.17100000000000001 0.11999068456426432 1.01999
0.17150000000000001 0.10617195452950946 1.00617
0.17200000000000001 0.11570798410716976 1.01571
0.17250000000000001 0.10336097834931875 1.00336
0.17300000000000001 0.11608228393791729 1.01608
0.17350000000000002 0.12689768336384011 1.0269
0.17400000000000002 0.12628665652086168 1.02629
0.17450000000000002 0.13505596276864540 1.03506
0.17500000000000002 0.10642323128934505 1.00642
0.17550000000000002 0.10547525552841361 1.00548
0.17599999999999999 0.10408531959398262 1.00409
0.17649999999999999 0.11090548207226521 1.01091
0.17699999999999999 8.9923366901096743E-002 0.989923
0.17749999999999999 0.11635872790652961 1.01636
0.17799999999999999 0.12047362186290278 1.02047
0.17849999999999999 0.11486135137272767 1.01486
0.17899999999999999 0.12223849310437473 1.02224
0.17949999999999999 0.10404939381008145 1.00405
0.17999999999999999 0.11466201798866323 1.01466
0.18049999999999999 0.10417576450321535 1.00418
0.18099999999999999 0.12711428762639385 1.02711
0.18149999999999999 0.11814974743582446 1.01815
0.18200000000000000 0.12269925257902591 1.0227
0.18250000000000000 9.3176408953471623E-002 0.993176
0.18300000000000000 0.11535554603946369 1.01536
0.18350000000000000 0.10848168141857342 1.00848
0.18400000000000000 0.13413726747958243 1.03414
0.18450000000000000 0.13215745358708086 1.03216
0.18500000000000000 0.11811784136276396 1.01812
0.18550000000000000 0.11222051999455594 1.01222
0.18600000000000000 0.10487993167698359 1.00488
0.18650000000000000 0.13158540479717645 1.03159
0.18700000000000000 0.13529502796196224 1.0353
0.18750000000000000 0.11063768858378525 1.01064
0.18800000000000000 0.11832134917860307 1.01832
0.18850000000000000 0.12049793253666168 1.0205
0.18900000000000000 0.11920087791523949 1.0192
0.18950000000000000 0.14294261193611271 1.04294
0.19000000000000000 0.11308188839266571 1.01308
0.19050000000000000 0.10433569977468192 1.00434
0.19100000000000000 0.11954958767802128 1.01955
0.19150000000000000 0.11863248752854075 1.01863
0.19200000000000000 9.6768806031643187E-002 0.996769
0.19250000000000000 0.12029384991496724 1.02029
0.19300000000000000 0.11992355648346689 1.01992
0.19350000000000001 0.11243791595376104 1.01244
0.19400000000000001 0.10077589921334748 1.00078
0.19450000000000001 0.12055113830549623 1.02055
0.19500000000000001 0.10570610358768730 1.00571
0.19550000000000001 0.13439550662265348 1.0344
0.19600000000000001 0.12144244847178465 1.02144
0.19650000000000001 0.14598174070222930 1.04598
0.19700000000000001 0.11093879675327699 1.01094
0.19750000000000001 0.11827312928963755 1.01827
0.19800000000000001 0.14471704097458704 1.04472
0.19850000000000001 0.11245165775112931 1.01245
0.19900000000000001 0.12885717318475473 1.02886
0.19950000000000001 0.11967043286132149 1.01967
0.20000000000000001 0.13662286626011122 1.03662
0.20050000000000001 0.13592724918275412 1.03593
0.20100000000000001 0.14983032991976697 1.04983
0.20150000000000001 0.12866598131085963 1.02867
0.20200000000000001 0.11471146118540673 1.01471
0.20250000000000001 0.13839332839740207 1.03839
0.20300000000000001 0.12312673684780910 1.02313
0.20350000000000001 0.14537856569378454 1.04538
0.20400000000000001 0.11748844861194575 1.01749
0.20450000000000002 0.10304622774425541 1.00305
0.20500000000000002 0.13851893308246602 1.03852
0.20550000000000002 0.11814682119405570 1.01815
0.20600000000000002 0.12982438847226740 1.02982
0.20650000000000002 0.13276910673288600 1.03277
0.20700000000000002 0.12687560494684022 1.02688
0.20750000000000002 0.12730265523689890 1.0273
0.20800000000000002 0.12702619904289048 1.02703
0.20849999999999999 0.15311176287355369 1.05311
0.20899999999999999 0.13137315170358804 1.03137
0.20949999999999999 0.13305380856934856 1.03305
0.20999999999999999 0.15434754018938218 1.05435
0.21049999999999999 0.14071447506256157 1.04071
0.21099999999999999 0.11626180725336970 1.01626
0.21149999999999999 0.14194916913342551 1.04195
0.21199999999999999 0.15098341914812405 1.05098
0.21249999999999999 0.13790647507429421 1.03791
0.21299999999999999 0.13239356227826163 1.03239
0.21350000000000000 0.12915696381075617 1.02916
0.21400000000000000 0.12979789618972951 1.0298
0.21450000000000000 0.10225169008407481 1.00225
0.21500000000000000 0.14409695102985942 1.0441
0.21550000000000000 0.13222426810011001 1.03222
0.21600000000000000 0.13311954326777883 1.03312
0.21650000000000000 0.14619531949302345 1.0462
0.21700000000000000 0.10581506652576245 1.00582
0.21750000000000000 0.14112232465703489 1.04112
0.21800000000000000 0.12279119341251551 1.02279
0.21850000000000000 0.13158787438756017 1.03159
0.21900000000000000 0.14620142636777902 1.0462
0.21950000000000000 0.12074385004588797 1.02074
0.22000000000000000 0.14904870826314021 1.04905
0.22050000000000000 0.13002332237323849 1.03002
0.22100000000000000 0.14135788626395965 1.04136
0.22150000000000000 0.13331906031102075 1.03332
0.22200000000000000 0.14538196409879622 1.04538
0.22250000000000000 0.12707672188676547 1.02708
0.22300000000000000 0.15074340507970341 1.05074
0.22350000000000000 0.15867018645247108 1.05867
0.22400000000000000 0.13018773872368475 1.03019
0.22450000000000001 0.13316802187970753 1.03317
0.22500000000000001 0.12459568370904706 1.0246
0.22550000000000001 0.14431413664663742 1.04431
0.22600000000000001 0.13324695954464222 1.03325
0.22650000000000001 0.14033080062248274 1.04033
0.22700000000000001 0.14657342703824255 1.04657
0.22750000000000001 0.13536810130715962 1.03537
0.22800000000000001 0.14880041787647505 1.0488
0.22850000000000001 0.14757589539336352 1.04758
0.22900000000000001 0.12466314431253959 1.02466
0.22950000000000001 0.13628097875656708 1.03628
0.23000000000000001 0.15604877170189341 1.05605
0.23050000000000001 0.12755899108067612 1.02756
0.23100000000000001 0.15255823225566978 1.05256
0.23150000000000001 0.13511311877390630 1.03511
0.23200000000000001 0.13006811356959533 1.03007
0.23250000000000001 0.15225115452553573 1.05225
0.23300000000000001 0.12707938581215994 1.02708
0.23350000000000001 0.13653452658797088 1.03653
0.23400000000000001 0.12560244313606417 1.0256
0.23450000000000001 0.15394409852395788 1.05394
0.23500000000000001 0.13854925734535639 1.03855
0.23550000000000001 0.14827369488890199 1.04827
0.23600000000000002 0.12581359101734824 1.02581
0.23650000000000002 0.14074702904809583 1.04075
0.23700000000000002 0.13249822046417281 1.0325
0.23750000000000002 0.15448062912973715 1.05448
0.23800000000000002 0.12795424435447605 1.02795
0.23850000000000002 0.15056036006330925 1.05056
0.23900000000000002 0.14580351795682775 1.0458
0.23950000000000002 0.12959308456625129 1.02959
0.23999999999999999 0.12998520765244997 1.02999
0.24049999999999999 0.15498128292786312 1.05498
0.24099999999999999 0.13420066626061375 1.0342
0.24149999999999999 0.12952419424219744 1.02952
0.24199999999999999 0.15098584674568541 1.05099
0.24249999999999999 0.13311690009208668 1.03312
0.24299999999999999 0.15069486190796813 1.05069
0.24349999999999999 0.16370956625152336 1.06371
0.24399999999999999 0.12705420964971745 1.02705
0.24450000000000000 0.14621354420700980 1.04621
0.24500000000000000 0.16087207465524667 1.06087
0.24550000000000000 0.13510366997709139 1.0351
0.24600000000000000 0.15312957231645416 1.05313
0.24650000000000000 0.13412609830906380 1.03413
0.24700000000000000 0.16601103466009698 1.06601
0.24750000000000000 0.15838203417727040 1.05838
0.24800000000000000 0.12786255481912465 1.02786
0.24850000000000000 0.15103763459775152 1.05104
0.24900000000000000 0.15369233160286738 1.05369
0.24950000000000000 0.13227452917906313 1.03227
0.25000000000000000 0.13895674092707941 1.03896
0.25050000000000000 0.14802116623272485 1.04802
0.25100000000000000 0.15113286237455484 1.05113
0.25150000000000000 0.14579305282737376 1.04579
0.25200000000000000 0.15393922537665891 1.05394
0.25250000000000000 0.15283944660738188 1.05284
0.25300000000000000 0.14706124989776453 1.04706
0.25350000000000000 0.13280458084030611 1.0328
0.25400000000000000 0.15304624993516866 1.05305
0.25450000000000000 0.13971565135963451 1.03972
0.25500000000000000 0.15702551670833440 1.05703
0.25550000000000000 0.13136471784550718 1.03136
0.25600000000000001 0.13227055315033601 1.03227
0.25650000000000001 0.14243970562557062 1.04244
0.25700000000000001 0.15613882312532532 1.05614
0.25750000000000001 0.14053037884493974 1.04053
0.25800000000000001 0.14181595125390162 1.04182
0.25850000000000001 0.14297637123810458 1.04298
0.25900000000000001 0.15422817707278605 1.05423
0.25950000000000001 0.14787541789684133 1.04788
0.26000000000000001 0.16065681658846606 1.06066
0.26050000000000001 0.13592099220537202 1.03592
0.26100000000000001 0.16242251764469912 1.06242
0.26150000000000001 0.13582854567155261 1.03583
0.26200000000000001 0.14461129510085438 1.04461
0.26250000000000001 0.15417089128907377 1.05417
0.26300000000000001 0.13969441818015571 1.03969
0.26350000000000001 0.14716742620125836 1.04717
0.26400000000000001 0.16263847294001049 1.06264
0.26450000000000001 0.15216644571333710 1.05217
0.26500000000000001 0.11661474576453677 1.01661
0.26550000000000001 0.14474671386614096 1.04475
0.26600000000000001 0.15440343433929510 1.0544
0.26650000000000001 0.15771458088872364 1.05771
