# XXZ spin chain 
# ED for L=20, Delta=0.625
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 387.12286562099951 387.873
5.0000000000000001E-004 6.5123875644540125E-007 0.750001
1.0000000000000000E-003 1.5476591313471989E-006 0.750002
1.5000000000000000E-003 3.3259358281508817E-006 0.750003
2.0000000000000000E-003 5.3825647839223839E-006 0.750005
2.5000000000000001E-003 8.2137876407139938E-006 0.750008
3.0000000000000001E-003 9.5438622641593706E-006 0.75001
3.5000000000000001E-003 1.2894330190103043E-005 0.750013
4.0000000000000001E-003 1.7396246238152096E-005 0.750017
4.5000000000000005E-003 2.5402664633426188E-005 0.750025
5.0000000000000001E-003 2.7295644020144924E-005 0.750027
5.4999999999999997E-003 3.0893146304740265E-005 0.750031
6.0000000000000001E-003 3.7524422869598728E-005 0.750038
6.5000000000000006E-003 4.9222932832678937E-005 0.750049
7.0000000000000001E-003 6.2616526499319238E-005 0.750063
7.4999999999999997E-003 6.9856501622215367E-005 0.75007
8.0000000000000002E-003 6.9876707351181663E-005 0.75007
8.5000000000000006E-003 8.0186921691318571E-005 0.75008
9.0000000000000011E-003 9.1586367036682460E-005 0.750092
9.4999999999999998E-003 1.0186394645893946E-004 0.750102
1.0000000000000000E-002 1.3009203826849067E-004 0.75013
1.0500000000000001E-002 1.1474219914182436E-004 0.750115
1.0999999999999999E-002 1.4763543334996758E-004 0.750148
1.1500000000000000E-002 1.4379357713757601E-004 0.750144
1.2000000000000000E-002 2.0157044126592515E-004 0.750202
1.2500000000000001E-002 1.9080563745730970E-004 0.750191
1.3000000000000001E-002 2.0598571451991613E-004 0.750206
1.3500000000000000E-002 2.1353231233213135E-004 0.750214
1.4000000000000000E-002 2.5905410610640241E-004 0.750259
1.4500000000000001E-002 2.5753591666256734E-004 0.750258
1.4999999999999999E-002 2.3976740446777012E-004 0.75024
1.5500000000000000E-002 2.7896474459288435E-004 0.750279
1.6000000000000000E-002 3.3182488156888727E-004 0.750332
1.6500000000000001E-002 3.4271597566893535E-004 0.750343
1.7000000000000001E-002 3.7909375075381778E-004 0.750379
1.7500000000000002E-002 3.6411509515461968E-004 0.750364
1.8000000000000002E-002 3.8678198481163079E-004 0.750387
1.8499999999999999E-002 4.3434476309122359E-004 0.750434
1.9000000000000000E-002 5.0803018323173949E-004 0.750508
1.9500000000000000E-002 5.4754965758511466E-004 0.750548
2.0000000000000000E-002 9.3622808194607980E-004 0.750936
2.0500000000000001E-002 5.3641581831253562E-004 0.750536
2.1000000000000001E-002 6.3468477812855567E-004 0.750635
2.1500000000000002E-002 7.5382592563170330E-004 0.750754
2.1999999999999999E-002 6.4784307856019790E-004 0.750648
2.2499999999999999E-002 6.9387347716028038E-004 0.750694
2.3000000000000000E-002 6.9616061356490898E-004 0.750696
2.3500000000000000E-002 7.6944929653390145E-004 0.750769
2.4000000000000000E-002 1.2141779738837918E-003 0.751214
2.4500000000000001E-002 1.5437901509462121E-003 0.751544
2.5000000000000001E-002 1.6642367574671506E-003 0.751664
2.5500000000000002E-002 2.0285356947677396E-003 0.752029
2.6000000000000002E-002 1.7210839405068748E-003 0.751721
2.6499999999999999E-002 2.2927229928759851E-003 0.752293
2.7000000000000000E-002 3.5635524187058796E-003 0.753564
2.7500000000000000E-002 4.2342606219536979E-003 0.754234
2.8000000000000001E-002 5.8508867271453505E-003 0.755851
2.8500000000000001E-002 7.7241614041635188E-003 0.757724
