# XXZ spin chain 
# ED for L=20, Delta=1.000
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 134.11304424680213 134.113
5.0000000000000001E-004 8.8243220807324110E-007 8.82432e-07
1.0000000000000000E-003 2.3530227053748217E-006 2.35302e-06
1.5000000000000000E-003 4.2856681620939222E-006 4.28567e-06
2.0000000000000000E-003 7.0501857334754443E-006 7.05019e-06
2.5000000000000001E-003 1.0671390097995534E-005 1.06714e-05
3.0000000000000001E-003 1.5984276090171472E-005 1.59843e-05
3.5000000000000001E-003 1.9804442777432034E-005 1.98044e-05
4.0000000000000001E-003 2.5812915387381769E-005 2.58129e-05
4.5000000000000005E-003 3.2638447811842765E-005 3.26384e-05
5.0000000000000001E-003 3.5409596319699396E-005 3.54096e-05
5.4999999999999997E-003 5.3289342226922159E-005 5.32893e-05
6.0000000000000001E-003 5.3533268534753093E-005 5.35333e-05
6.5000000000000006E-003 7.1040991240135895E-005 7.1041e-05
7.0000000000000001E-003 7.7823380033027295E-005 7.78234e-05
7.4999999999999997E-003 8.6726074463244377E-005 8.67261e-05
8.0000000000000002E-003 9.4310314672875359E-005 9.43103e-05
8.5000000000000006E-003 1.0487046057838285E-004 0.00010487
9.0000000000000011E-003 1.2716307364517678E-004 0.000127163
9.4999999999999998E-003 1.2812240949710061E-004 0.000128122
1.0000000000000000E-002 1.6487795288603038E-004 0.000164878
1.0500000000000001E-002 1.8576393684439582E-004 0.000185764
1.0999999999999999E-002 1.5940083424305021E-004 0.000159401
1.1500000000000000E-002 1.7048622359729120E-004 0.000170486
1.2000000000000000E-002 2.3692283955106480E-004 0.000236923
1.2500000000000001E-002 2.4485596992698100E-004 0.000244856
1.3000000000000001E-002 2.5889906093799254E-004 0.000258899
1.3500000000000000E-002 2.8348522536115149E-004 0.000283485
1.4000000000000000E-002 2.7031718127657427E-004 0.000270317
1.4500000000000001E-002 2.9336253774597316E-004 0.000293363
1.4999999999999999E-002 3.3102851126270614E-004 0.000331029
1.5500000000000000E-002 2.9602595559224791E-004 0.000296026
1.6000000000000000E-002 3.5381855017760366E-004 0.000353819
1.6500000000000001E-002 3.7567704813549102E-004 0.000375677
1.7000000000000001E-002 4.5516397003368588E-004 0.000455164
1.7500000000000002E-002 4.0293872501324251E-004 0.000402939
1.8000000000000002E-002 4.4455396957604362E-004 0.000444554
1.8499999999999999E-002 5.0347928803383185E-004 0.000503479
1.9000000000000000E-002 5.2683715774544350E-004 0.000526837
1.9500000000000000E-002 5.2904266463829586E-004 0.000529043
2.0000000000000000E-002 5.3434611752391952E-004 0.000534346
2.0500000000000001E-002 5.4299736355405256E-004 0.000542997
2.1000000000000001E-002 6.2676734912942044E-004 0.000626767
2.1500000000000002E-002 6.9355479125763741E-004 0.000693555
2.1999999999999999E-002 6.5727141487766224E-004 0.000657271
2.2499999999999999E-002 7.5709411416700683E-004 0.000757094
2.3000000000000000E-002 7.9534504899744383E-004 0.000795345
2.3500000000000000E-002 7.5927485402126440E-004 0.000759275
2.4000000000000000E-002 7.6002582411398235E-004 0.000760026
2.4500000000000001E-002 8.5817819387771122E-004 0.000858178
2.5000000000000001E-002 8.7563122809240421E-004 0.000875631
2.5500000000000002E-002 8.9666527431859924E-004 0.000896665
2.6000000000000002E-002 9.7962133769034050E-004 0.000979621
2.6499999999999999E-002 9.8152082954135514E-004 0.000981521
2.7000000000000000E-002 9.5015608732869534E-004 0.000950156
2.7500000000000000E-002 9.9142993954217285E-004 0.00099143
2.8000000000000001E-002 1.1486220729226763E-003 0.00114862
2.8500000000000001E-002 1.1229381189757843E-003 0.00112294
2.9000000000000001E-002 1.0898492178576214E-003 0.00108985
2.9500000000000002E-002 1.2524409102522738E-003 0.00125244
2.9999999999999999E-002 1.3015502066687668E-003 0.00130155
3.0499999999999999E-002 1.2743750441761555E-003 0.00127438
3.1000000000000000E-002 1.3136493768240282E-003 0.00131365
3.1500000000000000E-002 1.3042158099730581E-003 0.00130422
3.2000000000000001E-002 1.4421874300297051E-003 0.00144219
3.2500000000000001E-002 1.6003848070669203E-003 0.00160038
3.3000000000000002E-002 1.5220220001912381E-003 0.00152202
3.3500000000000002E-002 1.6570489543590642E-003 0.00165705
3.4000000000000002E-002 1.4290441741113835E-003 0.00142904
3.4500000000000003E-002 1.6961544633852493E-003 0.00169615
3.5000000000000003E-002 1.6251875983662387E-003 0.00162519
3.5500000000000004E-002 1.7618842539863617E-003 0.00176188
3.6000000000000004E-002 1.6559756730742288E-003 0.00165598
3.6499999999999998E-002 1.7497053120177641E-003 0.00174971
3.6999999999999998E-002 2.1169696796962075E-003 0.00211697
3.7499999999999999E-002 2.2654552888144702E-003 0.00226546
3.7999999999999999E-002 2.1759158082321870E-003 0.00217592
3.8500000000000000E-002 2.0518968202782920E-003 0.0020519
3.9000000000000000E-002 2.1437341193383721E-003 0.00214373
3.9500000000000000E-002 2.0392608462537951E-003 0.00203926
4.0000000000000001E-002 2.1509257990128964E-003 0.00215093
4.0500000000000001E-002 2.2175464887765456E-003 0.00221755
4.1000000000000002E-002 2.2365432020017423E-003 0.00223654
4.1500000000000002E-002 2.1504705405599794E-003 0.00215047
4.2000000000000003E-002 2.2433476110513178E-003 0.00224335
4.2500000000000003E-002 2.3531114000571256E-003 0.00235311
4.3000000000000003E-002 2.6200997885522377E-003 0.0026201
4.3500000000000004E-002 2.8559959801911674E-003 0.002856
4.3999999999999997E-002 2.4515929292083663E-003 0.00245159
4.4499999999999998E-002 2.7411824730513928E-003 0.00274118
4.4999999999999998E-002 2.4950910486131721E-003 0.00249509
4.5499999999999999E-002 2.9537887308893973E-003 0.00295379
4.5999999999999999E-002 2.9774946851360141E-003 0.00297749
4.6500000000000000E-002 2.9291220621435947E-003 0.00292912
4.7000000000000000E-002 3.7001678350135890E-003 0.00370017
4.7500000000000001E-002 2.6105474765745051E-003 0.00261055
4.8000000000000001E-002 2.9786936903278658E-003 0.00297869
4.8500000000000001E-002 3.1931999302429685E-003 0.0031932
4.9000000000000002E-002 3.2538947120314466E-003 0.00325389
4.9500000000000002E-002 3.5566516991921608E-003 0.00355665
5.0000000000000003E-002 3.6916797444282003E-003 0.00369168
5.0500000000000003E-002 3.4738676629095609E-003 0.00347387
5.1000000000000004E-002 3.5951512118768199E-003 0.00359515
5.1500000000000004E-002 3.5904075720205163E-003 0.00359041
5.2000000000000005E-002 3.1715526089301448E-003 0.00317155
5.2499999999999998E-002 4.1095287811628526E-003 0.00410953
5.2999999999999999E-002 3.8961969179247768E-003 0.0038962
5.3499999999999999E-002 3.5343891029538982E-003 0.00353439
5.3999999999999999E-002 3.4749091140449215E-003 0.00347491
5.4500000000000000E-002 4.2607712133909056E-003 0.00426077
5.5000000000000000E-002 4.1029419511071355E-003 0.00410294
5.5500000000000001E-002 4.0418212767957713E-003 0.00404182
5.6000000000000001E-002 3.9622395003213479E-003 0.00396224
5.6500000000000002E-002 4.3317022353997802E-003 0.0043317
5.7000000000000002E-002 4.4699890563918787E-003 0.00446999
5.7500000000000002E-002 4.1355118438643323E-003 0.00413551
5.8000000000000003E-002 5.2874419432947604E-003 0.00528744
5.8500000000000003E-002 4.4481398632832706E-003 0.00444814
5.9000000000000004E-002 4.0907850501050273E-003 0.00409079
5.9500000000000004E-002 5.2070014157833029E-003 0.005207
5.9999999999999998E-002 5.0998968446403807E-003 0.0050999
6.0499999999999998E-002 4.6583228901182295E-003 0.00465832
6.0999999999999999E-002 5.4558336818268374E-003 0.00545583
6.1499999999999999E-002 5.1448240925396540E-003 0.00514482
6.2000000000000000E-002 4.9064193061536532E-003 0.00490642
6.2500000000000000E-002 4.7969821787941054E-003 0.00479698
6.3000000000000000E-002 5.5241121948875855E-003 0.00552411
6.3500000000000001E-002 4.9707252358346032E-003 0.00497073
6.4000000000000001E-002 5.5691048429345209E-003 0.0055691
6.4500000000000002E-002 5.7292049804500830E-003 0.0057292
6.5000000000000002E-002 5.2341533813310397E-003 0.00523415
6.5500000000000003E-002 6.1628456239108970E-003 0.00616285
6.6000000000000003E-002 5.9950375605508669E-003 0.00599504
6.6500000000000004E-002 6.2971434867021055E-003 0.00629714
6.7000000000000004E-002 5.6339683115971158E-003 0.00563397
6.7500000000000004E-002 6.9459368370374695E-003 0.00694594
6.8000000000000005E-002 7.3116414886437234E-003 0.00731164
6.8500000000000005E-002 6.7751245538258250E-003 0.00677512
6.9000000000000006E-002 6.2782413620636164E-003 0.00627824
6.9500000000000006E-002 6.3552696875922359E-003 0.00635527
7.0000000000000007E-002 7.1556843745682486E-003 0.00715568
7.0500000000000007E-002 6.6412858250066041E-003 0.00664129
7.1000000000000008E-002 8.2867870505401089E-003 0.00828679
7.1500000000000008E-002 8.5139149086716943E-003 0.00851391
7.2000000000000008E-002 8.8209511595135799E-003 0.00882095
7.2499999999999995E-002 7.2176046498780635E-003 0.0072176
7.2999999999999995E-002 9.0091450791960365E-003 0.00900915
7.3499999999999996E-002 7.9597662060965010E-003 0.00795977
7.3999999999999996E-002 9.2260212060332556E-003 0.00922602
7.4499999999999997E-002 8.7214638078634242E-003 0.00872146
7.4999999999999997E-002 8.9435613172805621E-003 0.00894356
7.5499999999999998E-002 9.4104643548869205E-003 0.00941046
7.5999999999999998E-002 1.4297206640755161E-002 0.0142972
7.6499999999999999E-002 9.2374850047578817E-003 0.00923749
7.6999999999999999E-002 1.4696789894014154E-002 0.0146968
7.7499999999999999E-002 1.2042797316531776E-002 0.0120428
7.8000000000000000E-002 1.4243507514501564E-002 0.0142435
7.8500000000000000E-002 1.1193072436954750E-002 0.0111931
7.9000000000000001E-002 1.4075049595948607E-002 0.014075
7.9500000000000001E-002 1.3703833857527489E-002 0.0137038
8.0000000000000002E-002 1.4946820102809845E-002 0.0149468
8.0500000000000002E-002 1.2249884976238712E-002 0.0122499
8.1000000000000003E-002 1.7009294721841931E-002 0.0170093
8.1500000000000003E-002 2.0659552209361821E-002 0.0206596
8.2000000000000003E-002 2.1143261867366335E-002 0.0211433
