# XXZ spin chain 
# ED for L=20, Delta=0.800
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 253.95395413293770 254.354
5.0000000000000001E-004 8.4468918524282845E-007 0.400001
1.0000000000000000E-003 2.5374595150904060E-006 0.400003
1.5000000000000000E-003 4.3008351493873718E-006 0.400004
2.0000000000000000E-003 7.2671367533487252E-006 0.400007
2.5000000000000001E-003 9.5107320654755226E-006 0.40001
3.0000000000000001E-003 1.6253311914794200E-005 0.400016
3.5000000000000001E-003 2.1582207841895629E-005 0.400022
4.0000000000000001E-003 2.3587932169623087E-005 0.400024
4.5000000000000005E-003 3.6373784284887833E-005 0.400036
5.0000000000000001E-003 4.2531306367566180E-005 0.400043
5.4999999999999997E-003 3.9773715628878036E-005 0.40004
6.0000000000000001E-003 4.9381863368246362E-005 0.400049
6.5000000000000006E-003 5.8275803261954775E-005 0.400058
7.0000000000000001E-003 7.1295961221985106E-005 0.400071
7.4999999999999997E-003 8.8732453199531143E-005 0.400089
8.0000000000000002E-003 8.0772979170054004E-005 0.400081
8.5000000000000006E-003 1.0447425788530166E-004 0.400104
9.0000000000000011E-003 1.2862830441330063E-004 0.400129
9.4999999999999998E-003 1.1926053567824518E-004 0.400119
1.0000000000000000E-002 1.2282871797232364E-004 0.400123
1.0500000000000001E-002 1.6452968193940060E-004 0.400165
1.0999999999999999E-002 1.9348961553746031E-004 0.400193
1.1500000000000000E-002 1.8414055614749018E-004 0.400184
1.2000000000000000E-002 2.1161203874772486E-004 0.400212
1.2500000000000001E-002 1.9414351428909466E-004 0.400194
1.3000000000000001E-002 2.3417624372262151E-004 0.400234
1.3500000000000000E-002 2.3700306652206309E-004 0.400237
1.4000000000000000E-002 3.1718058195427597E-004 0.400317
1.4500000000000001E-002 2.9817169828499028E-004 0.400298
1.4999999999999999E-002 3.2724694224655699E-004 0.400327
1.5500000000000000E-002 3.3775372634301415E-004 0.400338
1.6000000000000000E-002 4.0075146934681030E-004 0.400401
1.6500000000000001E-002 3.9156131958268693E-004 0.400392
1.7000000000000001E-002 4.0802787409515063E-004 0.400408
1.7500000000000002E-002 4.8712631464356717E-004 0.400487
1.8000000000000002E-002 4.6140739274819019E-004 0.400461
1.8499999999999999E-002 4.6955994025368934E-004 0.40047
1.9000000000000000E-002 5.5606989257412840E-004 0.400556
1.9500000000000000E-002 5.9528774585781768E-004 0.400595
2.0000000000000000E-002 6.0840377655125405E-004 0.400608
2.0500000000000001E-002 6.7499792721562393E-004 0.400675
2.1000000000000001E-002 6.2356227510627590E-004 0.400624
2.1500000000000002E-002 6.9638174883021554E-004 0.400696
2.1999999999999999E-002 7.3811276709246721E-004 0.400738
2.2499999999999999E-002 7.7202512404113031E-004 0.400772
2.3000000000000000E-002 8.4078735799121530E-004 0.400841
2.3500000000000000E-002 7.5231869920719667E-004 0.400752
2.4000000000000000E-002 8.9251495146722615E-004 0.400893
2.4500000000000001E-002 8.6267453183407246E-004 0.400863
2.5000000000000001E-002 1.0747640794137475E-003 0.401075
2.5500000000000002E-002 9.0474674255352204E-004 0.400905
2.6000000000000002E-002 9.4672319757200054E-004 0.400947
2.6499999999999999E-002 1.0717859670078349E-003 0.401072
2.7000000000000000E-002 1.4614844906127742E-003 0.401461
2.7500000000000000E-002 1.1314465277303218E-003 0.401131
2.8000000000000001E-002 1.1615761208742859E-003 0.401162
2.8500000000000001E-002 1.6927510523646792E-003 0.401693
2.9000000000000001E-002 1.9206387931985931E-003 0.401921
2.9500000000000002E-002 1.3446875129573485E-003 0.401345
2.9999999999999999E-002 1.2371489931694651E-003 0.401237
3.0499999999999999E-002 2.5888652890531912E-003 0.402589
3.1000000000000000E-002 3.7861525076806971E-003 0.403786
3.1500000000000000E-002 4.1944298424074966E-003 0.404194
3.2000000000000001E-002 6.4884971142936450E-003 0.406488
3.2500000000000001E-002 1.3048450950884470E-002 0.413048
3.3000000000000002E-002 9.5641056104987347E-003 0.409564
3.3500000000000002E-002 1.5152614494623368E-002 0.415153
3.4000000000000002E-002 1.1950133600340898E-002 0.41195
3.4500000000000003E-002 1.8474572166258699E-002 0.418475
3.5000000000000003E-002 2.0825583396082557E-002 0.420826
3.5500000000000004E-002 2.1439946199851415E-002 0.42144
3.6000000000000004E-002 2.6122513910215868E-002 0.426123
3.6499999999999998E-002 2.2568162798700699E-002 0.422568
3.6999999999999998E-002 1.9230935076033958E-002 0.419231
3.7499999999999999E-002 2.5356850668005172E-002 0.425357
3.7999999999999999E-002 2.7882217664744829E-002 0.427882
3.8500000000000000E-002 3.2508310091634282E-002 0.432508
3.9000000000000000E-002 3.5844020674874771E-002 0.435844
3.9500000000000000E-002 4.3668338918487926E-002 0.443668
4.0000000000000001E-002 3.2647922521756891E-002 0.432648
4.0500000000000001E-002 3.7329621107976933E-002 0.43733
4.1000000000000002E-002 4.2037893763239582E-002 0.442038
4.1500000000000002E-002 4.7362422833887113E-002 0.447362
4.2000000000000003E-002 5.5628464695390810E-002 0.455628
4.2500000000000003E-002 4.8458725286746676E-002 0.448459
4.3000000000000003E-002 5.4076044063104178E-002 0.454076
4.3500000000000004E-002 6.0354773743210313E-002 0.460355
4.3999999999999997E-002 4.9164818008561144E-002 0.449165
4.4499999999999998E-002 5.3011197139073270E-002 0.453011
4.4999999999999998E-002 5.6417033780541012E-002 0.456417
4.5499999999999999E-002 5.8342927290638419E-002 0.458343
4.5999999999999999E-002 5.9880470205243674E-002 0.45988
4.6500000000000000E-002 5.7164844868474105E-002 0.457165
4.7000000000000000E-002 6.2822635732883172E-002 0.462823
4.7500000000000001E-002 5.7979967910428448E-002 0.45798
4.8000000000000001E-002 5.2177487995497533E-002 0.452177
4.8500000000000001E-002 5.3092962202364945E-002 0.453093
4.9000000000000002E-002 7.2627184950432827E-002 0.472627
4.9500000000000002E-002 5.0990414391939784E-002 0.45099
5.0000000000000003E-002 5.7490638000829174E-002 0.457491
5.0500000000000003E-002 4.0252408436452759E-002 0.440252
5.1000000000000004E-002 6.0289980152924340E-002 0.46029
5.1500000000000004E-002 7.5495134992797253E-002 0.475495
5.2000000000000005E-002 4.4641759173171987E-002 0.444642
5.2499999999999998E-002 5.8530502868554012E-002 0.458531
5.2999999999999999E-002 6.6668961895377882E-002 0.466669
5.3499999999999999E-002 4.7366912602500692E-002 0.447367
5.3999999999999999E-002 4.8854090613647913E-002 0.448854
5.4500000000000000E-002 6.9470307659672187E-002 0.46947
5.5000000000000000E-002 6.0786144524049263E-002 0.460786
5.5500000000000001E-002 5.9680915140659083E-002 0.459681
5.6000000000000001E-002 5.2153777225195562E-002 0.452154
5.6500000000000002E-002 4.7742711450284893E-002 0.447743
5.7000000000000002E-002 4.7867535252559865E-002 0.447868
5.7500000000000002E-002 3.6479002689965491E-002 0.436479
5.8000000000000003E-002 5.0243622320203872E-002 0.450244
5.8500000000000003E-002 3.5871092481258242E-002 0.435871
5.9000000000000004E-002 4.8388423525943532E-002 0.448388
5.9500000000000004E-002 5.0691516113109937E-002 0.450692
