# XXZ spin chain 
# ED for L=20, Delta=0.100
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 622.39553564667756 624.196
5.0000000000000001E-004 1.7815062606753933E-005 1.80002
1.0000000000000000E-003 4.7453729506162707E-005 1.80005
1.5000000000000000E-003 8.4376302127240645E-005 1.80008
2.0000000000000000E-003 1.4471987172732124E-004 1.80014
2.5000000000000001E-003 2.1076316459615505E-004 1.80021
3.0000000000000001E-003 2.6770311238604323E-004 1.80027
3.5000000000000001E-003 3.5873775045987331E-004 1.80036
4.0000000000000001E-003 4.4327384847553364E-004 1.80044
4.5000000000000005E-003 5.4593281340322103E-004 1.80055
5.0000000000000001E-003 5.5667490900651075E-004 1.80056
5.4999999999999997E-003 8.6558978950275467E-004 1.80087
6.0000000000000001E-003 8.4525605023172401E-004 1.80085
6.5000000000000006E-003 1.3027308863572278E-003 1.8013
7.0000000000000001E-003 5.9870176117459541E-003 1.80599
7.4999999999999997E-003 9.5861333328202888E-003 1.80959
8.0000000000000002E-003 4.9024891326174935E-002 1.84902
8.5000000000000006E-003 7.3967964906153968E-002 1.87397
9.0000000000000011E-003 5.9656196642803631E-002 1.85966
9.4999999999999998E-003 6.5823077510446040E-002 1.86582
1.0000000000000000E-002 5.5388579261399243E-002 1.85539
1.0500000000000001E-002 6.2310362354683548E-002 1.86231
1.0999999999999999E-002 0.10698046182614322 1.90698
1.1500000000000000E-002 0.12020422084219366 1.9202
1.2000000000000000E-002 9.9949326446596501E-002 1.89995
1.2500000000000001E-002 9.9637710854887346E-002 1.89964
1.3000000000000001E-002 0.13149960136461011 1.9315
1.3500000000000000E-002 0.17904312143878662 1.97904
1.4000000000000000E-002 0.22791339812110287 2.02791
1.4500000000000001E-002 0.16544887466037195 1.96545
1.4999999999999999E-002 0.17356816633832284 1.97357
1.5500000000000000E-002 0.22147046451172783 2.02147
1.6000000000000000E-002 0.23603602459746878 2.03604
1.6500000000000001E-002 0.32336999628070878 2.12337
1.7000000000000001E-002 0.36597351674668555 2.16597
1.7500000000000002E-002 0.28351429511227988 2.08351
1.8000000000000002E-002 0.30016515096221719 2.10017
1.8499999999999999E-002 0.36561669455053114 2.16562
1.9000000000000000E-002 0.36735746772432820 2.16736
1.9500000000000000E-002 0.40887291113299928 2.20887
2.0000000000000000E-002 0.48165597733195931 2.28166
2.0500000000000001E-002 0.43941144586544917 2.23941
2.1000000000000001E-002 0.48218037123052759 2.28218
2.1500000000000002E-002 0.55677360167520262 2.35677
2.1999999999999999E-002 0.55669493809101056 2.35669
2.2499999999999999E-002 0.67386052261348572 2.47386
2.3000000000000000E-002 0.59754286851885607 2.39754
2.3500000000000000E-002 0.68764138919055207 2.48764
2.4000000000000000E-002 0.59115237034519286 2.39115
2.4500000000000001E-002 0.70933865566170085 2.50934
2.5000000000000001E-002 0.66318221285661982 2.46318
2.5500000000000002E-002 0.74130824540096130 2.54131
2.6000000000000002E-002 0.76270524891632263 2.56271
2.6499999999999999E-002 0.77459481437120470 2.57459
2.7000000000000000E-002 0.96185880337992125 2.76186
2.7500000000000000E-002 1.0277352508836344 2.82774
2.8000000000000001E-002 1.0170728808792255 2.81707
2.8500000000000001E-002 1.0175213198885811 2.81752
2.9000000000000001E-002 0.96952800497802505 2.76953
2.9500000000000002E-002 1.1604112819226973 2.96041
2.9999999999999999E-002 1.0696428688540545 2.86964
3.0499999999999999E-002 1.1979555101846595 2.99796
3.1000000000000000E-002 1.3329048828496222 3.1329
3.1500000000000000E-002 1.4246682925311389 3.22467
3.2000000000000001E-002 1.5020156056025189 3.30202
3.2500000000000001E-002 1.4467212796910902 3.24672
3.3000000000000002E-002 1.4298084410906231 3.22981
3.3500000000000002E-002 1.6633631017570965 3.46336
3.4000000000000002E-002 1.5535178572406285 3.35352
3.4500000000000003E-002 1.5255371018721426 3.32554
3.5000000000000003E-002 1.6928443160531110 3.49284
3.5500000000000004E-002 1.6673452286765733 3.46735
3.6000000000000004E-002 1.5852366465680101 3.38524
3.6499999999999998E-002 1.7617263255583071 3.56173
3.6999999999999998E-002 1.5949562395748775 3.39496
3.7499999999999999E-002 1.5175165835521978 3.31752
3.7999999999999999E-002 1.5260631736798076 3.32606
3.8500000000000000E-002 1.4032793215025443 3.20328
3.9000000000000000E-002 1.3495262452319952 3.14953
3.9500000000000000E-002 1.3964370568857254 3.19644
4.0000000000000001E-002 1.2324446122546848 3.03244
4.0500000000000001E-002 1.2842898381305778 3.08429
4.1000000000000002E-002 1.2532647775983692 3.05326
4.1500000000000002E-002 1.2359115264306579 3.03591
4.2000000000000003E-002 1.1653751731885000 2.96538
4.2500000000000003E-002 1.2035875164251861 3.00359
4.3000000000000003E-002 1.0046972986730747 2.8047
4.3500000000000004E-002 1.0969477046237344 2.89695
4.3999999999999997E-002 1.0138992809763130 2.8139
4.4499999999999998E-002 0.95252128148404136 2.75252
4.4999999999999998E-002 0.84407113796976985 2.64407
4.5499999999999999E-002 0.97646423183929165 2.77646
4.5999999999999999E-002 0.87961146850026217 2.67961
4.6500000000000000E-002 0.87514930814897274 2.67515
4.7000000000000000E-002 0.77417106725441542 2.57417
4.7500000000000001E-002 0.73506697906870289 2.53507
4.8000000000000001E-002 0.76375900793384244 2.56376
4.8500000000000001E-002 0.74202383683041129 2.54202
4.9000000000000002E-002 0.53046176887645491 2.33046
4.9500000000000002E-002 0.62747671027991148 2.42748
5.0000000000000003E-002 0.68900405759236283 2.489
5.0500000000000003E-002 0.57941654320512714 2.37942
5.1000000000000004E-002 0.58245393188293904 2.38245
5.1500000000000004E-002 0.58037661430925191 2.38038
5.2000000000000005E-002 0.54078970518852776 2.34079
5.2499999999999998E-002 0.60255530763969667 2.40256
5.2999999999999999E-002 0.55878176197704976 2.35878
5.3499999999999999E-002 0.47660899235413035 2.27661
5.3999999999999999E-002 0.45737320748046018 2.25737
5.4500000000000000E-002 0.48689948848303893 2.2869
5.5000000000000000E-002 0.53036715621147168 2.33037
5.5500000000000001E-002 0.45164840134258655 2.25165
5.6000000000000001E-002 0.47636110023166706 2.27636
5.6500000000000002E-002 0.43119046224471580 2.23119
5.7000000000000002E-002 0.36046068297467915 2.16046
5.7500000000000002E-002 0.41268854157968682 2.21269
5.8000000000000003E-002 0.39843255621301282 2.19843
5.8500000000000003E-002 0.44084409405445374 2.24084
5.9000000000000004E-002 0.39252502700285002 2.19253
5.9500000000000004E-002 0.37273866473048400 2.17274
5.9999999999999998E-002 0.40242161350457556 2.20242
6.0499999999999998E-002 0.35171938233813982 2.15172
6.0999999999999999E-002 0.34625865065147748 2.14626
6.1499999999999999E-002 0.35591993702626123 2.15592
6.2000000000000000E-002 0.32724887806143799 2.12725
6.2500000000000000E-002 0.30293082526272957 2.10293
6.3000000000000000E-002 0.33406295695292215 2.13406
6.3500000000000001E-002 0.31704830503407877 2.11705
6.4000000000000001E-002 0.30126990754590571 2.10127
6.4500000000000002E-002 0.30393213455016566 2.10393
6.5000000000000002E-002 0.26257056833415376 2.06257
6.5500000000000003E-002 0.29484965279282815 2.09485
6.6000000000000003E-002 0.32092787972616421 2.12093
6.6500000000000004E-002 0.27371033066364375 2.07371
6.7000000000000004E-002 0.26604475622918161 2.06604
6.7500000000000004E-002 0.28201009622761380 2.08201
6.8000000000000005E-002 0.25053526788856645 2.05054
6.8500000000000005E-002 0.26551000467161451 2.06551
6.9000000000000006E-002 0.22015032984894720 2.02015
6.9500000000000006E-002 0.25270845575914003 2.05271
7.0000000000000007E-002 0.23196012333397084 2.03196
7.0500000000000007E-002 0.25325172656510131 2.05325
7.1000000000000008E-002 0.22493980183530643 2.02494
7.1500000000000008E-002 0.21106591152583823 2.01107
7.2000000000000008E-002 0.19911092032090369 1.99911
7.2499999999999995E-002 0.22579897952432687 2.0258
7.2999999999999995E-002 0.19018857306835474 1.99019
7.3499999999999996E-002 0.19917038123654185 1.99917
7.3999999999999996E-002 0.18944395008702561 1.98944
7.4499999999999997E-002 0.19482342735114130 1.99482
7.4999999999999997E-002 0.19703367412046072 1.99703
7.5499999999999998E-002 0.17162038768967405 1.97162
7.5999999999999998E-002 0.20416750663043520 2.00417
7.6499999999999999E-002 0.13757617117785612 1.93758
7.6999999999999999E-002 0.16355682240783256 1.96356
7.7499999999999999E-002 0.14951566024338372 1.94952
7.8000000000000000E-002 0.17372504041038281 1.97373
7.8500000000000000E-002 0.16356481360423150 1.96356
7.9000000000000001E-002 0.13355375824521704 1.93355
7.9500000000000001E-002 0.14241055886700413 1.94241
8.0000000000000002E-002 0.13838421135369924 1.93838
8.0500000000000002E-002 0.12417686617760577 1.92418
8.1000000000000003E-002 0.10605779404380761 1.90606
8.1500000000000003E-002 0.14837179383219745 1.94837
8.2000000000000003E-002 0.14356501411557332 1.94357
8.2500000000000004E-002 0.11622625687717122 1.91623
8.3000000000000004E-002 0.12714408086464038 1.92714
8.3500000000000005E-002 0.10658627495913971 1.90659
8.4000000000000005E-002 0.10994170084406538 1.90994
8.4500000000000006E-002 0.10489229495263569 1.90489
8.5000000000000006E-002 0.10437151356302236 1.90437
8.5500000000000007E-002 0.10522527931801633 1.90523
8.6000000000000007E-002 9.2120442902950322E-002 1.89212
8.6500000000000007E-002 0.10242649612174781 1.90243
8.7000000000000008E-002 9.1965221869264147E-002 1.89197
8.7500000000000008E-002 0.10571250263540667 1.90571
8.7999999999999995E-002 0.10556135449665521 1.90556
8.8499999999999995E-002 0.10082879852871193 1.90083
8.8999999999999996E-002 0.10502506587087257 1.90503
8.9499999999999996E-002 9.9840791855009256E-002 1.89984
8.9999999999999997E-002 8.0227235992896440E-002 1.88023
9.0499999999999997E-002 8.6143955263712352E-002 1.88614
9.0999999999999998E-002 6.9050086027571345E-002 1.86905
9.1499999999999998E-002 8.4137533409817666E-002 1.88414
9.1999999999999998E-002 8.0153207339183005E-002 1.88015
9.2499999999999999E-002 7.8855797263070834E-002 1.87886
9.2999999999999999E-002 7.1665569880547286E-002 1.87167
9.3500000000000000E-002 8.2015540582717733E-002 1.88202
9.4000000000000000E-002 6.2345298524648769E-002 1.86235
9.4500000000000001E-002 9.3811669793108246E-002 1.89381
9.5000000000000001E-002 8.1998516202457225E-002 1.882
9.5500000000000002E-002 5.2066451581395071E-002 1.85207
9.6000000000000002E-002 5.6171595518898214E-002 1.85617
9.6500000000000002E-002 7.0590336184230051E-002 1.87059
9.7000000000000003E-002 7.1753473463948364E-002 1.87175
9.7500000000000003E-002 5.6012783500559354E-002 1.85601
9.8000000000000004E-002 6.0881348528198112E-002 1.86088
9.8500000000000004E-002 5.3233590894999676E-002 1.85323
9.9000000000000005E-002 6.0062601032742233E-002 1.86006
9.9500000000000005E-002 5.1616638276533941E-002 1.85162
0.10000000000000001 5.1246184309731914E-002 1.85125
0.10050000000000001 6.6013165631800208E-002 1.86601
0.10100000000000001 5.2398161197378196E-002 1.8524
0.10150000000000001 5.3566276842271686E-002 1.85357
0.10200000000000001 4.2737678865641213E-002 1.84274
0.10250000000000001 5.0450952542578538E-002 1.85045
0.10300000000000001 4.3837765166033264E-002 1.84384
0.10350000000000001 4.0236729086648354E-002 1.84024
0.10400000000000001 4.5370478733481504E-002 1.84537
0.10450000000000000 4.2223593819013930E-002 1.84222
0.10500000000000000 3.1546685854409638E-002 1.83155
0.10550000000000000 3.0440877748567494E-002 1.83044
0.10600000000000000 3.7553516359967100E-002 1.83755
0.10650000000000000 4.4499057513192025E-002 1.8445
0.10700000000000000 3.6789226973626271E-002 1.83679
0.10750000000000000 2.8921583017295409E-002 1.82892
0.10800000000000000 2.4062035358608923E-002 1.82406
0.10850000000000000 2.6458947388804069E-002 1.82646
0.10900000000000000 2.5411596219135000E-002 1.82541
0.10950000000000000 2.4566376448381725E-002 1.82457
0.11000000000000000 2.6004880018076611E-002 1.826
0.11050000000000000 3.3094152812386632E-002 1.83309
0.11100000000000000 2.2359627168955697E-002 1.82236
0.11150000000000000 2.5625861737579487E-002 1.82563
0.11200000000000000 2.3338696070727784E-002 1.82334
0.11250000000000000 2.7312670097478977E-002 1.82731
0.11300000000000000 2.2320272034120622E-002 1.82232
0.11350000000000000 2.6475474983833097E-002 1.82648
0.11400000000000000 2.2191766069373228E-002 1.82219
0.11450000000000000 2.4518967620255232E-002 1.82452
0.11500000000000000 2.6354163573982514E-002 1.82635
0.11550000000000001 2.0839541015513847E-002 1.82084
0.11600000000000001 2.7029736258221394E-002 1.82703
0.11650000000000001 2.1032259827377525E-002 1.82103
0.11700000000000001 2.3477858998994905E-002 1.82348
0.11750000000000001 2.4674863891475593E-002 1.82467
0.11800000000000001 2.4826739967767349E-002 1.82483
0.11850000000000001 2.5165468671438863E-002 1.82517
0.11900000000000001 2.5825307073548236E-002 1.82583
0.11950000000000001 2.6263267346714712E-002 1.82626
0.12000000000000000 3.0048725212277787E-002 1.83005
0.12050000000000000 2.3772485542152652E-002 1.82377
0.12100000000000000 2.1686597611485815E-002 1.82169
0.12150000000000000 2.4272995596360831E-002 1.82427
0.12200000000000000 2.4799348628930143E-002 1.8248
0.12250000000000000 2.3024133895555927E-002 1.82302
0.12300000000000000 2.4004288788269892E-002 1.824
0.12350000000000000 2.5432041819712543E-002 1.82543
0.12400000000000000 2.5458558334435971E-002 1.82546
0.12450000000000000 2.2011286736730848E-002 1.82201
0.12500000000000000 2.3793735551977047E-002 1.82379
0.12550000000000000 1.9811125369986554E-002 1.81981
0.12600000000000000 2.5627065002849069E-002 1.82563
0.12650000000000000 2.3559917659462200E-002 1.82356
0.12700000000000000 2.2583715368003739E-002 1.82258
0.12750000000000000 2.5912250531343231E-002 1.82591
0.12800000000000000 1.9093658946831397E-002 1.81909
0.12850000000000000 2.6389048066026998E-002 1.82639
0.12900000000000000 2.9468176544422738E-002 1.82947
0.12950000000000000 2.3979038978805590E-002 1.82398
0.13000000000000000 2.3634729678011470E-002 1.82363
0.13050000000000000 2.3573401036921099E-002 1.82357
0.13100000000000001 2.3410106126947803E-002 1.82341
0.13150000000000001 2.5750102189894614E-002 1.82575
0.13200000000000001 2.9603093550584852E-002 1.8296
0.13250000000000001 2.7471822510994996E-002 1.82747
0.13300000000000001 2.6895287632529429E-002 1.8269
0.13350000000000001 2.6993322579922232E-002 1.82699
0.13400000000000001 2.7488321030600709E-002 1.82749
0.13450000000000001 2.6624593874814452E-002 1.82662
0.13500000000000001 2.6588518314550599E-002 1.82659
0.13550000000000001 3.0144213520321175E-002 1.83014
0.13600000000000001 2.4789089385558249E-002 1.82479
0.13650000000000001 2.7324851244030075E-002 1.82732
0.13700000000000001 2.7287121985845417E-002 1.82729
0.13750000000000001 2.4173844491328048E-002 1.82417
0.13800000000000001 2.2330922305932557E-002 1.82233
0.13850000000000001 2.8707416359945139E-002 1.82871
0.13900000000000001 2.5108167862382409E-002 1.82511
0.13950000000000001 2.7303793745234672E-002 1.8273
0.14000000000000001 2.4801716652446303E-002 1.8248
0.14050000000000001 2.9643996820033162E-002 1.82964
0.14100000000000001 2.0841369677488012E-002 1.82084
0.14150000000000001 2.7295664004171296E-002 1.8273
0.14200000000000002 2.7424732387772151E-002 1.82742
0.14250000000000002 2.5349300612367925E-002 1.82535
0.14300000000000002 2.8318302661612400E-002 1.82832
0.14350000000000002 2.5041275872537256E-002 1.82504
0.14400000000000002 2.1398465898856439E-002 1.8214
0.14449999999999999 2.4427244408261085E-002 1.82443
0.14499999999999999 2.4546148933666485E-002 1.82455
0.14549999999999999 2.8567510240561009E-002 1.82857
0.14599999999999999 2.9276402649625430E-002 1.82928
0.14649999999999999 2.7070263424545628E-002 1.82707
0.14699999999999999 2.4237230387682086E-002 1.82424
0.14749999999999999 2.4682896383404450E-002 1.82468
0.14799999999999999 2.2283597614024347E-002 1.82228
0.14849999999999999 2.0817525033003780E-002 1.82082
0.14899999999999999 2.2526751885029794E-002 1.82253
0.14949999999999999 2.2288716753794544E-002 1.82229
0.14999999999999999 2.0713556437589219E-002 1.82071
0.15049999999999999 2.1504980010668192E-002 1.8215
0.15100000000000000 2.1962696016699815E-002 1.82196
0.15150000000000000 2.1591310009406912E-002 1.82159
0.15200000000000000 1.8941055359498461E-002 1.81894
0.15250000000000000 1.9632617456917210E-002 1.81963
0.15300000000000000 2.0082897137877365E-002 1.82008
0.15350000000000000 1.7533649554885244E-002 1.81753
0.15400000000000000 2.0422969338305313E-002 1.82042
0.15450000000000000 1.8491419768921338E-002 1.81849
0.15500000000000000 1.7756029719162798E-002 1.81776
0.15550000000000000 1.9615971069745934E-002 1.81962
0.15600000000000000 2.2082975972708016E-002 1.82208
0.15650000000000000 2.2157636809379908E-002 1.82216
0.15700000000000000 2.0955081040784515E-002 1.82096
0.15750000000000000 2.2051725821481537E-002 1.82205
0.15800000000000000 2.0124176526081970E-002 1.82012
0.15850000000000000 1.9963856690828376E-002 1.81996
0.15900000000000000 1.8059542851836929E-002 1.81806
0.15950000000000000 2.0386547404540642E-002 1.82039
0.16000000000000000 1.8192544994558399E-002 1.81819
0.16050000000000000 1.7225135649974452E-002 1.81723
0.16100000000000000 1.6850572348426823E-002 1.81685
0.16150000000000000 1.6410456345915276E-002 1.81641
0.16200000000000001 1.4422851217610657E-002 1.81442
0.16250000000000001 1.4304120194864328E-002 1.8143
0.16300000000000001 1.4593326699973713E-002 1.81459
0.16350000000000001 1.2573408488750090E-002 1.81257
0.16400000000000001 1.3019199543541844E-002 1.81302
0.16450000000000001 1.2850348320712402E-002 1.81285
0.16500000000000001 1.2402971721952377E-002 1.8124
0.16550000000000001 1.3394476785725367E-002 1.81339
0.16600000000000001 1.3177939184013642E-002 1.81318
0.16650000000000001 1.1854205224073492E-002 1.81185
0.16700000000000001 1.2536159768808076E-002 1.81254
0.16750000000000001 1.3524922965442240E-002 1.81352
0.16800000000000001 1.3463262331994902E-002 1.81346
0.16850000000000001 1.1345616153516244E-002 1.81135
0.16900000000000001 1.2662809953922426E-002 1.81266
0.16950000000000001 1.2125686161882410E-002 1.81213
0.17000000000000001 1.2386188712836898E-002 1.81239
0.17050000000000001 1.3065740788111945E-002 1.81307
0.17100000000000001 1.3204679175453600E-002 1.8132
0.17150000000000001 1.2553639848582114E-002 1.81255
0.17200000000000001 1.5117136704080601E-002 1.81512
0.17250000000000001 1.4152186514066174E-002 1.81415
0.17300000000000001 1.4816551248616054E-002 1.81482
0.17350000000000002 1.6602408351032022E-002 1.8166
0.17400000000000002 1.3248034690523571E-002 1.81325
0.17450000000000002 1.4727402673725808E-002 1.81473
0.17500000000000002 1.6309698454433311E-002 1.81631
0.17550000000000002 1.5854956123607745E-002 1.81585
0.17599999999999999 1.6352066864539574E-002 1.81635
0.17649999999999999 1.4554779485455280E-002 1.81455
0.17699999999999999 1.5399901927971978E-002 1.8154
0.17749999999999999 1.8244529356760544E-002 1.81824
0.17799999999999999 1.4353339451644336E-002 1.81435
