# XXZ spin chain 
# ED for L=20, Delta=0.525
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 473.89217453154953 474.842
5.0000000000000001E-004 6.3780880241967106E-007 0.950001
1.0000000000000000E-003 1.5283621887360487E-006 0.950002
1.5000000000000000E-003 3.1182364543157332E-006 0.950003
2.0000000000000000E-003 4.9698671347379614E-006 0.950005
2.5000000000000001E-003 7.0081681480826494E-006 0.950007
3.0000000000000001E-003 1.0162987151374066E-005 0.95001
3.5000000000000001E-003 1.4065735335801703E-005 0.950014
4.0000000000000001E-003 1.7083263291653795E-005 0.950017
4.5000000000000005E-003 2.4520813830923763E-005 0.950025
5.0000000000000001E-003 2.8812894771060848E-005 0.950029
5.4999999999999997E-003 3.7150348041123863E-005 0.950037
6.0000000000000001E-003 3.7650313131426611E-005 0.950038
6.5000000000000006E-003 4.6638745118251011E-005 0.950047
7.0000000000000001E-003 5.9973272486602255E-005 0.95006
7.4999999999999997E-003 5.6759417431512062E-005 0.950057
8.0000000000000002E-003 7.5994157734843204E-005 0.950076
8.5000000000000006E-003 8.3620446890479296E-005 0.950084
9.0000000000000011E-003 8.5587448948623739E-005 0.950086
9.4999999999999998E-003 9.3730712200425437E-005 0.950094
1.0000000000000000E-002 1.0270340954857357E-004 0.950103
1.0500000000000001E-002 1.2072885848168458E-004 0.950121
1.0999999999999999E-002 1.3437802003309166E-004 0.950134
1.1500000000000000E-002 1.3035820567348742E-004 0.95013
1.2000000000000000E-002 1.4533495926500554E-004 0.950145
1.2500000000000001E-002 1.6657753105167673E-004 0.950167
1.3000000000000001E-002 1.7807254571047362E-004 0.950178
1.3500000000000000E-002 1.9541023627932263E-004 0.950195
1.4000000000000000E-002 2.0743021354071946E-004 0.950207
1.4500000000000001E-002 2.4419888891336137E-004 0.950244
1.4999999999999999E-002 2.4264015023609821E-004 0.950243
1.5500000000000000E-002 2.4368845033068270E-004 0.950244
1.6000000000000000E-002 2.8647872648104676E-004 0.950286
1.6500000000000001E-002 3.1033236331190142E-004 0.95031
1.7000000000000001E-002 3.2571476065546088E-004 0.950326
1.7500000000000002E-002 3.0147568381488020E-004 0.950301
