time,alpha=0.0,alpha=0.5,alpha=1.0
9.709999999999999432e+01,8.032730000000000148e-01,8.090960000000000374e-01,7.446880000000000166e-01
9.809999999999999432e+01,8.018669999999999964e-01,8.077419999999999600e-01,7.434079999999999577e-01
9.909999999999999432e+01,8.005320000000000213e-01,8.064029999999999809e-01,7.419510000000000272e-01
1.000999999999999943e+02,7.992590000000000527e-01,8.050150000000000361e-01,7.406690000000000218e-01
1.100999999999999943e+02,7.861359999999999459e-01,7.916149999999999576e-01,7.279349999999999987e-01
1.200999999999999943e+02,7.731190000000000007e-01,7.787739999999999663e-01,7.162410000000000165e-01
1.300999999999999943e+02,7.604429999999999801e-01,7.663029999999999564e-01,7.041159999999999641e-01
1.400999999999999943e+02,7.481119999999999992e-01,7.540660000000000140e-01,6.926170000000000382e-01
1.500999999999999943e+02,7.362300000000000511e-01,7.421090000000000186e-01,6.817339999999999511e-01
1.600999999999999943e+02,7.244300000000000184e-01,7.305810000000000359e-01,6.712529999999999886e-01
1.700999999999999943e+02,7.134340000000000126e-01,7.192619999999999569e-01,6.605560000000000320e-01
1.800999999999999943e+02,7.024329999999999741e-01,7.083110000000000239e-01,6.503489999999999549e-01
1.900999999999999943e+02,6.917060000000000430e-01,6.974359999999999449e-01,6.401609999999999800e-01
2.000999999999999943e+02,6.810199999999999587e-01,6.869189999999999463e-01,6.303999999999999604e-01
2.100999999999999943e+02,6.710089999999999666e-01,6.763350000000000195e-01,6.208270000000000177e-01
2.200999999999999943e+02,6.612489999999999757e-01,6.662879999999999914e-01,6.115239999999999565e-01
2.300999999999999943e+02,6.515440000000000120e-01,6.566189999999999527e-01,6.024249999999999883e-01
2.400999999999999943e+02,6.417920000000000291e-01,6.467349999999999488e-01,5.935749999999999638e-01
2.500999999999999943e+02,6.324560000000000182e-01,6.374049999999999994e-01,5.847849999999999993e-01
2.601000000000000227e+02,6.235230000000000494e-01,6.282250000000000334e-01,5.761779999999999680e-01
2.701000000000000227e+02,6.145629999999999704e-01,6.191999999999999726e-01,5.681420000000000359e-01
2.801000000000000227e+02,6.059459999999999846e-01,6.104190000000000449e-01,5.598459999999999548e-01
2.901000000000000227e+02,5.971870000000000234e-01,6.017500000000000071e-01,5.521639999999999882e-01
3.001000000000000227e+02,5.887799999999999701e-01,5.932819999999999760e-01,5.447140000000000315e-01
3.101000000000000227e+02,5.805970000000000297e-01,5.849269999999999747e-01,5.369509999999999561e-01
3.201000000000000227e+02,5.726090000000000346e-01,5.768299999999999539e-01,5.296279999999999877e-01
3.301000000000000227e+02,5.649589999999999890e-01,5.692369999999999930e-01,5.221029999999999838e-01
3.401000000000000227e+02,5.573979999999999491e-01,5.612479999999999691e-01,5.150780000000000358e-01
3.501000000000000227e+02,5.498779999999999779e-01,5.536940000000000195e-01,5.084199999999999831e-01
3.601000000000000227e+02,5.428089999999999860e-01,5.462099999999999733e-01,5.011330000000000506e-01
3.701000000000000227e+02,5.354409999999999448e-01,5.390249999999999764e-01,4.946349999999999913e-01
3.801000000000000227e+02,5.284809999999999786e-01,5.320859999999999479e-01,4.880160000000000053e-01
3.901000000000000227e+02,5.213590000000000169e-01,5.246779999999999777e-01,4.817520000000000135e-01
4.001000000000000227e+02,5.146009999999999751e-01,5.178009999999999557e-01,4.750099999999999878e-01
4.101000000000000227e+02,5.080219999999999736e-01,5.110989999999999700e-01,4.689670000000000227e-01
