time,alpha=0.0,alpha=0.5,alpha=1.0
9.709999999999999432e+01,7.849960000000000271e-01,8.261680000000000135e-01,7.808349999999999458e-01
9.809999999999999432e+01,7.840260000000000007e-01,8.251570000000000293e-01,7.798450000000000104e-01
9.909999999999999432e+01,7.830759999999999943e-01,8.241199999999999637e-01,7.788239999999999608e-01
1.000999999999999943e+02,7.821909999999999696e-01,8.230969999999999676e-01,7.777629999999999821e-01
1.100999999999999943e+02,7.728110000000000257e-01,8.133930000000000327e-01,7.686190000000000522e-01
1.200999999999999943e+02,7.634950000000000347e-01,8.038760000000000350e-01,7.597690000000000277e-01
1.300999999999999943e+02,7.543210000000000193e-01,7.946410000000000418e-01,7.508569999999999967e-01
1.400999999999999943e+02,7.453739999999999810e-01,7.858260000000000245e-01,7.427249999999999686e-01
1.500999999999999943e+02,7.369830000000000547e-01,7.774569999999999537e-01,7.345570000000000155e-01
1.600999999999999943e+02,7.290470000000000006e-01,7.692609999999999726e-01,7.269360000000000266e-01
1.700999999999999943e+02,7.213209999999999900e-01,7.614260000000000472e-01,7.195300000000000029e-01
1.800999999999999943e+02,7.135979999999999546e-01,7.536599999999999966e-01,7.123709999999999765e-01
1.900999999999999943e+02,7.068060000000000453e-01,7.462480000000000224e-01,7.052410000000000068e-01
2.000999999999999943e+02,6.993930000000000424e-01,7.389069999999999805e-01,6.983829999999999760e-01
2.100999999999999943e+02,6.925400000000000444e-01,7.318510000000000293e-01,6.916369999999999463e-01
2.200999999999999943e+02,6.856989999999999474e-01,7.246860000000000523e-01,6.850439999999999863e-01
2.300999999999999943e+02,6.794229999999999992e-01,7.177919999999999856e-01,6.790340000000000265e-01
2.400999999999999943e+02,6.727919999999999456e-01,7.113150000000000306e-01,6.726299999999999502e-01
2.500999999999999943e+02,6.668359999999999843e-01,7.051330000000000098e-01,6.667910000000000226e-01
2.601000000000000227e+02,6.607499999999999485e-01,6.987900000000000222e-01,6.609340000000000215e-01
2.701000000000000227e+02,6.546990000000000309e-01,6.926569999999999672e-01,6.553400000000000336e-01
2.801000000000000227e+02,6.489719999999999933e-01,6.865850000000000009e-01,6.496060000000000167e-01
2.901000000000000227e+02,6.433820000000000094e-01,6.808840000000000447e-01,6.443320000000000158e-01
3.001000000000000227e+02,6.376969999999999583e-01,6.750509999999999566e-01,6.388080000000000425e-01
3.101000000000000227e+02,6.324629999999999974e-01,6.693409999999999638e-01,6.335190000000000543e-01
3.201000000000000227e+02,6.271039999999999948e-01,6.639420000000000321e-01,6.284410000000000274e-01
3.301000000000000227e+02,6.218909999999999716e-01,6.586340000000000527e-01,6.229890000000000150e-01
3.401000000000000227e+02,6.169890000000000096e-01,6.534159999999999968e-01,6.184169999999999945e-01
3.501000000000000227e+02,6.115979999999999750e-01,6.484210000000000251e-01,6.132170000000000121e-01
3.601000000000000227e+02,6.066540000000000266e-01,6.430860000000000465e-01,6.086700000000000443e-01
3.701000000000000227e+02,6.019280000000000186e-01,6.380630000000000468e-01,6.038860000000000339e-01
3.801000000000000227e+02,5.973129999999999828e-01,6.332010000000000138e-01,5.989970000000000017e-01
3.901000000000000227e+02,5.925780000000000491e-01,6.281780000000000141e-01,5.945610000000000062e-01
4.001000000000000227e+02,5.884880000000000111e-01,6.234650000000000469e-01,5.902840000000000309e-01
