# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=6, W=5.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.044418163028500102e-01
1.200000000000000000e+01 5.237183924494499543e-01
1.400000000000000000e+01 5.304493259006999306e-01
1.600000000000000000e+01 5.307373848384999704e-01
