# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=6, W=10.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.674504282056750060e-01
1.200000000000000000e+01 4.860630019333500029e-01
1.400000000000000000e+01 5.108679958201000071e-01
1.600000000000000000e+01 5.264694190489499492e-01
