# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=6, W=7.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.886860173089500048e-01
1.200000000000000000e+01 5.131485138638499643e-01
1.400000000000000000e+01 5.282535666769999638e-01
1.600000000000000000e+01 5.305697150748248658e-01
