# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=6, W=6.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.972601130946500136e-01
1.200000000000000000e+01 5.191586753902750484e-01
1.400000000000000000e+01 5.298537572169500498e-01
1.600000000000000000e+01 5.306681820776000258e-01
