# Interacting fermions (standard model)
# L=16, Delta=1, W=100.0
# Diagonal matrix elements (A_i)_m in Hamiltonian eigenbasis, A_i=2n_i-1
# E_m/|E_0| (A_i)_m
-8.476555326349777264e-01 9.999087716000000237e-01
-8.459343497688986968e-01 -9.999999212000000304e-01
-8.451595454620809411e-01 9.997188820000000309e-01
-8.450082320591281171e-01 9.997188793000000295e-01
-8.444184524976708905e-01 -9.998076510000000194e-01
-8.416388283906569567e-01 -9.999999236000000069e-01
-8.403360326597445473e-01 9.997212573000000546e-01
-8.391979760653967002e-01 -9.999999994999999586e-01
-8.375494615041566560e-01 -9.999997830000000310e-01
-8.375399516095151098e-01 -9.998076055000000295e-01
-8.362480752483132385e-01 9.999087744000000333e-01
-8.349135945694333705e-01 9.997188806000000261e-01
-8.336007749303729897e-01 9.997188807000000343e-01
-8.323244487028089722e-01 -1.000000000000000000e+00
-8.319471741371413653e-01 9.997264779000000212e-01
-8.310582559949033499e-01 -9.999999998999999917e-01
-8.288137343909591781e-01 -9.999999236000000069e-01
-8.261420043754016396e-01 -9.999997824999999896e-01
-8.254610285531169822e-01 9.997188806000000261e-01
-8.247198319091136876e-01 -9.998076536000000125e-01
-8.232155954972254497e-01 9.997212540000000036e-01
-8.216947744769507178e-01 9.997265394000000027e-01
-8.196506154925391474e-01 -9.999999993999999504e-01
-8.194993554768396082e-01 -1.000000000000000000e+00
-8.165495583393493906e-01 9.999087716000000237e-01
-8.158905646541325662e-01 -9.999997332000000183e-01
-8.152149739808761675e-01 9.997188793000000295e-01
-8.148282181485143605e-01 -9.999999212000000304e-01
-8.139022577634997813e-01 9.997188793000000295e-01
-8.133123211351959148e-01 -9.998076510000000194e-01
-8.102873170902861188e-01 9.997265408000000075e-01
-8.094045609202982217e-01 -9.999999994999999586e-01
-8.080918447029217244e-01 -9.999999994999999586e-01
-8.064434872085283201e-01 -9.999997830000000310e-01
-8.060606139448194263e-01 -9.999115688999999918e-01
-8.038073332206024935e-01 9.997188806000000261e-01
-8.035241187421419129e-01 -9.999999236000000069e-01
-7.994252339658076689e-01 -9.998076055000000295e-01
-7.978855004465750245e-01 9.997995301000000001e-01
-7.961919443234848348e-01 -9.999997336999999487e-01
-7.946518685584303965e-01 -9.999115712999999683e-01
-7.942096583286405442e-01 -9.999999998999999917e-01
-7.932780378631386631e-01 -9.999999236000000069e-01
-7.929343810187535757e-01 9.997212554000000084e-01
-7.905888001813223820e-01 9.997265394000000027e-01
-7.891841312547420717e-01 -9.998076535000000042e-01
-7.876797955477209401e-01 9.997212540000000036e-01
-7.862624070435653145e-01 9.999088344000000017e-01
-7.862000208142200242e-01 9.997188806000000261e-01
-7.850605098685612404e-01 9.997995286999999953e-01
-7.847844332916575905e-01 -9.999997332000000183e-01
-7.845471586736137981e-01 -9.999999212000000304e-01
-7.839635774496370724e-01 -1.000000000000000000e+00
-7.830262868451800529e-01 -9.998076030000000447e-01
-7.818268782383260840e-01 -9.999115712999999683e-01
-7.810137537474751701e-01 9.999087716000000237e-01
-7.803897648204886073e-01 -9.999999993999999504e-01
-7.792925732025809404e-01 -9.999999212000000304e-01
-7.789487118360129969e-01 9.997212586999999484e-01
-7.783663763146133618e-01 9.997188793000000295e-01
-7.777766738680775838e-01 -9.998076510000000194e-01
-7.749546396491909794e-01 -9.999115688999999918e-01
-7.748548196705449254e-01 9.999088372000000113e-01
-7.747924355044751854e-01 9.997188820000000309e-01
-7.742090569973153480e-01 9.997188820000000309e-01
-7.736518392759088592e-01 9.997995278000000319e-01
-7.725561203208820560e-01 -9.999999994999999586e-01
-7.683279378068891274e-01 -9.999997830000000310e-01
-7.674265432956740574e-01 -9.999999236000000069e-01
-7.661238509864456425e-01 9.997212573000000546e-01
-7.633276662566228499e-01 -9.998076055000000295e-01
-7.621720615042347768e-01 -9.999999236000000069e-01
-7.621295456494933118e-01 -9.999115688999999918e-01
-7.620358935750143337e-01 9.999087744000000333e-01
-7.619675738811794163e-01 9.997188807000000343e-01
-7.618282746734938993e-01 9.997212554000000084e-01
-7.606911442319314043e-01 -1.000000000000000000e+00
-7.606554083004493094e-01 -9.999997337999999569e-01
-7.580781569591137359e-01 -9.998076535000000042e-01
-7.577349924638424605e-01 9.997264779000000212e-01
-7.551563027615811885e-01 9.999088344000000017e-01
-7.550939185955113375e-01 9.997188806000000261e-01
-7.550521612524218051e-01 9.997265392999999944e-01
-7.545106613057865896e-01 9.997188795000000461e-01
-7.539545355729330156e-01 9.997995286999999953e-01
-7.537570463224293471e-01 9.997188820000000309e-01
-7.534408973247829211e-01 -9.999999212000000304e-01
-7.528576031540087365e-01 -1.000000000000000000e+00
-7.519298227021027348e-01 -9.999997824999999896e-01
-7.519200257542586474e-01 -9.998076030000000447e-01
-7.512789856607154926e-01 -9.999999983999999786e-01
-7.507207468758511082e-01 -9.999115712999999683e-01
-7.492835055349332807e-01 -9.999999993999999504e-01
-7.492479509137848215e-01 -9.999997332000000183e-01
-7.490033104022425503e-01 9.997212540000000036e-01
-7.463274053487315429e-01 9.997264793000000260e-01
-7.456818879473757766e-01 9.997188820000000309e-01
-7.423372732443666022e-01 9.999087716000000237e-01
-7.422689535505316849e-01 9.997188793000000295e-01
-7.406159330535315721e-01 -9.999999212000000304e-01
-7.391000360402131264e-01 -9.998076510000000194e-01
-7.368399279374006072e-01 -9.999115688999999918e-01
-7.364585402320442675e-01 -9.999999994999999586e-01
-7.360751354169873251e-01 9.997265408000000075e-01
-7.357935292617709955e-01 -9.998075198000000441e-01
-7.350175896376148765e-01 9.997212573000000546e-01
-7.340584259917816157e-01 9.997188806000000261e-01
-7.328567939476781090e-01 9.997188806000000261e-01
-7.322312021135455318e-01 -9.999997830000000310e-01
-7.309296324840929282e-01 9.999087744000000333e-01
-7.308613145956240897e-01 9.997188807000000343e-01
-7.305780268708838010e-01 -9.999999236000000069e-01
-7.295494340048209736e-01 -9.999997337999999569e-01
-7.293119375846619512e-01 -9.999999236000000069e-01
-7.282480129312035588e-01 -9.999999993999999504e-01
-7.266288884397676950e-01 9.997264779000000212e-01
-7.265938470583972464e-01 -9.999115688999999918e-01
-7.264791475106475716e-01 -9.998076055000000295e-01
-7.252130528083275962e-01 -9.998076055000000295e-01
-7.237135655407979096e-01 9.997212554000000084e-01
-7.236733187732762307e-01 9.997995301000000001e-01
-7.229735132409630394e-01 -9.998075679000000271e-01
-7.226509152178638429e-01 9.997188820000000309e-01
-7.225764575373563314e-01 -9.999999998999999917e-01
-7.208235616111813293e-01 -9.999997824999999896e-01
-7.204396868851316027e-01 -9.999115712999999683e-01
-7.184187335601529556e-01 9.997995286999999953e-01
-7.177530370665983206e-01 -9.999999236000000069e-01
-7.170415856336925797e-01 9.999088344000000017e-01
-7.169791284792522701e-01 9.997188806000000261e-01
-7.163765150863395936e-01 9.997265394000000027e-01
-7.153263431956579099e-01 -9.999999211000000221e-01
-7.151851016720083276e-01 -9.999115712999999683e-01
-7.148020919742075208e-01 9.999112498000000127e-01
-7.138170904452352250e-01 9.997188795000000461e-01
-7.138054656932166786e-01 -9.998076029000000364e-01
-7.137114352655946625e-01 9.997188820000000309e-01
-7.136591322635676971e-01 -9.998076536000000125e-01
-7.134676143902408674e-01 9.997212540000000036e-01
-7.122645181942678372e-01 9.997995292000000367e-01
-7.121547947511804866e-01 9.997212540000000036e-01
-7.111688722276114927e-01 -9.999999993999999504e-01
-7.105855721249203505e-01 -9.999999983999999786e-01
-7.105721481966748021e-01 -9.999997332000000183e-01
-7.098250714754349433e-01 9.997188807000000343e-01
-7.089880485804053167e-01 -9.998075640000000375e-01
-7.068015725899949864e-01 9.999087716000000237e-01
-7.067331755233291490e-01 9.997188793000000295e-01
-7.054887552721196275e-01 9.999087716000000237e-01
-7.050803920451010898e-01 -9.999999212000000304e-01
-7.049883699582588648e-01 9.997188820000000309e-01
-7.049688743260659196e-01 9.997265408000000075e-01
-7.046970653766031489e-01 -9.999997064000000213e-01
-7.037675724060405980e-01 -9.999999212000000304e-01
-7.035644927105975110e-01 -9.998076510000000194e-01
-7.022516748769032091e-01 -9.998076510000000194e-01
-7.009229192716884826e-01 -9.999999994999999586e-01
-7.007423545542081911e-01 -9.999115688999999918e-01
-6.994819452075002886e-01 9.997212573000000546e-01
-6.994396576026099543e-01 9.997995278000000319e-01
-6.985221790852241819e-01 9.997188806000000261e-01
-6.982058312394023858e-01 -9.999999236000000069e-01
-6.980194687177959656e-01 -9.998147340999999910e-01
-6.965917772474824465e-01 9.997188806000000261e-01
-6.954878727627689106e-01 -9.999115688999999918e-01
-6.953939854748841798e-01 9.999087744000000333e-01
-6.953826833675702535e-01 -9.999997830000000310e-01
-6.953255902135843103e-01 9.997188806000000261e-01
-6.947422901108932791e-01 9.997188806000000261e-01
-6.944456259132435472e-01 -9.999996571999999473e-01
-6.941157566494091657e-01 -9.999997830000000310e-01
-6.941069487842528307e-01 -9.998076055000000295e-01
-6.927119228335832934e-01 -9.999999993999999504e-01
-6.925672147492015762e-01 9.997995301000000001e-01
-6.918675366241496816e-01 -9.998075679000000271e-01
-6.914703553186476448e-01 -9.999999998999999917e-01
-6.908871761754821206e-01 -9.999999998999999917e-01
-6.907813647027233328e-01 -9.999999993999999504e-01
-6.893334257942101972e-01 -9.999115712999999683e-01
-6.888413371690030873e-01 9.997289147000000264e-01
-6.885133395539472234e-01 9.997264779000000212e-01
-6.880020544714933184e-01 9.997188820000000309e-01
-6.879597766671614600e-01 -9.999999236000000069e-01
-6.877730035537324982e-01 -9.998147330000000110e-01
-6.871147216985595829e-01 9.997188820000000309e-01
-6.866470604497849628e-01 -9.999999236000000069e-01
-6.852900782042329331e-01 9.997188795000000461e-01
-6.851312446779389553e-01 -9.999997336999999487e-01
-6.838658721220404191e-01 -9.998076535000000042e-01
-6.827081695342981371e-01 -9.999997824999999896e-01
-6.826052667641608895e-01 9.997188820000000309e-01
-6.825531579679393612e-01 -9.998076536000000125e-01
-6.823615080449811909e-01 9.997212540000000036e-01
-6.820584028170713076e-01 -9.999999983999999786e-01
-6.812242989410407512e-01 -1.000000000000000000e+00
-6.808399798370322609e-01 9.997265392999999944e-01
-6.804601609947764640e-01 -9.999996541000000239e-01
-6.797422504779501162e-01 9.997995286999999953e-01
-6.795965801334618028e-01 9.999090860999999553e-01
-6.795279971140923969e-01 9.997265394000000027e-01
-6.768678910768252122e-01 9.997188806000000261e-01
-6.765084615229587373e-01 -9.999115712999999683e-01
-6.763655461670680102e-01 -9.998147310999999648e-01
-6.756954683080109714e-01 9.999087716000000237e-01
-6.756270733046205734e-01 9.997188793000000295e-01
-6.750438941614550492e-01 9.997188782000000495e-01
-6.750357697563047488e-01 -9.999997332000000183e-01
-6.739741306962701017e-01 -9.999999212000000304e-01
-6.737237872912742453e-01 -9.999997332000000183e-01
-6.730133025029355620e-01 -9.999999998999999917e-01
-6.724582316196761056e-01 -9.998076510000000194e-01
-6.723591729896858382e-01 9.997188807000000343e-01
-6.718122187742934237e-01 -9.999999983999999786e-01
-6.714696028523929883e-01 9.997188820000000309e-01
-6.706295208935403318e-01 -9.999138026999999651e-01
-6.698166599861330450e-01 -9.999999994999999586e-01
-6.694323927219213433e-01 9.997265406999999993e-01
-6.691089701623547104e-01 -9.997089987999999705e-01
-6.683333965116885489e-01 9.997995278000000319e-01
-6.683034341408455870e-01 9.997188806000000261e-01
-6.674162047895958461e-01 9.997188806000000261e-01
-6.662151208030442362e-01 9.997188806000000261e-01
-6.638938358082329128e-01 -9.999115688999999918e-01
-6.633396492964301894e-01 -9.999996571999999473e-01
-6.630096526253344003e-01 -9.999997830000000310e-01
-6.626277465220111740e-01 -9.999115688999999918e-01
-6.624930210802675301e-01 -9.999999993999999504e-01
-6.616057914711083177e-01 -9.999999993999999504e-01
-6.615813475884720907e-01 -9.998075198000000441e-01
-6.589448258216901166e-01 -9.999999236000000069e-01
-6.578045303155265477e-01 -9.999138026999999651e-01
-6.571692707461773697e-01 9.997188793000000295e-01
-6.566670292581042734e-01 -9.998147330000000110e-01
-6.563317346113696216e-01 -9.998075678000000188e-01
-6.562889543994561148e-01 -9.997090492000000328e-01
-6.558982043236556425e-01 9.997188806000000261e-01
-6.553371491677475458e-01 -9.999997337999999569e-01
-6.548459467193633587e-01 -9.998076055000000295e-01
-6.544525032953205645e-01 9.997995301000000001e-01
-6.543169703391320535e-01 9.997188820000000309e-01
-6.540252703823105085e-01 -9.999997336999999487e-01
-6.534088363964392077e-01 9.999113125999999907e-01
-6.533464555831920428e-01 9.997212554000000084e-01
-6.513588576855994239e-01 -9.999999994999999586e-01
-6.512188714071758255e-01 -9.999115712999999683e-01
-6.511111813220834543e-01 -9.999999236000000069e-01
-6.510688460039474323e-01 -9.999115688999999918e-01
-6.501847071814719214e-01 9.997212550999999836e-01
-6.500879501352903045e-01 -9.999999993999999504e-01
-6.497338758129576064e-01 9.997265392999999944e-01
-6.496283756368882445e-01 9.997995946000000078e-01
-6.484385042630761431e-01 9.997188820000000309e-01
-6.475957531994680494e-01 -9.998075159000000545e-01
-6.470172747136869740e-01 -9.998076535000000042e-01
-6.466744813500944211e-01 9.999088344000000017e-01
-6.457617599722595969e-01 9.997188806000000261e-01
-6.455406650447873540e-01 9.999995590000000378e-01
-6.449592332380522652e-01 -9.999999212000000304e-01
-6.448802090130670850e-01 -9.997090216999999779e-01
-6.443762225097484642e-01 -9.999999209000000056e-01
-6.442065521447635223e-01 9.997995286999999953e-01
-6.440708293672299245e-01 9.997188807000000343e-01
-6.439295086653833433e-01 -9.999997332000000183e-01
-6.438177773973350337e-01 -9.999137998999999555e-01
-6.435123654274276239e-01 9.999087979999999876e-01
-6.434383614096185200e-01 -9.998076030000000447e-01
-6.428937325057031416e-01 9.997995286999999953e-01
-6.428549829024587936e-01 -9.998075666000000306e-01
-6.419117487750440887e-01 9.997188820000000309e-01
-6.409729202566188944e-01 -9.999115712999999683e-01
-6.408709985739770021e-01 9.997188795000000461e-01
-6.405899103009086160e-01 9.999112498000000127e-01
-6.405215939598963848e-01 9.997212540000000036e-01
-6.396601006175584025e-01 -9.999115712999999683e-01
-6.387779046268659000e-01 9.997212586999999484e-01
-6.380128737981334286e-01 -9.999113397000000125e-01
-6.376394799957526560e-01 -9.999999983999999786e-01
-6.347758669071064119e-01 -9.998075640000000375e-01
-6.346836446825417921e-01 9.999088372000000113e-01
-6.342446681212632331e-01 9.997188806000000261e-01
-6.338555542229260542e-01 9.999087716000000237e-01
-6.329682923750874490e-01 -9.999999998999999917e-01
-6.327977515657551288e-01 9.997995277000000236e-01
-6.323110664011463156e-01 9.997212554000000084e-01
-6.321343716147566072e-01 -9.999999212000000304e-01
-6.320422778290911703e-01 9.997188820000000309e-01
-6.315216424979365195e-01 -9.999115688999999918e-01
-6.307761895745072067e-01 9.997188820000000309e-01
-6.306184740856191073e-01 -9.998076510000000194e-01
-6.304848837033042441e-01 -9.999997064000000213e-01
-6.304752412432124142e-01 -9.998075198000000441e-01
-6.301888255928296267e-01 9.997188806000000261e-01
-6.278387212817965191e-01 -9.999999236000000069e-01
-6.278030121728956914e-01 -9.999996571999999473e-01
-6.277614340768643553e-01 -9.999112878999999454e-01
-6.272558335762938864e-01 -9.999999236000000069e-01
-6.266985536987133010e-01 -9.999138026999999651e-01
-6.266042411181681482e-01 9.999112539000000188e-01
-6.265359265825218849e-01 9.997212573000000546e-01
-6.259529148225804196e-01 9.997212573000000546e-01
-6.256390924259580544e-01 9.999088344000000017e-01
-6.255766773107558354e-01 9.997188806000000261e-01
-6.251829798459183074e-01 -9.997090492000000328e-01
-6.248814251695390398e-01 9.997288532000000449e-01
-6.247921944365250058e-01 9.997188806000000261e-01
-6.243785695990982099e-01 -9.999999993999999504e-01
-6.239238440560065380e-01 -9.999999212000000304e-01
-6.238072870444970608e-01 -9.998147340999999910e-01
-6.237494823183766801e-01 -9.999997830000000310e-01
-6.237398445006547831e-01 -9.998076055000000295e-01
-6.231565869530205637e-01 -9.998076055000000295e-01
-6.224479689131812155e-01 9.999087744000000333e-01
-6.224029722275727927e-01 -9.998076030000000447e-01
-6.218645896322931854e-01 9.999087744000000333e-01
-6.216576946825601580e-01 9.997212550999999836e-01
-6.212755879256955938e-01 -9.999115688999999918e-01
-6.211303916187509433e-01 -9.998147330000000110e-01
-6.199628717083190965e-01 -9.999115688999999918e-01
-6.197664210591151690e-01 -9.999999993999999504e-01
-6.195802643492388517e-01 9.998076517999999746e-01
-6.192172890564434651e-01 9.997188806000000261e-01
-6.189817818917658920e-01 -9.999999993999999504e-01
-6.184885517593942117e-01 -9.999997337999999569e-01
-6.183255269468522775e-01 9.997212586999999484e-01
-6.181470670282809277e-01 9.997264779000000212e-01
-6.179410840463144261e-01 -1.000000000000000000e+00
-6.176552515291667822e-01 -9.998075679000000271e-01
-6.171250103610602666e-01 9.997188793000000295e-01
-6.164992893143002028e-01 -9.999997032999999869e-01
-6.163526886904754365e-01 -9.999112903000000330e-01
-6.162024141467316030e-01 9.997188820000000309e-01
-6.158490547493560285e-01 -9.999999209000000056e-01
-6.156307336378703532e-01 9.999090860999999553e-01
-6.150137559789075059e-01 -9.999999236000000069e-01
-6.149853531864252210e-01 9.999087979999999876e-01
-6.149849508477047699e-01 9.997264769000000495e-01
-6.146291554957041825e-01 9.997289147000000264e-01
-6.143278135946097507e-01 -9.998075666000000306e-01
-6.142316350392935664e-01 9.999088372000000113e-01
-6.141692199240914585e-01 9.997188820000000309e-01
-6.131004481206887569e-01 9.997995286999999953e-01
-6.129024141654558777e-01 9.997188820000000309e-01
-6.123996999293861432e-01 -9.998147322999999531e-01
-6.123439863329745991e-01 9.997188795000000461e-01
-6.123418970086318414e-01 -9.999997824999999896e-01
-6.117585187593814755e-01 -9.999997814000000096e-01
-6.113145975583916814e-01 -9.999999994999999586e-01
-6.110777936250689768e-01 9.997188795000000461e-01
-6.109719816364912459e-01 9.997188820000000309e-01
-6.109198534970619043e-01 -9.998076536000000125e-01
-6.098666591656974889e-01 -9.999115712999999683e-01
-6.094838039556489395e-01 9.999112498000000127e-01
-6.094154894200027872e-01 9.997212540000000036e-01
-6.091123106879036131e-01 -9.999999983999999786e-01
-6.088326006828623793e-01 9.997212537999999871e-01
-6.085352875850711385e-01 9.997188806000000261e-01
-6.078947960648989346e-01 9.997265394000000027e-01
-6.078461182379073513e-01 -9.999999983999999786e-01
-6.068032286780669082e-01 -9.999999236000000069e-01
-6.062479793214775592e-01 -9.999996541000000239e-01
-6.061562301028189381e-01 9.997264793000000260e-01
-6.054997868840167330e-01 9.997212573000000546e-01
-6.053843984601628980e-01 9.999090860999999553e-01
-6.046799492684504784e-01 -9.999999998999999917e-01
-6.036696053003661744e-01 -9.998075640000000375e-01
-6.031384996198293491e-01 9.997188806000000261e-01
-6.030239610075678325e-01 -9.999999209000000056e-01
-6.027494520042173676e-01 9.999087716000000237e-01
-6.027043518969250613e-01 -9.998076055000000295e-01
-6.022488905382117341e-01 9.997188820000000309e-01
-6.021661936828548445e-01 9.999087354000000261e-01
-6.021533644937692165e-01 -9.998147310999999648e-01
-6.020905862420807830e-01 -9.999997332000000183e-01
-6.015076941521178000e-01 -9.998076148000000218e-01
-6.014118292146760636e-01 9.999087744000000333e-01
-6.013434798612559140e-01 9.997188807000000343e-01
-6.012050897843330688e-01 9.997212554000000084e-01
-6.010281118133823375e-01 -9.999999212000000304e-01
-6.006434863129637147e-01 9.997289180999999747e-01
-6.000678007284674376e-01 -1.000000000000000000e+00
-5.995188933649145957e-01 9.997188782000000495e-01
-5.995122148000637807e-01 -9.998076510000000194e-01
-5.993787773580445677e-01 -9.999997064000000213e-01
-5.974257473200975666e-01 9.997212573000000546e-01
-5.971117263332091918e-01 9.997264779000000212e-01
-5.966554597812360194e-01 -9.999112878999999454e-01
-5.965038982694055303e-01 9.997188806000000261e-01
-5.964872110130634564e-01 9.997265408000000075e-01
-5.964173392202414270e-01 -9.999138026999999651e-01
-5.962872177198436097e-01 -9.999999983999999786e-01
-5.959038314742659548e-01 9.997265408000000075e-01
-5.948967884890558055e-01 -9.997089987999999705e-01
-5.945331181303297186e-01 9.999088344000000017e-01
-5.944707030151276106e-01 9.997188806000000261e-01
-5.939768113450519804e-01 9.999090887999999566e-01
-5.933374203244441425e-01 9.999087744000000333e-01
-5.932037938348081463e-01 9.997188806000000261e-01
-5.928177124356219796e-01 -9.999999212000000304e-01
-5.927011827625129348e-01 -9.998147340999999910e-01
-5.926433800996679935e-01 -9.999997830000000310e-01
-5.923605264365087164e-01 -9.998075198000000441e-01
-5.922654532810361916e-01 9.997212554000000084e-01
-5.922606347590393394e-01 -9.999115688999999918e-01
-5.920601228099433566e-01 -9.999997830000000310e-01
-5.920028362238802799e-01 9.997188806000000261e-01
-5.913065565714695770e-01 -9.999997824999999896e-01
-5.912968408650978169e-01 -9.998076030000000447e-01
-5.911627537492086804e-01 -9.999138026999999651e-01
-5.906934852088275845e-01 -9.999999993999999504e-01
-5.906901200065037827e-01 9.997188806000000261e-01
-5.897239332288130020e-01 -9.999999236000000069e-01
-5.896471757698628080e-01 -9.997090492000000328e-01
-5.891273639435380405e-01 -9.999996571999999473e-01
-5.888366672544234071e-01 9.997188793000000295e-01
-5.886602896966401932e-01 -9.999999993999999504e-01
-5.883792460419042802e-01 9.997212540000000036e-01
-5.882410545552473335e-01 9.997995960000000126e-01
-5.873933807742300894e-01 -9.999999993999999504e-01
-5.865622632315614648e-01 -9.999999236000000069e-01
-5.864579386067024780e-01 9.997264769000000495e-01
-5.857042692044541754e-01 9.997264793000000260e-01
-5.856250484524786470e-01 -9.998076055000000295e-01
-5.855934790479385699e-01 9.999088344000000017e-01
-5.844269902594326771e-01 -9.999115688999999918e-01
-5.841474092091096804e-01 9.999996249999999476e-01
-5.840853933377146978e-01 9.997995301000000001e-01
-5.838782329991718534e-01 -9.999999212000000304e-01
-5.835230491504445061e-01 9.997289147000000264e-01
-5.834879133742203461e-01 -9.997089711000000101e-01
-5.832313494515324326e-01 -9.999997814000000096e-01
-5.830262541938453502e-01 -9.999999994999999586e-01
-5.829521121944878370e-01 9.997188806000000261e-01
-5.824630106763710735e-01 -9.998076055000000295e-01
-5.824547441631214850e-01 -9.998147330000000110e-01
-5.824304565736034833e-01 -9.999137998999999555e-01
-5.823919659114330516e-01 -9.999997336999999487e-01
-5.823573609128286366e-01 -9.998076030000000447e-01
-5.821195534538896599e-01 -9.998075678000000188e-01
-5.817961530745344723e-01 9.997188820000000309e-01
-5.817132088840283322e-01 9.999087716000000237e-01
-5.816448592726988220e-01 9.997188793000000295e-01
-5.809640201424154382e-01 9.997212550999999836e-01
-5.809232771571385401e-01 9.997994983000000335e-01
-5.808517614495700698e-01 -9.999115712999999683e-01
-5.808067358781047185e-01 -9.998075679000000271e-01
-5.802683948062443697e-01 -9.999115395000000017e-01
-5.801046836966925468e-01 9.997188820000000309e-01
-5.799918686931933021e-01 -9.999999212000000304e-01
-5.794779805307994636e-01 -9.999999236000000069e-01
-5.784759716798747453e-01 -9.998076510000000194e-01
-5.772474350392039488e-01 -9.999999998999999917e-01
-5.771418580061224990e-01 -9.999999993999999504e-01
-5.767886938461902480e-01 9.997265394000000027e-01
-5.762054355248277249e-01 9.997265383000000227e-01
-5.758344462121207652e-01 -9.999999994999999586e-01
-5.757009156647950876e-01 9.997212586999999484e-01
-5.754510713145584155e-01 9.997265408000000075e-01
-5.754161939635893397e-01 9.997995946000000078e-01
-5.753840736644935117e-01 -9.998076535000000042e-01
-5.751555354706920919e-01 -9.999999209000000056e-01
-5.751417179726467932e-01 -9.999996541000000239e-01
-5.748502031948004021e-01 9.997188806000000261e-01
-5.743936550057229251e-01 9.997212573000000546e-01
-5.742916724564541830e-01 9.999087979999999876e-01
-5.742782941781786610e-01 9.999090860999999553e-01
-5.739480019428688795e-01 9.999112498000000127e-01
-5.738796102923012787e-01 9.997212540000000036e-01
-5.736342901893947133e-01 -9.998075666000000306e-01
-5.729798065664888362e-01 -9.999997322000000466e-01
-5.720933548121893697e-01 9.997995292000000367e-01
-5.716502328725424631e-01 9.997188795000000461e-01
-5.716079359829122630e-01 -9.999997830000000310e-01
-5.716070234993270160e-01 9.999088372000000113e-01
-5.715493490174718971e-01 9.997188806000000261e-01
-5.713284833714884492e-01 9.999995590000000378e-01
-5.712669840926942744e-01 -9.999999236000000069e-01
-5.712605317144190398e-01 9.997995286999999953e-01
-5.710471034028478110e-01 -9.998147310999999648e-01
-5.709843272144349280e-01 -9.999997332000000183e-01
-5.707179400371403810e-01 9.997212537999999871e-01
-5.706680273397681802e-01 -9.997090216999999779e-01
-5.703056981101104483e-01 9.999087744000000333e-01
-5.702785675848771607e-01 9.997188820000000309e-01
-5.702373484987809382e-01 9.997188807000000343e-01
-5.696055957240361289e-01 -9.999137998999999555e-01
-5.693365799337676281e-01 -9.999999236000000069e-01
-5.689656566458762832e-01 9.997188820000000309e-01
-5.684187145522274776e-01 -9.999999983999999786e-01
-5.681339590648856186e-01 -9.998075639000000292e-01
-5.680268998262744118e-01 -9.999115712999999683e-01
-5.673766624243263834e-01 9.997265408000000075e-01
-5.672135682341460372e-01 9.999087716000000237e-01
-5.671680993163599194e-01 -9.998076055000000295e-01
-5.665560745502101758e-01 9.997212554000000084e-01
-5.660057520375809670e-01 9.997264779000000212e-01
-5.656687415193671908e-01 9.997212554000000084e-01
-5.654923879471613901e-01 -9.999999212000000304e-01
-5.654549253120038088e-01 9.997212573000000546e-01
-5.653112328749817506e-01 -9.999138026999999651e-01
-5.652377031526257811e-01 -9.998076055000000295e-01
-5.649094553654169237e-01 -9.999999209000000056e-01
-5.645657237272954099e-01 9.997212586999999484e-01
-5.645314754174413086e-01 -9.999999998999999917e-01
-5.640515304580384637e-01 9.999087354000000261e-01
