# Interacting fermions (standard model)
# L=14, Delta=1, W=10.0, dmax=4
# Comparison between projected perturbation ||N_i^perp||^2 and its approximation ||N~_i||^2
# ||N_i^perp||^2 ||~N_i||^2
1.091607040000000008e-02 1.091607040000000008e-02
3.361208889600000166e-02 3.361208889600000166e-02
1.622591185960000053e-03 1.622591185960000053e-03
8.017278990400000154e-04 8.017278990400000154e-04
1.209370176000000140e-03 1.209370176000000140e-03
8.294860806400000414e-04 8.294860806400000414e-04
8.120220160000000704e-04 8.120220160000000704e-04
1.311254010000000025e-02 1.311254010000000025e-02
1.071069619839999871e-03 1.071069619839999871e-03
1.273941116099999889e-02 1.273941116099999889e-02
2.160074347559999986e-03 2.160074347559999986e-03
1.040739860249999867e-03 1.040739860249999867e-03
1.142782380099999912e-02 1.142782380099999912e-02
3.349485625600000238e-02 3.349485625600000238e-02
1.934408088900000169e-02 1.934296824100000325e-02
7.034646579839999234e-03 6.996820608999999684e-03
2.198844122499999873e-02 2.198844122499999873e-02
2.341572744039999848e-03 2.341572744039999848e-03
3.067261849599999673e-02 3.067261849599999673e-02
6.217527511689999870e-03 6.217527511689999870e-03
3.214741420900000396e-02 3.212948700899999344e-02
4.065720168999999856e-03 4.065720168999999856e-03
2.844990624099999477e-02 2.844990624099999477e-02
5.597703196840000776e-03 5.597703196840000776e-03
4.557883406399999143e-02 4.557883406399999143e-02
2.515681488100000168e-02 2.515681488100000168e-02
3.262322316099999786e-02 3.262322316099999786e-02
2.567846002499999877e-02 2.567846002499999877e-02
4.588504382249999208e-03 4.588504382249999208e-03
1.637913636100000320e-02 1.637913636100000320e-02
2.104327396899999952e-02 2.104327396899999952e-02
1.704225811599999890e-02 1.704225811599999890e-02
1.943765756099999700e-02 1.943765756099999700e-02
1.700807222500000035e-02 1.700807222500000035e-02
2.794052737439999684e-03 2.794052737439999684e-03
8.392145486399999865e-04 8.392145486399999865e-04
1.792895774760000158e-03 1.792895774760000158e-03
1.702808478009999954e-03 1.702808478009999954e-03
1.270451963559999934e-03 1.270451963559999934e-03
1.821625080250000332e-03 1.821625080250000332e-03
8.794249560099999660e-04 8.794249560099999660e-04
1.629630964899999798e-02 1.629630964899999798e-02
1.178701062399999978e-02 1.178701062399999978e-02
1.104418995839999895e-03 1.104418995839999895e-03
1.357332963999999991e-03 1.357332963999999991e-03
1.255051072889999892e-03 1.255051072889999892e-03
1.453664262399999817e-02 1.453664262399999817e-02
1.074731645610000133e-03 1.074731645610000133e-03
1.419267168899999987e-02 1.419267168899999987e-02
1.113209879040000065e-03 1.113209879040000065e-03
1.517971843599999829e-02 1.517971843599999829e-02
3.412884716009999698e-03 3.412884716009999698e-03
1.513096806400000133e-02 1.513096806400000133e-02
2.976466248999999967e-03 2.976466248999999967e-03
1.139321412100000042e-02 1.139321412100000042e-02
1.145524639360000251e-03 1.145524639360000251e-03
1.544203875600000039e-02 1.544203875600000039e-02
1.639321729600000388e-02 1.639321729600000388e-02
3.239100062499999932e-02 3.238452184900000169e-02
2.843675142400000147e-02 2.843675142400000147e-02
2.778488934400000221e-02 2.778488934400000221e-02
3.065580774399999722e-02 3.065580774399999722e-02
7.170363684000000647e-03 7.170363684000000647e-03
1.045731212100000154e-02 1.045731212100000154e-02
3.577726558810000266e-03 3.577726558810000266e-03
3.366877415040000088e-03 3.366877415040000088e-03
3.550848921000000335e-03 3.550848921000000335e-03
3.076901892100000410e-02 3.076901892100000410e-02
4.183374808900000379e-04 4.183374808900000379e-04
3.749218964099999829e-02 3.749218964099999829e-02
5.251538556250000961e-03 5.251538556250000961e-03
1.161976202500000083e-02 1.161976202500000083e-02
1.900576339359999912e-03 1.900576339359999912e-03
1.040522403599999923e-02 1.040522403599999923e-02
2.317565509209999850e-03 2.317565509209999850e-03
7.175851868160000938e-03 7.175851868160000938e-03
2.429015760899999599e-02 2.429015760899999599e-02
3.037351839999999706e-02 3.037351839999999706e-02
2.808473222500000241e-02 2.808473222500000241e-02
4.029574464400000056e-02 4.029574464400000056e-02
8.524921230249999163e-03 8.524884298090000534e-03
2.615691636100000300e-02 2.615691636100000300e-02
6.132518748160000095e-03 6.132518748160000095e-03
4.226586148840001146e-03 4.226586148840001146e-03
